,hotel_id,repeating_amenities_score
5073,90567,2
5074,62613,2
5075,46725,2
5076,77123,0
5077,80093,2
5078,87279,2
5079,98782,2
5080,82326,2
5081,47819,0
5082,88795,2
5083,4284,0
5084,43617,0
5085,80689,2
5086,53149,0
5087,46759,0
5088,103741,2
5089,97927,2
5090,80557,2
5091,90848,2
5092,92336,2
5093,74552,2
5094,37427,2
5095,13242,0
5096,104458,2
5097,97002,2
5098,35067,0
5099,17871,0
5100,95160,2
5101,37604,2
5102,90837,2
5103,94125,0
5104,84731,2
5105,89802,2
5106,100149,2
5107,91599,2
5108,77559,2
5109,52429,0
5110,39986,0
5111,55416,0
5112,81921,0
5113,91731,2
5114,87583,2
5115,5783,0
5116,99983,2
5117,41786,0
5118,80546,0
5119,61696,2
5120,85777,0
5121,99727,2
5122,59902,2
5123,99398,0
5124,59460,2
5125,96538,2
5126,41193,0
5127,41356,2
5128,102495,2
5129,103150,2
5130,98805,2
5131,9760,0
5132,60973,2
5133,75466,2
5134,57227,0
5135,74395,2
5136,89172,2
5137,91914,2
5138,44959,0
5139,92960,2
5140,58400,2
5141,19646,2
5142,14603,0
5143,101910,0
5144,79941,2
5145,100748,2
5146,85178,2
5147,2276,0
5148,48216,0
5149,49127,0
5150,47200,2
5151,82208,0
5152,52702,2
5153,53295,2
5154,41477,0
5155,9777,0
5156,75618,2
5157,88919,2
5158,10376,0
5159,47515,0
5160,4728,0
5161,85139,2
5162,53641,0
5163,3519,0
5164,57787,0
5165,94001,2
5166,76819,2
5167,14578,0
5168,60037,2
5169,8449,0
5170,48359,2
5171,42650,2
5172,89369,2
5173,11096,0
5174,2332,0
5175,89504,2
5176,75773,2
5177,95635,2
5178,81283,2
5179,42253,0
5180,43890,2
5181,98459,0
5182,60023,2
5183,49124,2
5184,14302,0
5185,78903,2
5186,94752,2
5187,89830,2
5188,59435,2
5189,76482,2
5190,39280,0
5191,97151,2
5192,51841,2
5193,54088,0
5194,82045,2
5195,86393,2
5196,94448,2
5197,53160,2
5198,8424,0
5199,10851,0
5200,91191,2
5201,81896,0
5202,85465,2
5203,95334,2
5204,12488,0
5205,15163,0
5206,42402,0
5207,95978,2
5208,56909,2
5209,46264,2
5210,90398,2
5211,51515,2
5212,99263,0
5213,86531,2
5214,89526,2
5215,88438,2
5216,47943,2
5217,79176,2
5218,44787,0
5219,81482,0
5220,99069,2
5221,60658,0
5222,50148,0
5223,1907,0
5224,73959,0
5225,10398,0
5226,36687,0
5227,97140,2
5228,56569,2
5229,76040,2
5230,61671,0
5231,95188,2
5232,11743,0
5233,89203,2
5234,38521,0
5235,83831,2
5236,43457,2
5237,58709,0
5238,82790,2
5239,46874,0
5240,91740,2
5241,76181,2
5242,90547,2
5243,90724,2
5244,101651,2
5245,103862,2
5246,9358,0
5247,47763,2
5248,82627,2
5249,102562,2
5250,10086,0
5251,91301,2
5252,61224,2
5253,100872,2
5254,52567,0
5255,48081,2
5256,90840,2
5257,13993,0
5258,85454,2
5259,96265,2
5260,13987,0
5261,76794,2
5262,81907,0
5263,11138,0
5264,15779,0
5265,86992,2
5266,97750,2
5267,14288,0
5268,4126,0
5269,48497,2
5270,62152,2
5271,94440,0
5272,97896,2
5273,102371,2
5274,103876,2
5275,102675,2
5276,101665,0
5277,44365,0
5278,83538,2
5279,97123,2
5280,41980,0
5281,93531,2
5282,7712,0
5283,52401,0
5284,89785,2
5285,8733,0
5286,88154,2
5287,77995,2
5288,97725,2
5289,40293,0
5290,47043,0
5291,18799,0
5292,44945,0
5293,103139,2
5294,256,0
5295,92648,2
5296,97134,0
5297,50010,0
5298,92187,2
5299,4554,0
5300,85043,2
5301,49301,0
5302,37508,0
5303,76060,2
5304,4557,0
5305,94133,2
5306,103409,2
5307,49439,0
5308,88477,2
5309,89068,2
5310,2326,0
5311,15472,0
5312,1266,0
5313,38231,0
5314,83814,0
5315,91304,2
5316,76383,2
5317,59581,2
5318,1893,2
5319,95025,0
5320,100900,2
5321,92195,2
5322,53008,0
5323,53914,2
5324,49743,0
5325,96825,0
5326,39719,2
5327,4267,0
5328,74420,0
5329,88204,2
5330,35087,0
5331,1412,0
5332,73219,2
5333,55002,2
5334,103288,2
5335,100712,2
5336,101482,2
5337,82599,2
5338,39120,2
5339,96372,2
5340,58864,0
5341,44056,0
5342,95936,2
5343,45853,0
5344,41364,2
5345,12952,0
5346,40180,0
5347,9189,0
5348,103434,2
5349,96996,2
5350,88913,2
5351,9968,0
5352,46427,0
5353,97272,2
5354,37899,0
5355,92378,2
5356,13849,0
5357,100276,2
5358,86638,2
5359,82332,2
5360,82475,2
5361,89827,2
5362,9653,0
5363,103856,2
5364,101620,2
5365,15469,0
5366,50626,0
5367,92952,2
5368,99072,2
5369,79041,2
5370,85167,2
5371,86528,0
5372,90260,2
5373,6056,0
5374,2613,0
5375,54673,0
5376,94122,2
5377,35627,0
5378,42678,2
5379,94327,2
5380,526,0
5381,54077,0
5382,62008,2
5383,36850,0
5384,93846,2
5385,12063,0
5386,89675,2
5387,99497,2
5388,41370,0
5389,81443,2
5390,14752,0
5391,58411,2
5392,101612,2
5393,60183,2
5394,74246,2
5395,56026,0
5396,48514,0
5397,55835,0
5398,76192,2
5399,83983,2
5400,57947,2
5401,96099,2
5402,91560,2
5403,47355,0
5404,13534,0
5405,50505,2
5406,16541,0
5407,104033,2
5408,100982,2
5409,91751,2
5410,14274,0
5411,5876,2
5412,79342,0
5413,2191,2
5414,47046,0
5415,47780,2
5416,93700,2
5417,2453,0
5418,80104,0
5419,90429,2
5420,97306,2
5421,81876,2
5422,51366,2
5423,17435,0
5424,6216,0
5425,41485,0
5426,74746,2
5427,19500,0
5428,1556,0
5429,8477,0
5430,50736,0
5431,4987,0
5432,54364,2
5433,75908,0
5434,96968,2
5435,1241,0
5436,15199,0
5437,58130,2
5438,46860,0
5439,95216,2
5440,53301,2
5441,79055,2
5442,1252,0
5443,94004,2
5444,100135,2
5445,15185,2
5446,94409,2
5447,53467,2
5448,94462,2
5449,91152,2
5450,50516,0
5451,44630,2
5452,12648,0
5453,39514,0
5454,1142,0
5455,99359,2
5456,51236,0
5457,91723,2
5458,103268,2
5459,104483,2
5460,47462,0
5461,102059,2
5462,89788,2
5463,57795,0
5464,79182,0
5465,80284,0
5466,86981,2
5467,50778,0
5468,98813,2
5469,88013,2
5470,90578,2
5471,100596,2
5472,87144,2
5473,17548,0
5474,92170,2
5475,98791,2
5476,37165,0
5477,100433,2
5478,46750,0
5479,9476,0
5480,89228,2
5481,76932,2
5482,99997,2
5483,87428,2
5484,79207,2
5485,43018,0
5486,95205,2
5487,11113,0
5488,83420,2
5489,92347,2
5490,41176,2
5491,101747,2
5492,91110,0
5493,76943,0
5494,11737,0
5495,532,0
5496,85940,2
5497,56788,2
5498,100861,2
5499,83839,2
5500,3544,0
5501,95773,0
5502,8002,0
5503,104047,2
5504,50038,0
5505,59421,0
5506,75160,2
5507,78754,0
5508,103693,2
5509,98920,2
5510,79952,2
5511,87102,2
5512,101640,2
5513,82818,2
5514,1086,0
5515,8927,0
5516,45105,2
5517,104762,2
5518,46250,0
5519,94288,2
5520,48376,0
5521,104596,2
5522,27321,2
5523,53025,2
5524,79016,0
5525,100141,2
5526,84852,0
5527,74831,2
5528,90224,2
5529,50353,2
5530,102658,2
5531,75140,2
5532,13084,0
5533,83960,2
5534,97584,2
5535,86556,0
5536,98490,2
5537,99058,2
5538,76833,2
5539,88460,2
5540,95652,2
5541,11602,0
5542,993,0
5543,17888,0
5544,47316,0
5545,85639,2
5546,74122,0
5547,83682,2
5548,99820,2
5549,90142,2
5550,99376,2
5551,1103,0
5552,78459,2
5553,12828,0
5554,100436,2
5555,95649,2
5556,88016,2
5557,1134,0
5558,91765,2
5559,73028,2
5560,87577,2
5561,52412,2
5562,54375,2
5563,99550,2
5564,42419,2
5565,36541,0
5566,35559,2
5567,16088,0
5568,82492,2
5569,39415,2
5570,52454,2
5571,62312,2
5572,19663,2
5573,36988,0
5574,5589,0
5575,84894,2
5576,98175,2
5577,48072,0
5578,100588,2
5579,4090,0
5580,45839,0
5581,73067,2
5582,95461,2
5583,99232,2
5584,82613,0
5585,38217,0
5586,19649,2
5587,97587,2
5588,73233,2
5589,74558,2
5590,47788,0
5591,45524,0
5592,84455,0
5593,75596,2
5594,48691,2
5595,45254,0
5596,12966,0
5597,77095,0
5598,10370,0
5599,59286,0
5600,59137,0
5601,82318,2
5602,77238,0
5603,73202,0
5604,104182,2
5605,82354,2
5606,99196,2
5607,77432,2
5608,41314,0
5609,90685,2
5610,3955,0
5611,35393,2
5612,79047,0
5613,6762,0
5614,79187,0
5615,91315,2
5616,42264,2
5617,76082,2
5618,7282,0
5619,101007,2
5620,42883,0
5621,42582,0
5622,44489,0
5623,84427,2
5624,46559,0
5625,98923,2
5626,97148,2
5627,93565,2
5628,83516,2
5629,43308,0
5630,92519,2
5631,53450,2
5632,51231,0
5633,9200,0
5634,38625,0
5635,35666,0
5636,37452,0
5637,57503,2
5638,8314,2
5639,57064,2
5640,93849,2
5641,85175,0
5642,59893,0
5643,15486,0
5644,87839,2
5645,57801,2
5646,91425,2
5647,104281,2
5648,12187,0
5649,99249,2
5650,79795,2
5651,85631,0
5652,1826,0
5653,1255,0
5654,670,0
5655,73801,2
5656,57773,0
5657,86795,2
5658,97846,2
5659,79806,2
5660,55725,2
5661,76656,2
5662,43156,0
5663,35489,0
5664,1730,0
5665,93253,2
5666,85603,2
5667,88930,2
5668,83665,2
5669,85153,0
5670,86975,2
5671,14271,0
5672,83212,2
5673,76639,2
5674,47352,0
5675,37314,0
5676,9473,0
5677,52277,0
5678,77826,2
5679,86663,2
5680,6365,0
5681,89951,2
5682,81758,0
5683,83406,2
5684,102998,2
5685,36105,2
5686,102236,2
5687,55087,2
5688,53163,0
5689,15354,0
5690,94912,2
5691,101474,2
5692,88024,2
5693,94597,2
5694,81302,0
5695,89554,2
5696,985,0
5697,43291,2
5698,95182,0
5699,90249,0
5700,60349,2
5701,85181,2
5702,53627,0
5703,41204,0
5704,86666,2
5705,94018,2
5706,76220,2
5707,97269,2
5708,3350,0
5709,103426,2
5710,82315,2
5711,101502,2
5712,101322,2
5713,102233,2
5714,62439,0
5715,13689,0
5716,4250,0
5717,75005,2
5718,83676,2
5719,18735,0
5720,98501,2
5721,103732,2
5722,48103,0
5723,56940,0
5724,87878,2
5725,62287,2
5726,35658,0
5727,9498,0
5728,8123,0
5729,56915,2
5730,100166,2
5731,100591,2
5732,75019,2
5733,61260,0
5734,55576,0
5735,51827,2
5736,89976,2
5737,77517,0
5738,43153,0
5739,78723,0
5740,73807,2
5741,55303,2
5742,62737,2
5743,89079,2
5744,46438,0
5745,5012,0
5746,94136,2
5747,58996,0
5748,94575,2
5749,43609,0
5750,96386,2
5751,96403,2
5752,20265,0
5753,39418,0
5754,43280,2
5755,37781,0
5756,104295,2
5757,60363,2
5758,48390,0
5759,47901,2
5760,78867,0
5761,88193,0
5762,94423,2
5763,73967,2
5764,13976,0
5765,19483,0
5766,90890,2
5767,92215,2
5768,75742,0
5769,57078,2
5770,79629,2
5771,80529,2
5772,206,0
5773,18349,0
5774,59899,2
5775,92662,2
5776,85203,2
5777,50134,0
5778,6022,0
5779,12184,0
5780,103274,2
5781,104334,2
5782,15748,0
5783,60470,2
5784,58093,2
5785,91616,2
5786,100281,2
5787,61232,2
5788,88356,2
5789,94296,2
5790,104469,2
5791,3212,0
5792,89374,2
5793,95174,2
5794,97016,2
5795,15312,0
5796,55874,2
5797,54358,0
5798,86036,0
5799,11110,0
5800,50786,0
5801,58394,0
5802,83502,0
5803,85310,2
5804,55123,2
5805,97463,2
5806,37044,0
5807,48210,0
5808,35236,0
5809,96681,2
5810,18147,0
5811,19955,2
5812,11014,0
5813,9341,0
5814,50027,2
5815,830,0
5816,42242,0
5817,54215,2
5818,76189,0
5819,75911,0
5820,85968,2
5821,62273,0
5822,45240,0
5823,18037,0
5824,15489,0
5825,99252,0
5826,37016,2
5827,40290,0
5828,85313,2
5829,79502,0
5830,74842,2
5831,82039,2
5832,86514,2
5833,93990,2
5834,93,2
5835,95669,2
5836,20287,0
5837,92333,2
5838,58695,0
5839,46295,0
5840,90539,2
5841,50654,0
5842,89799,2
5843,86967,2
5844,81142,2
5845,81882,0
5846,10241,0
5847,2152,0
5848,96361,2
5849,92772,2
5850,58099,2
5851,53340,0
5852,95798,0
5853,42706,2
5854,86677,2
5855,47487,0
5856,83980,2
5857,96982,2
5858,15759,0
5859,85029,2
5860,96389,2
5861,46413,2
5862,100011,2
5863,4242,0
5864,45963,2
5865,37157,2
5866,99075,2
5867,88767,2
5868,86829,2
5869,101488,2
5870,1238,0
5871,41502,2
5872,86486,2
5873,62602,0
5874,49701,2
5875,83974,0
5876,35343,0
5877,92505,2
5878,51689,0
5879,38209,2
5880,103448,2
5881,95950,2
5882,104610,2
5883,44475,0
5884,89529,2
5885,104132,0
5886,8463,0
5887,11585,0
5888,16060,0
5889,59466,0
5890,48266,2
5891,13253,0
5892,18476,2
5893,93697,2
5894,90865,2
5895,90972,2
5896,86078,2
5897,8193,0
5898,43752,0
5899,83389,2
5900,15461,0
5901,9490,0
5902,60540,2
5903,80118,2
5904,54527,2
5905,95050,2
5906,81305,2
5907,89923,2
5908,53779,0
5909,100875,2
5910,19044,2
5911,10089,0
5912,98962,2
5913,51357,2
5914,95036,2
5915,87096,2
5916,18760,0
5917,12949,0
5918,15922,0
5919,13360,0
5920,88618,0
5921,89473,2
5922,103302,2
5923,49386,2
5924,99373,2
5925,85769,2
5926,93869,0
5927,4717,0
5928,841,0
5929,1719,0
5930,73931,2
5931,62464,2
5932,90533,2
5933,91450,2
5934,78282,2
5935,59767,2
5936,41218,0
5937,58507,2
5938,46607,2
5939,49304,2
5940,100450,2
5941,15784,0
5942,79328,2
5943,93385,2
5944,52730,2
5945,42228,0
5946,52862,2
5947,14465,0
5948,39103,0
5949,102084,2
5950,58414,2
5951,90868,0
5952,91762,2
5953,88733,2
5954,86542,2
5955,60796,2
5956,96687,2
5957,2141,0
5958,87889,2
5959,58408,0
5960,14738,2
5961,16985,0
5962,55278,2
5963,91014,2
5964,41080,0
5965,81620,2
5966,16822,0
5967,101932,2
5968,43893,0
5969,99370,2
5970,77120,0
5971,78602,2
5972,42256,0
5973,48688,0
5974,9937,0
5975,75278,2
5976,107,0
5977,96496,2
5978,92938,2
5979,13990,0
5980,85468,2
5981,88151,2
5982,51048,2
5983,80869,2
5984,55739,2
5985,3243,2
5986,40439,2
5987,7130,0
5988,13374,0
5989,81575,2
5990,77556,2
5991,56299,0
5992,56473,0
5993,75905,0
5994,76496,0
5995,76546,2
5996,96701,2
5997,86787,2
5998,99511,2
5999,4579,0
6000,79817,0
6001,98161,2
6002,59598,2
6003,36856,0
6004,36434,0
6005,79317,2
6006,44506,2
6007,2006,0
6008,75292,0
6009,46165,0
6010,42225,0
6011,81139,2
6012,50488,0
6013,44050,0
6014,102205,2
6015,57036,2
6016,99277,2
6017,96,0
6018,60802,2
6019,90589,2
6020,54800,0
6021,78760,2
6022,81457,0
6023,86084,2
6024,85054,2
6025,95489,2
6026,86804,2
6027,75472,2
6028,61266,2
6029,82762,2
6030,93714,2
6031,104433,2
6032,18484,2
6033,80678,0
6034,45130,0
6035,87141,2
6036,84253,2
6037,9363,0
6038,85333,0
6039,3651,0
6040,94876,2
6041,14246,0
6042,92651,2
6043,82166,2
6044,56001,0
6045,8300,0
6046,37182,0
6047,47653,2
6048,80717,0
6049,38085,0
6050,79944,0
6051,102683,2
6052,98799,2
6053,79162,2
6054,83555,2
6055,98619,2
6056,60948,0
6057,88626,2
6058,93824,0
6059,52398,2
6060,94161,2
6061,18920,0
6062,79069,0
6063,100397,2
6064,95638,2
6065,92513,2
6066,80242,2
6067,50151,2
6068,15939,0
6069,4593,0
6070,55250,0
6071,2785,0
6072,37621,0
6073,100734,0
6074,102357,2
6075,101162,2
6076,1705,0
6077,57953,0
6078,46573,2
6079,43862,2
6080,9816,0
6081,15613,0
6082,101350,2
6083,59176,0
6084,38656,0
6085,10384,0
6086,92966,2
6087,83063,0
6088,51551,0
6089,90575,2
6090,59272,0
6091,15022,0
6092,102832,2
6093,84919,0
6094,38369,0
6095,84725,2
6096,48258,0
6097,44163,0
6098,41499,2
6099,97615,2
6100,100304,2
6101,98186,2
6102,73644,2
6103,74296,2
6104,3814,0
6105,1741,0
6106,37168,0
6107,87698,2
6108,76614,2
6109,15641,0
6110,40931,2
6111,48854,2
6112,78321,0
6113,103710,2
6114,7847,0
6115,60827,0
6116,76327,2
6117,49571,2
6118,43330,0
6119,41232,0
6120,89391,2
6121,83991,0
6122,83707,0
6123,82655,0
6124,38830,0
6125,42689,0
6126,55385,2
6127,92811,2
6128,78580,2
6129,8151,2
6130,89211,2
6131,83803,2
6132,87265,2
6133,83845,2
6134,86939,2
6135,9802,0
6136,91028,2
6137,54392,2
6138,86953,2
6139,46278,0
6140,101637,2
6141,377,0
6142,92510,2
6143,100259,2
6144,51647,0
6145,44014,2
6146,17874,0
6147,78141,2
6148,46587,0
6149,94451,2
6150,89664,2
6151,80554,2
6152,40945,0
6153,101477,2
6154,13540,0
6155,15028,0
6156,99086,2
6157,57500,2
6158,14710,0
6159,80374,2
6160,74381,0
6161,57351,0
6162,94153,0
6163,51838,2
6164,58096,2
6165,92350,2
6166,48716,0
6167,56586,0
6168,82222,0
6169,13385,0
6170,93278,2
6171,52316,0
6172,78566,2
6173,83254,2
6174,73031,2
6175,3080,0
6176,50817,0
6177,89197,2
6178,75143,2
6179,48531,0
6180,709,0
6181,1567,0
6182,85327,2
6183,104497,2
6184,104475,2
6185,102973,2
6186,48404,2
6187,83395,0
6188,5029,0
6189,93267,0
6190,83679,0
6191,88775,0
6192,94572,2
6193,639,0
6194,15050,2
6195,54223,2
6196,7673,0
6197,82346,2
6198,11273,0
6199,102087,2
6200,19224,2
6201,57008,2
6202,104188,2
6203,98332,2
6204,101755,2
6205,45980,0
6206,94749,0
6207,85780,2
6208,47490,0
6209,84129,2
6210,74853,0
6211,104168,2
6212,76670,2
6213,100560,2
6214,79764,2
6215,49017,0
6216,81252,2
6217,53287,2
6218,74108,0
6219,94887,0
6220,5592,0
6221,95784,0
6222,18934,2
6223,79052,0
6224,14901,0
6225,10823,0
6226,75154,0
6227,12311,0
6228,76217,0
6229,87403,2
6230,58102,0
6231,13841,0
6232,14150,0
6233,89186,2
6234,99989,2
6235,15039,0
6236,93554,2
6237,90432,2
6238,80270,0
6239,93852,2
6240,46300,0
6241,82776,2
6242,54960,2
6243,7721,0
6244,96549,2
6245,76766,0
6246,87439,2
6247,27285,0
6248,54637,0
6249,12201,0
6250,88168,2
6251,96248,2
6252,99713,0
6253,35073,0
6254,53602,2
6255,13855,0
6256,76451,0
6257,1744,0
6258,47476,2
6259,60484,2
6260,99044,2
6261,79193,2
6262,56752,2
6263,74994,2
6264,35208,2
6265,54679,2
6266,85473,2
6267,89076,2
6268,53028,2
6269,80571,2
6270,96999,2
6271,58670,2
6272,20096,0
6273,97432,2
6274,36279,0
6275,95812,2
6276,81716,0
6277,61249,2
6278,75933,2
6279,56178,2
6280,102849,2
6281,89352,2
6282,78737,2
6283,104309,2
6284,98040,2
6285,58684,2
6286,99539,2
6287,14299,0
6288,77992,0
6289,83488,2
6290,62000,0
6291,19826,0
6292,41657,0
6293,695,0
6294,15908,0
6295,43322,0
6296,4264,0
6297,98954,2
6298,84703,2
6299,85482,2
6300,61997,0
6301,97300,2
6302,18299,0
6303,104787,2
6304,42703,0
6305,82312,2
6306,97885,0
6307,52302,0
6308,42557,0
6309,3395,0
6310,41955,2
6311,58113,2
6312,847,0
6313,84579,2
6314,78127,2
6315,38808,2
6316,75632,2
6317,97131,2
6318,103108,2
6319,57342,0
6320,77981,2
6321,46753,0
6322,94015,2
6323,4104,0
6324,99660,2
6325,50342,2
6326,87605,2
6327,35365,2
6328,86674,2
6329,100256,0
6330,44216,2
6331,103870,2
6332,75894,0
6333,11028,0
6334,89661,2
6335,10812,0
6336,18504,2
6337,8587,0
6338,80239,0
6339,76330,2
6340,54201,0
6341,54825,0
6342,14575,0
6343,6655,0
6344,39092,2
6345,89498,2
6346,74696,0
6347,95053,2
6348,37930,2
6349,48660,0
6350,99097,2
6351,58369,2
6352,79488,2
6353,89062,2
6354,100124,2
6355,100762,2
6356,4430,0
6357,78591,0
6358,88789,0
6359,86376,2
6360,88587,2
6361,86064,0
6362,97261,2
6363,98512,2
6364,50899,2
6365,12651,0
6366,59775,2
6367,48567,2
6368,85904,2
6369,61103,2
6370,61544,0
6371,78757,2
6372,53596,0
6373,101789,2
6374,83721,0
6375,101941,2
6376,90581,2
6377,37058,2
6378,90710,2
6379,15464,0
6380,78906,0
6381,10092,0
6382,8306,0
6383,13399,0
6384,10525,0
6385,83673,0
6386,59584,0
6387,55399,0
6388,4441,0
6389,100290,2
6390,52845,0
6391,36077,0
6392,93562,2
6393,39114,0
6394,8441,0
6395,98484,2
6396,80537,2
6397,104298,2
6398,98487,2
6399,68,0
6400,47802,0
6401,96428,2
6402,92640,2
6403,5620,0
6404,102056,2
6405,44804,0
6406,5001,0
6407,46272,2
6408,58833,2
6409,99564,2
6410,62295,0
6411,47771,0
6412,52727,0
6413,57047,2
6414,78715,2
6415,53599,0
6416,14561,0
6417,75455,0
6418,104632,2
6419,1131,0
6420,9366,0
6421,2765,0
6422,51090,0
6423,100273,2
6424,18161,0
6425,89993,2
6426,85614,2
6427,58248,0
6428,52724,0
6429,54797,2
6430,14699,0
6431,100110,2
6432,81553,0
6433,38507,0
6434,100442,2
6435,89636,2
6436,98650,2
6437,81100,2
6438,7226,0
6439,9979,0
6440,96985,0
6441,4841,0
6442,88289,2
6443,96833,2
6444,18366,0
6445,103707,2
6446,95517,2
6447,56600,0
6448,37778,0
6449,16400,0
6450,38532,0
6451,40194,0
6452,42565,0
6453,37036,0
6454,6177,0
6455,103111,2
6456,83853,2
6457,57691,2
6458,76206,2
6459,6078,0
6460,16521,0
6461,81868,0
6462,49872,2
6463,101184,2
6464,42990,0
6465,87729,2
6466,102661,2
6467,52440,2
6468,102984,2
6469,93683,2
6470,91602,2
6471,46455,0
6472,81426,0
6473,79820,0
6474,45988,2
6475,2028,0
6476,88041,2
6477,81156,2
6478,50162,2
6479,44315,0
6480,104312,2
6481,45364,0
6482,5468,0
6483,62014,0
6484,87740,2
6485,37877,2
6486,13970,0
6487,52266,0
6488,103994,2
6489,82647,2
6490,60051,2
6491,44478,2
6492,76684,0
6493,79927,2
6494,80388,2
6495,47164,2
6496,17877,0
6497,94763,2
6498,92665,2
6499,76791,2
6500,55126,2
6501,73517,2
6502,52859,0
6503,9040,0
6504,74814,2
6505,80366,2
6506,104444,2
6507,56144,2
6508,100582,2
6509,84562,2
6510,366,2
6511,58231,2
6512,85302,2
6513,52865,2
6514,19677,0
6515,93275,2
6516,53897,2
6517,2470,0
6518,2304,0
6519,73818,0
6520,98976,2
6521,101063,2
6522,43769,0
6523,6942,0
6524,73697,2
6525,52406,2
6526,80976,2
6527,47068,0
6528,80422,2
6529,55402,0
6530,99975,2
6531,91793,2
6532,75171,2
6533,46435,0
6534,104011,2
6535,60945,0
6536,96850,2
6537,10533,0
6538,91900,2
6539,61806,2
6540,341,0
6541,102959,2
6542,54662,2
6543,51211,2
6544,62880,2
6545,53039,2
6546,101499,2
6547,3024,0
6548,92361,2
6549,85763,0
6550,62450,2
6551,56622,2
6552,76752,2
6553,98183,2
6554,80245,2
6555,41637,0
6556,90252,2
6557,9068,0
6558,36580,0
6559,62748,0
6560,96411,2
6561,3077,0
6562,5327,0
6563,49414,0
6564,14721,0
6565,52426,2
6566,59747,2
6567,40726,0
6568,80065,2
6569,102534,2
6570,52755,2
6571,92080,2
6572,74105,0
6573,4239,0
6574,5142,0
6575,84877,2
6576,49602,0
6577,96524,2
6578,94285,2
6579,3094,0
6580,103583,2
6581,11439,0
6582,101032,2
6583,3991,0
6584,84430,0
6585,61944,2
6586,48244,2
6587,101896,2
6588,74881,0
6589,87262,2
6590,40889,2
6591,41246,0
6592,53326,0
6593,100118,2
6594,62751,2
6595,80222,0
6596,84593,2
6597,85645,2
6598,104472,2
6599,58124,2
6600,83403,2
6601,76369,0
6602,48542,0
6603,39992,0
6604,35070,0
6605,93430,2
6606,88474,2
6607,84289,0
6608,99508,2
6609,49737,0
6610,48064,0
6611,827,0
6612,60307,2
6613,87268,2
6614,89366,2
6615,60937,2
6616,88927,2
6617,38968,2
6618,16513,0
6619,82160,0
6620,53773,2
6621,79632,2
6622,86202,2
6623,4540,0
6624,81294,2
6625,9377,0
6626,60034,2
6627,102700,2
6628,85220,2
6629,39078,2
6630,12786,0
6631,44486,0
6632,40577,0
6633,27310,0
6634,86351,0
6635,79331,0
6636,61851,2
6637,37615,2
6638,84537,2
6639,9611,0
6640,101297,2
6641,100439,2
6642,92623,2
6643,88328,2
6644,76195,2
6645,6956,0
6646,98062,2
6647,43460,2
6648,37643,0
6649,11135,0
6650,61713,2
6651,54831,0
6652,75458,2
6653,96535,2
6654,55559,2
6655,53157,0
6656,62149,2
6657,6627,0
6658,59609,2
6659,8013,0
6660,74991,2
6661,104174,2
6662,77525,2
6663,47150,0
6664,1100,0
6665,38220,0
6666,61575,2
6667,95331,2
6668,8905,0
6669,79044,2
6670,86379,2
6671,13211,0
6672,55258,2
6673,45867,2
6674,73956,0
6675,8179,2
6676,58808,2
6677,49864,2
6678,58251,2
6679,75897,0
6680,48252,2
6681,58116,2
6682,90094,2
6683,99795,2
6684,49577,0
6685,89034,2
6686,81432,2
6687,62588,2
6688,61693,2
6689,661,0
6690,49276,0
6691,86694,2
6692,90415,2
6693,15351,0
6694,91287,0
6695,19207,0
6696,54066,0
6697,95213,2
6698,9220,0
6699,102644,2
6700,56451,2
6701,52685,2
6702,101904,2
6703,99947,2
6704,2616,0
6705,14125,0
6706,98622,2
6707,94586,2
6708,1733,0
6709,97764,2
6710,47313,0
6711,55441,2
6712,48986,2
6713,38659,2
6714,60346,2
6715,96712,2
6716,13416,0
6717,44326,2
6718,47465,0
6719,38071,0
6720,39269,2
6721,79615,2
6722,100892,2
6723,100706,2
6724,2031,0
6725,4706,0
6726,75286,2
6727,81387,0
6728,54676,0
6729,17545,0
6730,95503,0
6731,38186,0
6732,54344,0
6733,81595,2
6734,104320,2
6735,97126,2
6736,90294,2
6737,87130,2
6738,83690,2
6739,78138,2
6740,6202,0
6741,94760,2
6742,60526,0
6743,49563,0
6744,74116,2
6745,42849,0
6746,10401,0
6747,96991,2
6748,59300,0
6749,2315,0
6750,85195,2
6751,92797,2
6752,15329,0
6753,98785,2
6754,59303,2
6755,93984,2
6756,78116,2
6757,14727,0
6758,76046,2
6759,81688,0
6760,94859,2
6761,98906,2
6762,56037,2
6763,976,0
6764,94791,2
6765,55261,0
6766,40020,0
6767,95210,2
6768,60934,2
6769,42720,0
6770,60045,2
6771,968,0
6772,39117,0
6773,103555,2
6774,90401,2
6775,59443,2
6776,49729,0
6777,75888,0
6778,75317,2
6779,102987,2
6780,90387,2
6781,91748,2
6782,84267,2
6783,82003,0
6784,62298,0
6785,60923,0
6786,52873,0
6787,60962,2
6788,15745,0
6789,76504,0
6790,84604,0
6791,51667,2
6792,78740,2
6793,48705,0
6794,59024,0
6795,92488,2
6796,41654,0
6797,48396,2
6798,100000,2
6799,80968,2
6800,11397,0
6801,85788,2
6802,50159,0
6803,49279,0
6804,50921,2
6805,101364,2
6806,92910,2
6807,38082,2
6808,51200,2
6809,92052,2
6810,15928,0
6811,100127,2
6812,59761,2
6813,61522,2
6814,96541,2
6815,87712,0
6816,88055,2
6817,104624,2
6818,352,0
6819,52879,2
6820,48511,0
6821,13692,2
6822,5032,0
6823,92038,2
