,hotel_id,hotel_amenities,image_available_for_category
0,44150,Garden/Backyard|In-house Restaurant|Dining Area,Restaurant
1,90332,Swimming Pool|Parking Facility,Pool
2,90917,Swimming Pool|Garden/Backyard|Parking Facility|Dining Area,Pool
3,97358,Conference Room|Bar|Parking Facility|Dining Area|In-house Restaurant,Restaurant
4,101281,Swimming Pool|Parking Facility,
5,93482,In-house Restaurant|Parking Facility,Restaurant
6,45334,In-house Restaurant|Dining Area,Dining
7,94725,Garden/Backyard|Parking Facility|Bar,
8,75378,Garden/Backyard,
9,79276,Garden/Backyard|Parking Facility|Dining Area,
10,62986,Garden/Backyard,
11,37541,Dining Area|In-house Restaurant,Dining
12,45635,Dining Area|In-house Restaurant,Restaurant
13,20162,Dining Area|In-house Restaurant,Restaurant
14,104254,Dining Area|Parking Facility|In-house Restaurant,Restaurant
15,60578,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Restaurant
16,52984,Dining Area|Bar|Parking Facility|Conference Room|In-house Restaurant,
17,97957,Dining Area|Parking Facility,
18,98446,Parking Facility|Conference Room|Dining Area|In-house Restaurant,
19,76427,Parking Facility,
20,53696,Parking Facility|Conference Room,
21,39512,Parking Facility,
22,61602,Parking Facility,
23,74624,Parking Facility,
24,59979,Parking Facility|Bar|In-house Restaurant|Dining Area,Restaurant
25,86051,Parking Facility|Swimming Pool,Pool|Parking
26,97698,Board Games,
27,75707,Spa|Parking Facility,
28,90343,Spa|Parking Facility|Dining Area|In-house Restaurant,
29,43959,Garden/Backyard|Dining Area|Conference Room|In-house Restaurant|Parking Facility,Restaurant
30,88102,Garden/Backyard|Bar|Swimming Pool|Dining Area|Conference Room|In-house Restaurant|Parking Facility,Pool|Boardroom|Restaurant|Parking|Lawn
31,88400,Garden/Backyard|Parking Facility|Swimming Pool|In-house Restaurant,Pool|Restaurant
32,1841,Parking Facility|Dining Area,
33,50723,Parking Facility|Dining Area|In-house Restaurant,Restaurant
34,77597,Parking Facility,
35,1214,Parking Facility|In-house Restaurant|Dining Area,Restaurant
36,87058,Parking Facility|Dining Area,Dining
37,76764,Bar|Parking Facility|In-house Restaurant,Restaurant
38,78379,Parking Facility,
39,12911,Parking Facility|Conference Room,
40,51010,Parking Facility,
41,52675,Parking Facility,
42,62353,Parking Facility,
43,311,Bar|Parking Facility|Swimming Pool|In-house Restaurant|Dining Area,Restaurant|Pool
44,50298,Parking Facility|Dining Area|In-house Restaurant,
45,54292,Parking Facility,Parking
46,42789,Parking Facility|In-house Restaurant,
47,43824,Parking Facility|Conference Room,
48,38286,Parking Facility,
49,42176,Parking Facility|Dining Area|In-house Restaurant,Restaurant
50,54171,Parking Facility,
51,76714,Parking Facility,
52,102606,Parking Facility,
53,103059,Parking Facility,
54,61945,Parking Facility,
55,75091,Parking Facility,
56,79439,Parking Facility,
57,81965,Parking Facility|Gym,
58,39805,Parking Facility,
59,47098,Parking Facility,
60,11345,Parking Facility,
61,5559,Dining Area|In-house Restaurant,Restaurant
62,17479,Parking Facility,
63,91817,Parking Facility|In-house Restaurant,
64,98730,Parking Facility,
65,96469,Parking Facility,
66,99166,Parking Facility,
67,84935,Parking Facility,
68,45188,Parking Facility,
69,47722,Parking Facility,
70,92723,Parking Facility,
71,81416,Parking Facility|Conference Room|Dining Area|Swimming Pool|In-house Restaurant,Pool|Restaurant
72,83765,Parking Facility,
73,93018,Parking Facility,
74,4347,Parking Facility|Bar|Conference Room|In-house Restaurant|Dining Area,Restaurant
75,629,Parking Facility,
76,84347,Parking Facility|Swimming Pool,
77,86591,Parking Facility|Swimming Pool|Gym|Dining Area,Pool
78,78356,Parking Facility,
79,58784,Parking Facility,
80,18123,Parking Facility,
81,17822,Parking Facility,
82,45939,Parking Facility|In-house Restaurant,Restaurant
83,75974,Parking Facility,
84,76998,Parking Facility|In-house Restaurant,
85,100083,Parking Facility,
86,87621,Parking Facility,Parking
87,10605,Parking Facility|In-house Restaurant,Restaurant
88,99003,Parking Facility|Dining Area|In-house Restaurant,Dining
89,449,Parking Facility|Dining Area,
90,78671,Parking Facility,
91,36354,Parking Facility,
92,45798,Parking Facility|Dining Area|In-house Restaurant,Restaurant
93,101700,Parking Facility,
94,99605,Parking Facility,
95,77954,Dining Area|Parking Facility,
96,86338,Conference Room|Parking Facility,
97,49660,Parking Facility,
98,35912,Dining Area|Parking Facility,
99,83309,Dining Area,
100,2114,Dining Area|Conference Room|In-house Restaurant,
101,75499,Conference Room|Parking Facility,
102,96770,In-house Restaurant|Dining Area,
103,92433,In-house Restaurant|Parking Facility,
104,47857,In-house Restaurant,
105,54427,Parking Facility,
106,57594,Parking Facility,
107,86777,Dining Area,Dining
108,46684,Dining Area|Parking Facility,
109,54891,Dining Area|Parking Facility,
110,76739,Parking Facility,
111,90931,Parking Facility,
112,77493,Bar,
113,82420,Parking Facility,
114,87072,Parking Facility,
115,93226,Parking Facility,
116,82845,Parking Facility,
117,88085,Parking Facility,
118,94680,Parking Facility,
119,90042,Parking Facility,
120,79425,Parking Facility,
121,61318,Parking Facility,
122,51595,Garden/Backyard|Swimming Pool|Dining Area,Pool
123,101259,Garden/Backyard|Swimming Pool|Dining Area,Pool
124,84198,Swimming Pool|Dining Area|Parking Facility,Pool
125,90515,Swimming Pool|Dining Area,Pool
126,103343,Swimming Pool|Parking Facility|Dining Area,
127,3433,Conference Room|Parking Facility|Dining Area,
128,46237,Conference Room|Parking Facility,
129,37552,Conference Room|In-house Restaurant|Dining Area,Restaurant
130,99945,Swimming Pool|Garden/Backyard,Pool
131,5368,Conference Room|Dining Area|Bar|Parking Facility|In-house Restaurant,Restaurant
132,12422,Conference Room|Parking Facility|Dining Area,
133,43976,In-house Restaurant|Parking Facility|Dining Area,Restaurant
134,18396,In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
135,43984,In-house Restaurant|Dining Area|Parking Facility|Bar,Restaurant
136,12394,In-house Restaurant|Parking Facility,Restaurant
137,79130,Garden/Backyard|Parking Facility,
138,101990,Garden/Backyard|Dining Area|Parking Facility|Swimming Pool,Pool|Lawn
139,48909,Garden/Backyard|Bar|Parking Facility|Conference Room|Swimming Pool|In-house Restaurant|Dining Area,
140,11069,In-house Restaurant|Conference Room,Restaurant
141,37712,In-house Restaurant|Dining Area,Restaurant
142,39636,Dining Area|Parking Facility,
143,46518,Dining Area|Parking Facility,
144,48172,Gym|Dining Area|Swimming Pool,
145,62699,Dining Area|Parking Facility|In-house Restaurant,Parking|Restaurant
146,46797,Dining Area|Bar|Parking Facility|In-house Restaurant,
147,11668,Dining Area,
148,1647,Dining Area|Bar|In-house Restaurant,
149,49663,Dining Area|Parking Facility|Conference Room|In-house Restaurant,
150,18559,Parking Facility,
151,87078,Parking Facility|Conference Room|In-house Restaurant|Dining Area,Parking
152,92737,Parking Facility,
153,17653,Parking Facility,
154,103073,Parking Facility|Swimming Pool|Conference Room|In-house Restaurant|Dining Area,
155,97794,Parking Facility,
156,12298,Parking Facility,
157,82429,Parking Facility|In-house Restaurant|Dining Area,
158,12731,Parking Facility,
159,96635,Parking Facility,Parking
160,76573,Garden/Backyard|Parking Facility|Dining Area,Dining|Lawn
161,87671,Garden/Backyard|Parking Facility|Swimming Pool|Gym|In-house Restaurant|Bar,
162,81827,Garden/Backyard|Parking Facility,
163,2260,Parking Facility|Conference Room|Bar,
164,87688,Parking Facility,
165,51744,Parking Facility,
166,49958,Parking Facility,
167,16430,Parking Facility,
168,54455,Parking Facility,
169,96781,Parking Facility,
170,53229,Parking Facility,
171,18857,Parking Facility,
172,53285,Parking Facility,
173,5388,Parking Facility,
174,37988,Parking Facility,
175,43062,Parking Facility|In-house Restaurant|Dining Area,Restaurant
176,77192,Parking Facility|Bar|Dining Area|Gym|In-house Restaurant,
177,74171,Parking Facility,
178,60609,Parking Facility,
179,55769,Parking Facility,
180,55617,Parking Facility,
181,60699,Parking Facility,
182,10487,Parking Facility,
183,50681,Parking Facility,
184,93932,Parking Facility,
185,94663,Parking Facility,Parking
186,10923,Parking Facility,
187,99484,Dining Area|Parking Facility|Bar|In-house Restaurant,Restaurant
188,50096,Dining Area,
189,4038,Dining Area|Parking Facility|In-house Restaurant,Restaurant
190,18081,Dining Area|Parking Facility|In-house Restaurant,Restaurant
191,41442,Dining Area|Parking Facility,
192,91260,Parking Facility|In-house Restaurant,
193,98992,Parking Facility|Dining Area|In-house Restaurant,Restaurant
194,81689,Parking Facility|Dining Area,Parking
195,80165,Parking Facility|Gym,
196,83886,Parking Facility,
197,52956,Parking Facility,
198,61492,Parking Facility,
199,86586,Parking Facility,
200,103680,Parking Facility,
201,104395,Parking Facility,
202,15552,Parking Facility|Conference Room|In-house Restaurant,Restaurant|Boardroom
203,165,Parking Facility,
204,103500,Parking Facility,
205,103517,Parking Facility,Parking
206,100373,Bar|Parking Facility|In-house Restaurant,
207,88681,Parking Facility,
208,89913,Parking Facility|Swimming Pool,Pool
209,53533,Parking Facility|Dining Area|In-house Restaurant,Restaurant
210,57420,Parking Facility,
211,87632,Parking Facility,
212,47452,Parking Facility,
213,88982,Parking Facility|In-house Restaurant,
214,90214,Parking Facility,
215,58505,Parking Facility,
216,96182,Parking Facility|In-house Restaurant,Restaurant
217,97642,Parking Facility,
218,101844,Parking Facility,
219,7306,Parking Facility|Dining Area,
220,54565,Dining Area|In-house Restaurant,
221,48012,Conference Room,Boardroom
222,443,Conference Room|Bar,Boardroom
223,35150,Conference Room|Parking Facility,
224,58590,Living Area|Dining Area,Dining|Living Room
225,18562,Gym,
226,5807,Dining Area|In-house Restaurant,Restaurant
227,37085,Dining Area|Parking Facility,
228,10332,Dining Area|In-house Restaurant,Restaurant
229,97929,Dining Area,
230,87168,Conference Room|In-house Restaurant|Dining Area,
231,87649,Swimming Pool|Conference Room|In-house Restaurant|Bar,Restaurant
232,2111,In-house Restaurant,Restaurant
233,3287,In-house Restaurant,Restaurant
234,2232,Parking Facility|Dining Area,
235,103644,Parking Facility,
236,103815,Parking Facility,
237,94410,Dining Area,
238,48147,Dining Area,
239,77161,In-house Restaurant,Restaurant
240,15572,Parking Facility,
241,15735,Parking Facility,
242,55344,Parking Facility,
243,99144,Swimming Pool,Pool
244,80598,In-house Restaurant|Parking Facility,Restaurant
245,91370,In-house Restaurant|Dining Area|Swimming Pool|Parking Facility,Parking|Restaurant|Pool
246,92858,In-house Restaurant|Dining Area|Swimming Pool|Bar,Pool
247,93347,In-house Restaurant|Parking Facility,Restaurant
248,54742,In-house Restaurant|Dining Area,Restaurant
249,84181,Spa|Dining Area,
250,90200,Garden/Backyard|Parking Facility,
251,43644,Dining Area|Parking Facility|In-house Restaurant,Restaurant
252,2671,Dining Area|Garden/Backyard|Conference Room|Parking Facility|In-house Restaurant,Restaurant
253,43852,Dining Area|Parking Facility,
254,2696,Dining Area,
255,5995,Dining Area|Parking Facility|Swimming Pool|In-house Restaurant,Pool|Restaurant
256,74050,Dining Area|In-house Restaurant,Restaurant
257,17192,Dining Area|Parking Facility,
258,59200,Dining Area|Bar|Parking Facility|In-house Restaurant,
259,43672,Dining Area|In-house Restaurant,Restaurant
260,53586,Dining Area|Parking Facility|Conference Room,
261,42772,Dining Area|Parking Facility,
262,88847,Parking Facility,
263,98854,Parking Facility,
264,82682,Parking Facility,
265,60269,Parking Facility|Dining Area,Dining
266,61478,Parking Facility|Dining Area|In-house Restaurant,Restaurant
267,56092,Parking Facility,
268,86735,Parking Facility,
269,272,Parking Facility,
270,2699,Parking Facility|Conference Room|Dining Area,
271,13187,Parking Facility,
272,55755,Board Games|Garden/Backyard|Bar|Parking Facility|Dining Area|In-house Restaurant,Restaurant
273,77344,Spa|Parking Facility|Dining Area,
274,86614,Spa|In-house Restaurant|Dining Area|Parking Facility,
275,90796,Garden/Backyard|Parking Facility|Dining Area,
276,98705,Garden/Backyard|Bar|Dining Area|In-house Restaurant,Restaurant|Lawn
277,86133,Garden/Backyard|Parking Facility|Swimming Pool|Dining Area|In-house Restaurant,
278,1045,Parking Facility|Conference Room|Dining Area,
279,88397,Parking Facility,
280,85711,Parking Facility,
281,7030,Parking Facility|Dining Area|In-house Restaurant,Restaurant
282,37867,Parking Facility,
283,55940,Parking Facility,
284,102589,Parking Facility,
285,50858,Parking Facility,
286,53119,Parking Facility|In-house Restaurant,
287,18106,Parking Facility|Dining Area|Conference Room|In-house Restaurant,Restaurant|Boardroom
288,50262,Parking Facility,
289,79082,Parking Facility,
290,55662,Parking Facility,
291,73412,Parking Facility|Dining Area|In-house Restaurant,Restaurant
292,73440,Parking Facility,
293,14945,Parking Facility|Conference Room|Dining Area,
294,93336,Parking Facility,
295,89857,Parking Facility,
296,92422,Parking Facility,
297,80300,Gym,
298,47410,Dining Area|Parking Facility,Dining
299,12861,Dining Area,
300,16047,Dining Area|Parking Facility,
301,58941,Dining Area,
302,92461,Parking Facility,
303,94829,Parking Facility,
304,5379,Parking Facility,
305,98100,Parking Facility,
306,95417,Parking Facility,
307,73448,Parking Facility,
308,76317,Parking Facility,
309,84223,Parking Facility,
310,4204,Parking Facility|Bar|In-house Restaurant,Restaurant
311,87044,Parking Facility,
312,7663,Parking Facility,
313,77043,Parking Facility,
314,61000,Parking Facility,
315,17960,Parking Facility,
316,100834,Parking Facility,
317,100679,Parking Facility|Dining Area,
318,87964,Bar|In-house Restaurant,
319,88850,Parking Facility,
320,35125,Parking Facility,
321,12886,Parking Facility|In-house Restaurant,Restaurant
322,40210,Parking Facility|Dining Area,
323,7210,Parking Facility|Dining Area|In-house Restaurant,Restaurant
324,57569,Parking Facility|Swimming Pool|In-house Restaurant,Pool|Restaurant
325,101869,Parking Facility|Swimming Pool|In-house Restaurant,Pool
326,5697,Parking Facility,
327,90208,Parking Facility|Dining Area,
328,76449,Parking Facility|In-house Restaurant,
329,60322,Parking Facility,
330,101408,Swimming Pool,Pool
331,13766,Parking Facility,
332,50684,Parking Facility,
333,13446,Parking Facility,
334,41003,Dining Area|In-house Restaurant,Restaurant
335,10810,Dining Area|In-house Restaurant|Parking Facility,Restaurant
336,83486,Dining Area|Parking Facility,
337,8375,Dining Area|Conference Room|In-house Restaurant,
338,77054,Gym,
339,82721,Swimming Pool|Parking Facility,Parking
340,85413,In-house Restaurant|Dining Area|Parking Facility,Restaurant
341,7323,In-house Restaurant,Restaurant
342,35710,In-house Restaurant|Dining Area|Parking Facility,
343,94528,In-house Restaurant|Dining Area,
344,49373,In-house Restaurant,
345,59557,Parking Facility,
346,59369,Dining Area,
347,54143,In-house Restaurant,
348,13021,In-house Restaurant,Restaurant
349,6887,Parking Facility,
350,93935,Parking Facility,
351,94821,Parking Facility,
352,90771,Parking Facility,
353,90948,Parking Facility,
354,53870,Parking Facility,
355,48293,Garden/Backyard|Parking Facility|Dining Area,
356,101717,Garden/Backyard|Swimming Pool|Dining Area|Parking Facility,
357,2274,Conference Room|Parking Facility|Dining Area|In-house Restaurant,Restaurant
358,2685,Conference Room,
359,55347,Conference Room|Parking Facility|Gym|In-house Restaurant|Dining Area,Restaurant
360,61793,Swimming Pool|Parking Facility,Pool
361,62204,Conference Room|Bar|Dining Area|In-house Restaurant|Parking Facility,Boardroom|Parking|Restaurant
362,60713,Swimming Pool|Dining Area|Parking Facility|Board Games|Garden/Backyard|In-house Restaurant,Pool|Restaurant|Lawn
363,96756,Swimming Pool|Parking Facility|Gym,Pool
364,20190,In-house Restaurant|Parking Facility|Dining Area,
365,50847,In-house Restaurant|Parking Facility,Restaurant
366,59110,In-house Restaurant|Parking Facility|Dining Area,
367,86282,Garden/Backyard|Parking Facility|Dining Area|In-house Restaurant,Restaurant|Lawn
368,87781,Garden/Backyard|Dining Area|Parking Facility,
369,50554,In-house Restaurant|Parking Facility|Dining Area|Conference Room,Restaurant
370,14520,Dining Area|Parking Facility|In-house Restaurant,
371,16306,Dining Area|Parking Facility|In-house Restaurant,Restaurant
372,2288,Dining Area|In-house Restaurant,Restaurant
373,48487,Dining Area|Conference Room|Parking Facility|In-house Restaurant,Parking
374,13024,Dining Area|Parking Facility,
375,50990,Dining Area|Parking Facility,
376,2997,Dining Area|In-house Restaurant,Restaurant
377,85548,Parking Facility|Dining Area|In-house Restaurant,
378,85272,Parking Facility|Swimming Pool|Dining Area,Pool
379,87030,Parking Facility,
380,96930,Bar|Garden/Backyard|Parking Facility|In-house Restaurant,Restaurant
381,75524,Parking Facility,
382,77324,Parking Facility|Dining Area|In-house Restaurant,Restaurant
383,98424,Parking Facility,
384,2876,Parking Facility|Conference Room,
385,84170,Parking Facility|Garden/Backyard|Dining Area|Bar|In-house Restaurant,
386,82859,Bar|Spa|Parking Facility|Dining Area,Restaurant
387,81374,Parking Facility|Dining Area,
388,86473,Parking Facility|Garden/Backyard,Lawn|Parking
389,96348,Parking Facility,
390,95403,Bar,
391,51620,Garden/Backyard|Dining Area|Bar|Parking Facility|Conference Room|In-house Restaurant,
392,75864,Garden/Backyard|Living Area|Gym|In-house Restaurant|Dining Area,
393,56666,Garden/Backyard|Parking Facility|Dining Area,
394,99180,Garden/Backyard|Parking Facility,
395,2249,Parking Facility,
396,1020,Parking Facility|Bar|Dining Area|Conference Room|In-house Restaurant,Restaurant
397,88262,Parking Facility|Conference Room|In-house Restaurant|Dining Area,
398,89474,Parking Facility,
399,11030,Parking Facility,
400,1068,Parking Facility|Dining Area,
401,6915,Parking Facility|Conference Room|Dining Area|In-house Restaurant,Boardroom|Restaurant
402,56680,Parking Facility,
403,97259,Parking Facility|Swimming Pool|Gym|Dining Area,Dining|Pool
404,35040,Parking Facility|Dining Area,
405,103050,Parking Facility|In-house Restaurant,
406,3880,Bar|Parking Facility|Dining Area|Conference Room|In-house Restaurant,Dining
407,48622,Parking Facility,
408,18067,Parking Facility,
409,20187,Parking Facility,
410,53558,Parking Facility|In-house Restaurant|Dining Area,Restaurant
411,54596,Parking Facility,
412,103652,Parking Facility,
413,62491,Parking Facility,
414,80148,Parking Facility|In-house Restaurant|Gym,Restaurant
415,74652,Parking Facility,
416,102797,Parking Facility,
417,80325,Parking Facility,
418,94385,Parking Facility,
419,7050,Dining Area|Conference Room|In-house Restaurant|Parking Facility|Bar,Restaurant
420,5835,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Boardroom|Restaurant
421,74649,Gym|Dining Area,
422,4322,Dining Area,
423,49061,Dining Area|Parking Facility|In-house Restaurant,
424,54000,Dining Area|In-house Restaurant,Restaurant
425,62969,Dining Area|Parking Facility|In-house Restaurant,Parking
426,75715,Dining Area|Parking Facility|Bar|In-house Restaurant,Restaurant
427,85250,Bar,
428,92596,Parking Facility,
429,97043,Parking Facility|Bar|Conference Room|In-house Restaurant|Dining Area,
430,97372,Parking Facility,
431,74500,Parking Facility,
432,101121,Parking Facility,
433,84046,Parking Facility,
434,50706,Parking Facility|Dining Area,
435,9311,Parking Facility|Dining Area|In-house Restaurant,Restaurant
436,84358,Parking Facility,
437,62218,Parking Facility|Dining Area,Dining
438,75552,Parking Facility|Dining Area|In-house Restaurant,
439,19310,Parking Facility|Dining Area|In-house Restaurant,Restaurant
440,46361,Parking Facility,
441,50422,Parking Facility,
442,54734,Parking Facility,
443,103222,Parking Facility,Parking
444,73583,Parking Facility|Dining Area,
445,86434,Parking Facility,
446,84662,Parking Facility,
447,99599,Parking Facility|In-house Restaurant,Restaurant
448,16773,Parking Facility,
449,54607,Parking Facility,
450,1788,Parking Facility,
451,37510,Parking Facility,
452,2972,Parking Facility,
453,101976,Parking Facility,
454,11511,Parking Facility,
455,87646,Parking Facility,
456,90172,Parking Facility,
457,90605,Parking Facility,Parking
458,15746,Parking Facility|Dining Area|In-house Restaurant,
459,15395,Parking Facility|Dining Area,Dining
460,14042,Parking Facility|In-house Restaurant,Restaurant
461,96323,Parking Facility,
462,84971,Parking Facility|In-house Restaurant|Dining Area,
463,101236,Parking Facility|Bar|In-house Restaurant,Restaurant
464,101135,Parking Facility,
465,86608,Dining Area|Conference Room|Swimming Pool|In-house Restaurant|Parking Facility,Pool
466,89294,Swimming Pool|Gym,Pool
467,2370,Conference Room,Boardroom
468,98882,Swimming Pool,Pool
469,52492,Parking Facility,
470,40823,Dining Area,Dining
471,6749,Dining Area,
472,7202,Dining Area,
473,46541,Dining Area|Parking Facility,
474,88701,In-house Restaurant|Parking Facility,
475,88251,In-house Restaurant,Restaurant
476,101253,In-house Restaurant,
477,103523,Parking Facility,
478,51308,Parking Facility,
479,46400,Parking Facility,
480,49083,Parking Facility,
481,44136,Dining Area,
482,88830,In-house Restaurant|Parking Facility,
483,91831,Parking Facility,
484,79985,Parking Facility,
485,91983,Parking Facility,
486,92146,Parking Facility,
487,90661,Parking Facility,
488,55057,Swimming Pool|Dining Area|Gym,Pool
489,95293,Conference Room|Parking Facility|In-house Restaurant,
490,18556,Conference Room|In-house Restaurant|Parking Facility,Restaurant
491,80435,Swimming Pool|Parking Facility|Gym,Pool
492,48912,In-house Restaurant|Bar|Parking Facility,
493,91837,In-house Restaurant|Parking Facility|Conference Room|Dining Area,Restaurant
494,39923,In-house Restaurant|Dining Area,Restaurant
495,101706,Garden/Backyard|Parking Facility,
496,96646,Garden/Backyard|Parking Facility|In-house Restaurant|Dining Area,Restaurant
497,74036,Garden/Backyard|Parking Facility|Dining Area,
498,54132,Gym|Dining Area|Swimming Pool,Pool
499,12546,Dining Area|In-house Restaurant|Swimming Pool,Pool|Restaurant
500,17932,Dining Area|Parking Facility|Conference Room,
501,37099,Dining Area|In-house Restaurant|Conference Room,
502,53668,Dining Area|Parking Facility|In-house Restaurant,Restaurant
503,101402,Dining Area|Parking Facility|In-house Restaurant,
504,44561,Dining Area|Parking Facility,
505,45472,Dining Area|In-house Restaurant|Parking Facility,Restaurant
506,50720,Dining Area|Parking Facility|In-house Restaurant,Restaurant
507,16033,Gym|Parking Facility|Dining Area|Conference Room|In-house Restaurant,Boardroom|Restaurant
508,86892,Parking Facility,
509,40111,Parking Facility,
510,98266,Parking Facility,
511,99914,Bar|In-house Restaurant,Restaurant
512,41152,Parking Facility|Dining Area|In-house Restaurant,Restaurant
513,91986,Parking Facility,
514,8057,Parking Facility,
515,8999,Parking Facility,
516,8209,Bar|Parking Facility|In-house Restaurant,Restaurant
517,96922,Parking Facility|In-house Restaurant,
518,45624,Board Games|Parking Facility|In-house Restaurant|Dining Area,Restaurant
519,100494,Garden/Backyard|Swimming Pool|In-house Restaurant|Parking Facility|Dining Area,
520,48768,Garden/Backyard|Parking Facility|Dining Area|Gym,
521,98573,Garden/Backyard|Parking Facility|Dining Area|Bar|Conference Room|In-house Restaurant,Restaurant
522,97974,Garden/Backyard|Parking Facility,
523,15828,Parking Facility|In-house Restaurant,Restaurant
524,37127,Parking Facility,
525,10169,Parking Facility,
526,39777,Parking Facility,
527,36061,Parking Facility,
528,42364,Parking Facility,
529,104409,Parking Facility,
530,14661,Parking Facility,Parking
531,4181,Parking Facility,
532,54289,Parking Facility|Swimming Pool,Pool
533,75251,Parking Facility|Dining Area,
534,75535,Parking Facility|Dining Area|In-house Restaurant,
535,61782,Parking Facility,
536,61169,Parking Facility,
537,60291,Parking Facility,
538,61301,Parking Facility|Swimming Pool|Dining Area|In-house Restaurant,Pool|Restaurant
539,85109,Parking Facility|In-house Restaurant|Dining Area,
540,73763,Parking Facility,
541,48158,Parking Facility,
542,78657,Parking Facility,
543,2080,Dining Area|Parking Facility,
544,60865,Gym|Dining Area|Swimming Pool,Pool|Dining
545,83340,Dining Area|Parking Facility|Gym|In-house Restaurant|Swimming Pool,Pool
546,3897,Dining Area|Parking Facility|Conference Room,Dining
547,9747,Dining Area|Parking Facility|In-house Restaurant,
548,40058,Dining Area|Parking Facility,
549,15898,Dining Area,
550,15856,Dining Area|In-house Restaurant,Restaurant
551,49643,Dining Area|Parking Facility|Conference Room|In-house Restaurant,
552,48307,Dining Area|Dining Room,Dining
553,48498,Gym|Dining Area|Swimming Pool,Pool
554,5680,Dining Area|Parking Facility|In-house Restaurant,Restaurant
555,7016,Dining Area|Parking Facility|Gym|In-house Restaurant,Restaurant
556,76272,Parking Facility,
557,93471,Parking Facility,
558,92430,Parking Facility,
559,76615,Parking Facility,
560,90048,Parking Facility|Swimming Pool|Conference Room,Pool|Parking
561,99920,Parking Facility,
562,82249,Parking Facility,
563,82550,Parking Facility,
564,51567,Parking Facility,
565,84088,Parking Facility,
566,49649,Parking Facility,
567,15251,Parking Facility|In-house Restaurant,Restaurant
568,45922,Parking Facility|Dining Area,Dining
569,92104,Parking Facility,Parking
570,50875,Parking Facility,
571,48282,Parking Facility,
572,39189,Parking Facility,
573,2108,Parking Facility|In-house Restaurant|Dining Area,Restaurant
574,56255,Parking Facility,
575,7500,Dining Area|Parking Facility|In-house Restaurant,Restaurant
576,52765,Dining Area|Parking Facility,
577,18272,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
578,82727,Conference Room|Parking Facility,
579,77034,Swimming Pool|Conference Room|Parking Facility|In-house Restaurant,Pool|Restaurant
580,90180,In-house Restaurant|Bar|Dining Area,Restaurant
581,42502,In-house Restaurant,
582,104690,Parking Facility,
583,103953,Parking Facility,
584,46192,Parking Facility,
585,47120,Parking Facility,
586,88543,Parking Facility,
587,89137,Parking Facility,
588,12599,Parking Facility,
589,39951,Parking Facility,
590,47728,Parking Facility|In-house Restaurant,
591,100682,Parking Facility|In-house Restaurant,
592,82142,Parking Facility,
593,90349,Parking Facility,
594,94981,Parking Facility,
595,100207,Parking Facility,
596,88684,Conference Room|Dining Area,
597,4474,Parking Facility,
598,46507,Parking Facility,
599,80637,Dining Area|Dining Room,
600,57147,Dining Area,
601,37555,Dining Area|Parking Facility,
602,11516,In-house Restaurant,Restaurant
603,59827,Parking Facility,
604,8957,Parking Facility,Parking
605,93637,Parking Facility,
606,94711,Parking Facility,
607,94669,Parking Facility,
608,44147,Parking Facility,
609,88557,Parking Facility,
610,91994,Parking Facility,
611,46369,Parking Facility,
612,15080,Bar|Parking Facility,
613,96902,Swimming Pool|Conference Room|Parking Facility,Pool
614,54118,Conference Room|Parking Facility,
615,5399,Conference Room|Bar|Dining Area|In-house Restaurant,Restaurant|Boardroom
616,8653,Conference Room|In-house Restaurant,
617,4496,Conference Room|In-house Restaurant|Parking Facility|Dining Area,
618,11086,Conference Room|Parking Facility|Swimming Pool|Gym|In-house Restaurant,Pool|Restaurant
619,82997,Swimming Pool|Parking Facility|In-house Restaurant,Pool|Restaurant
620,73735,In-house Restaurant|Parking Facility|Dining Area,
621,17847,In-house Restaurant|Dining Area|Conference Room|Bar,Restaurant
622,59971,In-house Restaurant|Bar|Dining Area|Parking Facility,Restaurant
623,77487,Garden/Backyard|Parking Facility,
624,39639,Gym|In-house Restaurant,Restaurant
625,45486,Dining Area,
626,38570,Dining Area|Parking Facility,
627,40227,Dining Area|Parking Facility,
628,81515,Parking Facility,
629,57749,Parking Facility|Dining Area|Conference Room|Gym,
630,87047,Parking Facility,Parking
631,98989,Parking Facility|In-house Restaurant,Restaurant
632,98733,Bar|Parking Facility|Swimming Pool|In-house Restaurant,Pool
633,99751,Parking Facility|Dining Area,
634,99633,Parking Facility|Garden/Backyard|Dining Area|Swimming Pool|In-house Restaurant,
635,2238,Parking Facility,
636,39976,Parking Facility,
637,87958,Parking Facility,
638,8515,Parking Facility|Dining Area|In-house Restaurant,Restaurant
639,96193,Parking Facility,Parking
640,6423,Parking Facility,
641,79422,Parking Facility,
642,96632,Parking Facility,Parking
643,90987,Board Games|Parking Facility|Dining Area,
644,54458,Garden/Backyard|Parking Facility|Conference Room|Dining Area|In-house Restaurant|Bar,Lawn
645,1048,Parking Facility|Dining Area|Conference Room,
646,89719,Parking Facility,
647,87061,Parking Facility,
648,10771,Parking Facility|Bar|Swimming Pool|Conference Room|In-house Restaurant,Pool|Restaurant|Parking
649,49514,Parking Facility,
