,hotel_id,hotel_amenities,image_available_for_category
10603,256,Parking Facility|Conference Room|Dining Area,
10604,2689,Parking Facility|In-house Restaurant,Restaurant
10605,79699,Bar|Dining Area|In-house Restaurant,Restaurant
10606,83555,Parking Facility,
10607,8930,Parking Facility,
10608,97753,Parking Facility,
10609,97193,Parking Facility,
10610,51245,Parking Facility|In-house Restaurant|Conference Room|Dining Area,Restaurant
10611,40785,Parking Facility,
10612,38715,Parking Facility,
10613,14603,Parking Facility,
10614,4295,Bar|Parking Facility|Dining Area|Conference Room|In-house Restaurant,Dining|Restaurant
10615,3547,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10616,84922,Parking Facility,
10617,75019,Parking Facility,
10618,53956,Parking Facility,
10619,9681,Parking Facility,
10620,49484,Bar|In-house Restaurant|Conference Room|Swimming Pool|Dining Area,Restaurant|Boardroom
10621,44230,Parking Facility|In-house Restaurant|Dining Area,
10622,62903,Parking Facility,
10623,59027,Parking Facility|In-house Restaurant|Dining Area,Restaurant
10624,75964,Parking Facility,
10625,6078,Parking Facility,
10626,89124,Parking Facility,
10627,89394,Parking Facility,
10628,89827,Parking Facility,
10629,90623,Parking Facility,
10630,97913,Parking Facility|Conference Room,Parking
10631,87881,Parking Facility,
10632,50030,Parking Facility|Swimming Pool,
10633,50367,Bar,Restaurant
10634,53354,Bar|Parking Facility|Conference Room|In-house Restaurant,Restaurant
10635,19410,Parking Facility,
10636,394,Parking Facility|Conference Room|Dining Area|In-house Restaurant,Restaurant
10637,93146,Parking Facility,
10638,101041,Parking Facility,
10639,51838,Parking Facility,
10640,92544,Parking Facility,Parking
10641,54420,Parking Facility|In-house Restaurant|Conference Room,
10642,5662,Parking Facility|In-house Restaurant|Dining Area,
10643,15039,Parking Facility|In-house Restaurant,
10644,5946,Parking Facility|In-house Restaurant,Restaurant
10645,58892,Parking Facility,
10646,78335,Parking Facility|Garden/Backyard,
10647,76555,Parking Facility,
10648,75798,Parking Facility,
10649,41232,Parking Facility,
10650,79204,Parking Facility,
10651,91439,Parking Facility|In-house Restaurant,Restaurant
10652,35686,Bar|Parking Facility|In-house Restaurant,Restaurant
10653,84784,Parking Facility,
10654,90432,Parking Facility,
10655,36437,Parking Facility|Swimming Pool,
10656,57216,Parking Facility,
10657,38386,Parking Facility,
10658,6846,Parking Facility,
10659,94656,Parking Facility,
10660,100276,Parking Facility|In-house Restaurant,Restaurant
10661,7122,Parking Facility|Dining Area|In-house Restaurant,
10662,11959,Conference Room|Dining Area,
10663,81336,Parking Facility,
10664,77871,Parking Facility,
10665,94794,Parking Facility|In-house Restaurant|Garden/Backyard,Restaurant
10666,94808,Parking Facility,
10667,92375,Parking Facility|In-house Restaurant,
10668,87746,Parking Facility,Parking
10669,87594,Parking Facility,
10670,44205,Parking Facility,
10671,4174,In-house Restaurant,
10672,8458,Dining Area|In-house Restaurant,Restaurant
10673,5032,Dining Area,
10674,56465,Dining Area|Conference Room,Boardroom
10675,50941,Parking Facility,
10676,74283,Board Games|Parking Facility,
10677,101756,Spa|Parking Facility|In-house Restaurant|Gym|Conference Room|Swimming Pool,Pool
10678,101044,Board Games|Garden/Backyard|Parking Facility,
10679,4588,In-house Restaurant|Parking Facility|Dining Area|Conference Room,
10680,16930,In-house Restaurant|Parking Facility,Restaurant
10681,48998,In-house Restaurant|Bar|Parking Facility|Dining Area,Restaurant
10682,48863,In-house Restaurant|Dining Area|Parking Facility,Restaurant
10683,97160,Garden/Backyard|Parking Facility,Lawn
10684,48236,Garden/Backyard,Lawn
10685,57509,Garden/Backyard|Parking Facility|Dining Area|In-house Restaurant,Restaurant
10686,52722,Parking Facility|In-house Restaurant|Dining Area|Bar,
10687,50939,Parking Facility|In-house Restaurant,
10688,55104,Parking Facility|Dining Area,
10689,48669,Parking Facility,
10690,94038,Parking Facility,
10691,84017,Parking Facility,
10692,85463,Parking Facility,
10693,3106,Parking Facility,
10694,15495,Parking Facility,Parking
10695,48416,Parking Facility|Dining Area,
10696,51662,Parking Facility|Dining Area,
10697,55844,Parking Facility|Dining Area|In-house Restaurant,
10698,101809,Parking Facility|Garden/Backyard|Dining Area|Swimming Pool,Lawn|Parking|Pool|Dining
10699,89060,Parking Facility,
10700,40631,Bar,
10701,9063,Parking Facility,
10702,15183,Parking Facility|Dining Area|Swimming Pool|Conference Room|In-house Restaurant,Pool|Restaurant
10703,56584,Parking Facility|In-house Restaurant,Restaurant
10704,45550,Parking Facility|Dining Area,
10705,6976,Parking Facility|Dining Area|In-house Restaurant,
10706,56013,Dining Area|Conference Room,
10707,59323,Dining Area|Conference Room|In-house Restaurant|Parking Facility,
10708,1728,Swimming Pool|Gym|Parking Facility,Pool
10709,44051,In-house Restaurant|Dining Area|Parking Facility,
10710,58423,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10711,1427,Bar|Conference Room|Dining Area|In-house Restaurant,Restaurant
10712,59171,Parking Facility|Dining Area|Conference Room,
10713,51237,Garden/Backyard,
10714,97607,Garden/Backyard|Dining Area,Lawn
10715,49395,Dining Area|Bar|Parking Facility|In-house Restaurant,Restaurant
10716,41525,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10717,1002,Dining Area|Conference Room|Parking Facility,
10718,15200,Gym|Parking Facility,
10719,47066,Dining Area|Parking Facility|Garden/Backyard,
10720,9513,Dining Area|In-house Restaurant|Parking Facility,Parking|Restaurant
10721,44189,Dining Area,
10722,39700,Dining Area|Parking Facility|Swimming Pool|In-house Restaurant,Pool|Restaurant
10723,95470,Dining Area|In-house Restaurant|Parking Facility,Restaurant
10724,97121,Dining Area|Swimming Pool|In-house Restaurant,Pool|Restaurant
10725,6965,Dining Area|In-house Restaurant|Parking Facility,
10726,37025,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10727,57976,Dining Area,
10728,77863,Dining Area,
10729,74092,Dining Area|Parking Facility,
10730,94637,Dining Area|Parking Facility,
10731,81303,Swimming Pool|Dining Area|Parking Facility|Gym,Pool
10732,62456,Conference Room|In-house Restaurant|Parking Facility|Dining Area,Restaurant|Boardroom
10733,2479,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Restaurant
10734,82965,Swimming Pool,Pool
10735,55290,Conference Room|Parking Facility,
10736,17245,Conference Room|In-house Restaurant,Restaurant
10737,13560,Conference Room,
10738,14424,In-house Restaurant|Parking Facility,
10739,95374,In-house Restaurant|Parking Facility,Restaurant
10740,87617,Garden/Backyard,
10741,75616,Parking Facility,
10742,37028,Parking Facility,
10743,88191,Parking Facility|Swimming Pool,Pool
10744,53608,Parking Facility,
10745,104768,Parking Facility,
10746,53948,Parking Facility,
10747,59284,Parking Facility,
10748,93422,Parking Facility,
10749,97734,Parking Facility,
10750,101348,Parking Facility,
10751,49299,Parking Facility,
10752,82529,Parking Facility,
10753,36876,Parking Facility,
10754,81629,Parking Facility,
10755,99531,Parking Facility,
10756,51060,Parking Facility,
10757,57835,Dining Area|Parking Facility|Conference Room,
10758,39129,Dining Area|Parking Facility,Dining
10759,1880,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10760,48987,Dining Area|Parking Facility|In-house Restaurant,
10761,35107,Dining Area|Parking Facility|In-house Restaurant,
10762,76356,Dining Area,
10763,96544,Dining Area|Swimming Pool|Parking Facility,Pool
10764,48672,Dining Area|Gym|Swimming Pool,Pool
10765,17124,Swimming Pool,
10766,77239,In-house Restaurant|Parking Facility,
10767,18429,In-house Restaurant|Parking Facility,
10768,85027,In-house Restaurant|Dining Area,
10769,52995,Parking Facility,
10770,92975,Garden/Backyard|Swimming Pool|Parking Facility,Pool
10771,85938,Parking Facility,Parking
10772,99073,Parking Facility,
10773,62732,Parking Facility,
10774,50748,Parking Facility,
10775,76972,Parking Facility,
10776,75321,Parking Facility,
10777,95928,Parking Facility,
10778,18038,Parking Facility,
10779,56350,Parking Facility,
10780,94134,Parking Facility,
10781,91178,Parking Facility,
10782,88652,Dining Area|Swimming Pool|Conference Room|Parking Facility,Pool
10783,90272,Dining Area,
10784,43441,In-house Restaurant,
10785,87100,In-house Restaurant|Parking Facility,
10786,93858,Parking Facility,
10787,93875,Parking Facility,
10788,87856,Parking Facility,
10789,84549,Parking Facility,
10790,88911,Parking Facility,
10791,74429,Spa|Parking Facility|Bar|Swimming Pool|Conference Room|Dining Area|Gym|In-house Restaurant,
10792,99092,Garden/Backyard|Parking Facility,
10793,4130,Parking Facility,
10794,662,Parking Facility,
10795,3936,Bar|Dining Area|Conference Room|In-house Restaurant,Restaurant
10796,4251,Bar|Parking Facility|Conference Room|Dining Area|In-house Restaurant,Restaurant
10797,4088,Parking Facility,
10798,9209,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10799,10551,Parking Facility|Dining Area,
10800,10126,Parking Facility,
10801,39717,Parking Facility|Dining Area|Swimming Pool|In-house Restaurant,Restaurant
10802,50908,Parking Facility|Conference Room,
10803,58097,Parking Facility,
10804,15360,Dining Room|Parking Facility|Garden/Backyard|Dining Area|Conference Room|Swimming Pool|In-house Restaurant,Pool|Lawn
10805,7291,Parking Facility|Bar|Conference Room|Dining Area|In-house Restaurant,Restaurant
10806,87423,Parking Facility|In-house Restaurant|Swimming Pool,Pool
10807,10261,Parking Facility|Conference Room|In-house Restaurant,Restaurant|Boardroom
10808,50011,Parking Facility|Dining Area|Conference Room|In-house Restaurant,Restaurant
10809,55568,Parking Facility,
10810,43590,Parking Facility,
10811,56156,Parking Facility,
10812,100012,Parking Facility|Board Games|Dining Area,Parking
10813,6495,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10814,87876,Parking Facility,
10815,58544,Parking Facility|Dining Area,
10816,62729,Parking Facility,
10817,96381,Parking Facility|In-house Restaurant,
10818,100693,Parking Facility|Swimming Pool,
10819,8748,Gym|Conference Room|Parking Facility,
10820,6065,Dining Area|In-house Restaurant|Conference Room|Parking Facility,Restaurant
10821,9648,Dining Area|Parking Facility,
10822,86512,Swimming Pool|Garden/Backyard|Parking Facility|Conference Room,Pool|Boardroom
10823,57669,Conference Room|Parking Facility,
10824,104765,Conference Room|Dining Area|In-house Restaurant|Parking Facility,
10825,7536,Parking Facility|Swimming Pool|In-house Restaurant|Dining Area,Pool|Restaurant
10826,46014,Bar|Parking Facility|Dining Area|In-house Restaurant,Restaurant
10827,47482,Parking Facility|Dining Area,
10828,35661,Parking Facility,
10829,800,Parking Facility,
10830,55864,Parking Facility,
10831,59475,Parking Facility|Dining Area|Conference Room,
10832,53335,Garden/Backyard|Swimming Pool,Pool
10833,49735,Garden/Backyard,
10834,93850,Garden/Backyard,
10835,89949,Garden/Backyard,
10836,1275,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10837,48855,Dining Area|Parking Facility,
10838,2023,Dining Area|Parking Facility|In-house Restaurant,
10839,61691,Dining Area|In-house Restaurant|Garden/Backyard|Parking Facility,Restaurant
10840,47347,Dining Area,
10841,17900,Dining Area,
10842,36103,Dining Area|Parking Facility,
10843,17737,Dining Area,
10844,4709,Dining Area|Bar|Parking Facility,
10845,41354,Dining Area|Conference Room|In-house Restaurant,Restaurant
10846,79357,Dining Area,
10847,78142,Gym|Dining Area|Parking Facility,Dining
10848,1087,Dining Area|Conference Room|Parking Facility,Boardroom
10849,6388,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Dining|Restaurant
10850,4400,Dining Area|In-house Restaurant|Conference Room,
10851,3362,Dining Area|Swimming Pool|In-house Restaurant|Bar,Restaurant|Pool
10852,52877,Dining Area|Parking Facility|Conference Room,
10853,61840,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10854,36575,Conference Room|Parking Facility|Dining Area,Dining
10855,1441,Parking Facility,
10856,99084,In-house Restaurant|Parking Facility,Parking|Restaurant
10857,100293,In-house Restaurant|Parking Facility,Restaurant
10858,60496,Parking Facility,Parking
10859,104456,Parking Facility,
10860,39278,Parking Facility,
10861,60507,Parking Facility,
10862,48849,Parking Facility,
10863,82501,Parking Facility,
10864,91614,Parking Facility,
10865,95537,Parking Facility|In-house Restaurant,
10866,95934,Parking Facility,
10867,95785,Parking Facility|Dining Area,
10868,94027,Parking Facility,
10869,79149,Parking Facility,
10870,61708,Parking Facility,
10871,98510,Parking Facility,
10872,83514,Parking Facility,
10873,13794,Parking Facility,
10874,16958,Parking Facility,
10875,81320,Parking Facility,
10876,84138,Parking Facility|In-house Restaurant,Restaurant
10877,95672,Parking Facility|In-house Restaurant,
10878,3545,Parking Facility,
10879,40898,Parking Facility|Conference Room,
10880,73979,Dining Area|Parking Facility,Parking|Dining
10881,60971,Dining Area|In-house Restaurant|Parking Facility,
10882,54511,Dining Area|In-house Restaurant|Parking Facility,
10883,60088,Dining Area|Conference Room|Parking Facility,
10884,2161,Gym|Conference Room|Swimming Pool|In-house Restaurant|Parking Facility,Parking|Boardroom|Pool|Restaurant
10885,62771,Dining Area,
10886,62403,Dining Area|Bar|Swimming Pool|Parking Facility,Pool
10887,45235,Dining Area|Conference Room|Parking Facility|Bar|In-house Restaurant,
10888,46006,Dining Area|Parking Facility,
10889,82777,In-house Restaurant,
10890,74854,In-house Restaurant|Parking Facility,Restaurant
10891,83702,Parking Facility|Dining Area,
10892,99410,Parking Facility,
10893,98485,Parking Facility,
10894,58884,Parking Facility,
10895,4428,Parking Facility,
10896,12961,Bar,Restaurant
10897,96994,Parking Facility,
10898,41351,Parking Facility,
10899,15923,Parking Facility,
10900,17588,Parking Facility,
10901,10576,Parking Facility,
10902,50053,Parking Facility,
10903,11164,Parking Facility|In-house Restaurant,Restaurant
10904,76395,Parking Facility,Parking
10905,50621,Parking Facility,
10906,90697,Parking Facility,
10907,35383,Parking Facility,
10908,93107,Parking Facility,
10909,94913,Parking Facility,
10910,15827,Parking Facility,
10911,43176,In-house Restaurant,
10912,77225,In-house Restaurant|Parking Facility,
10913,99548,In-house Restaurant,Restaurant
10914,75599,Parking Facility,
10915,91431,Parking Facility,
10916,94750,Parking Facility,
10917,1998,Parking Facility,
10918,85930,Parking Facility,
10919,81413,In-house Restaurant|Conference Room|Dining Area,
10920,7440,In-house Restaurant|Bar|Dining Area|Parking Facility,
10921,18018,In-house Restaurant|Dining Area|Gym|Swimming Pool|Parking Facility|Conference Room,Dining|Boardroom|Restaurant|Pool
10922,17132,In-house Restaurant|Parking Facility|Dining Area,Restaurant
10923,86692,Garden/Backyard|Dining Area|Swimming Pool|Parking Facility,Dining|Pool
10924,4085,Parking Facility|In-house Restaurant|Dining Area|Conference Room,Restaurant
10925,14010,Parking Facility,
10926,49122,Parking Facility,
10927,53597,Parking Facility|Conference Room|In-house Restaurant,Parking
10928,7412,Parking Facility,
10929,103269,Parking Facility,
10930,46928,Parking Facility|Dining Area|Garden/Backyard,Dining
10931,100738,Parking Facility,
10932,101638,Parking Facility|Garden/Backyard|In-house Restaurant,Restaurant
10933,101781,Parking Facility,
10934,100926,Parking Facility|In-house Restaurant,
10935,80856,Parking Facility,
10936,89828,Parking Facility|In-house Restaurant,
10937,90863,Parking Facility|Swimming Pool|Conference Room,
10938,4403,Parking Facility|Dining Area,
10939,7674,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10940,39402,Parking Facility|Dining Area|In-house Restaurant,
10941,101629,Parking Facility|Gym|Swimming Pool,Pool
10942,74528,Parking Facility,
10943,47783,Parking Facility,
10944,45975,Parking Facility|Dining Area,
10945,59922,Parking Facility,
10946,85910,Parking Facility,
10947,13864,Bar|In-house Restaurant|Dining Area|Swimming Pool|Parking Facility|Conference Room,Parking
10948,101784,Parking Facility,
10949,94623,Dining Area|Bar|Parking Facility,
10950,50036,Conference Room|Parking Facility,
10951,20271,Conference Room|Parking Facility,
10952,16837,Bar|Parking Facility|Dining Area|In-house Restaurant,Restaurant
10953,50942,Parking Facility|Dining Area|In-house Restaurant,Restaurant
10954,36100,Parking Facility,
10955,54671,Parking Facility|Dining Area,Dining|Parking
10956,52587,Dining Area|Gym|Bar,Restaurant
10957,38789,Dining Area|Parking Facility|Swimming Pool|In-house Restaurant,Restaurant
10958,2001,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
10959,47977,Dining Area|In-house Restaurant,
10960,18595,Dining Area,
10961,42566,Dining Area|Parking Facility,
10962,46900,Dining Area|In-house Restaurant,
10963,4673,Dining Area|In-house Restaurant|Conference Room|Parking Facility,Boardroom|Restaurant
10964,11288,Dining Area,
10965,79213,Dining Area|In-house Restaurant|Bar|Parking Facility,Restaurant
10966,5162,Dining Area|In-house Restaurant,Restaurant
10967,74,Dining Area|Parking Facility|In-house Restaurant,Restaurant
10968,15473,Dining Area|Parking Facility,
10969,49448,Dining Area|Swimming Pool,Pool
10970,84737,Dining Area|Swimming Pool|In-house Restaurant|Parking Facility,Pool
10971,14761,Swimming Pool|Conference Room|Parking Facility,
10972,54348,Conference Room|Parking Facility|Dining Area|Swimming Pool,
10973,9254,Parking Facility,
10974,10683,Parking Facility|In-house Restaurant,Restaurant
10975,1129,In-house Restaurant|Parking Facility|Dining Area|Conference Room,Restaurant
10976,2313,In-house Restaurant|Dining Area|Parking Facility,Restaurant
10977,76094,Parking Facility,Parking
10978,77976,Parking Facility,
10979,52750,Parking Facility,
10980,59174,Parking Facility,
10981,95307,Parking Facility,
10982,96550,Parking Facility,
10983,96806,Parking Facility|Swimming Pool,Parking|Pool
10984,100608,Parking Facility|In-house Restaurant|Swimming Pool,
10985,19225,Parking Facility|In-house Restaurant|Dining Area,
10986,83865,Parking Facility,
10987,38077,Parking Facility,
10988,84003,Parking Facility,
10989,98488,Parking Facility,
10990,54055,Parking Facility,
10991,11763,Parking Facility,
10992,42119,Parking Facility,
10993,37605,Parking Facility,
10994,43140,Parking Facility|In-house Restaurant,
10995,47485,Parking Facility,
10996,76381,Dining Area|Garden/Backyard|In-house Restaurant,Dining
10997,2777,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Restaurant
10998,95757,Dining Area,
10999,97135,Gym|Dining Area|Swimming Pool|Parking Facility,
11000,102993,Dining Area|In-house Restaurant|Parking Facility,Restaurant
11001,81292,Dining Area,
11002,102670,Gym|Dining Area|Bar|In-house Restaurant,
11003,88042,In-house Restaurant|Parking Facility,
11004,85314,Parking Facility,
11005,99672,Parking Facility,
11006,98673,Parking Facility,Parking
11007,62597,Parking Facility,
11008,97270,Parking Facility,Parking
11009,5339,Parking Facility,
11010,12922,Parking Facility,
11011,85786,Parking Facility,
11012,46259,Parking Facility,
11013,104028,Parking Facility,
11014,12812,Parking Facility,
11015,15189,Parking Facility|In-house Restaurant,
11016,47772,Parking Facility,
11017,78890,Parking Facility,
11018,79652,Parking Facility,
11019,103145,Parking Facility,
11020,61531,Parking Facility,
11021,100437,Parking Facility,
11022,92036,Swimming Pool|Parking Facility,Pool|Parking
11023,92511,In-house Restaurant,
11024,75329,Parking Facility,
11025,82192,Parking Facility,
11026,91597,Parking Facility,
11027,81604,Parking Facility,
11028,85325,Parking Facility,
11029,37464,Parking Facility,
11030,3964,Parking Facility,
11031,53183,Parking Facility,
11032,76271,Board Games|Garden/Backyard|Parking Facility|Swimming Pool|Conference Room|Gym|Dining Area,Dining
11033,102759,Spa|Bar|Parking Facility|Swimming Pool|Conference Room|In-house Restaurant|Dining Area,
11034,1969,Spa|Bar|Dining Area|Swimming Pool|In-house Restaurant|Parking Facility,
11035,57435,In-house Restaurant|Garden/Backyard|Parking Facility|Dining Area|Conference Room,Restaurant
11036,82585,Garden/Backyard|Parking Facility|Swimming Pool,Pool
11037,46202,Garden/Backyard|Conference Room|In-house Restaurant|Parking Facility,Lawn|Restaurant
11038,85563,Garden/Backyard,
11039,43094,Garden/Backyard|Parking Facility,Lawn
11040,48761,Garden/Backyard|Parking Facility,
11041,93765,Garden/Backyard|Parking Facility,
11042,80343,Garden/Backyard|Parking Facility,
11043,52623,Garden/Backyard|Parking Facility,Lawn
11044,86750,Garden/Backyard|Parking Facility|Swimming Pool|In-house Restaurant|Dining Area,Pool|Restaurant
11045,77812,Parking Facility|Conference Room,Boardroom
11046,78957,Parking Facility|Conference Room|Dining Area,
11047,89602,Parking Facility,
11048,54288,Parking Facility,
11049,40526,Parking Facility,
11050,17770,Parking Facility|Dining Area|In-house Restaurant,Restaurant
11051,78203,Parking Facility,
11052,60425,Parking Facility|Conference Room|Swimming Pool|In-house Restaurant|Dining Area,Pool|Restaurant
11053,47594,Parking Facility|Dining Area|In-house Restaurant,
11054,100360,Parking Facility,
11055,101558,Bar|Conference Room|In-house Restaurant|Parking Facility,Restaurant
11056,101252,Parking Facility,
11057,45448,Parking Facility|Dining Area|In-house Restaurant|Bar,
11058,80630,Parking Facility,
11059,83766,Parking Facility|In-house Restaurant,Restaurant
11060,76757,Parking Facility,
11061,83170,Parking Facility|Gym|Swimming Pool|Dining Area,Dining|Pool
11062,79294,Parking Facility,
11063,84056,Parking Facility|Conference Room,
11064,97508,Parking Facility|Conference Room|In-house Restaurant|Dining Area,
11065,42765,Parking Facility|Dining Area|In-house Restaurant|Bar,Restaurant
11066,46230,Parking Facility|In-house Restaurant,
11067,35289,Parking Facility,
11068,51042,Parking Facility,
11069,13602,Parking Facility,
11070,15292,Bar|In-house Restaurant|Dining Area|Parking Facility,Restaurant
11071,45476,Parking Facility|Dining Area,
11072,74766,Dining Area,
11073,62048,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Restaurant
11074,608,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Restaurant
11075,8705,Dining Area|In-house Restaurant,Restaurant
11076,98723,Parking Facility,
11077,100037,Parking Facility|In-house Restaurant,
11078,75092,Parking Facility,Parking
11079,1626,Parking Facility|Dining Area|Conference Room|In-house Restaurant,Restaurant
11080,103088,Parking Facility|Swimming Pool,Pool|Parking
11081,61629,Parking Facility|Bar|In-house Restaurant|Dining Area,Restaurant
11082,96898,Parking Facility,
11083,3159,Parking Facility|Dining Area,
11084,127,Parking Facility,
11085,82714,Parking Facility,
11086,95286,Parking Facility,
11087,37829,Dining Area|Conference Room|In-house Restaurant|Parking Facility,Parking|Restaurant|Boardroom
11088,15126,Dining Area|Parking Facility,
11089,35582,Dining Area|Conference Room|In-house Restaurant,Restaurant
11090,1983,Dining Area|Conference Room|In-house Restaurant|Parking Facility|Bar,Restaurant
11091,7915,Dining Area|In-house Restaurant|Parking Facility|Bar,Dining|Restaurant
11092,83443,Dining Area|In-house Restaurant|Parking Facility|Bar,Restaurant
11093,36192,Dining Area|In-house Restaurant|Parking Facility,
11094,52474,Dining Area|Conference Room|In-house Restaurant|Parking Facility|Bar,Restaurant
11095,20228,Parking Facility|Conference Room|Dining Area,
11096,4616,Parking Facility|In-house Restaurant|Dining Area|Bar,Restaurant
11097,42180,Parking Facility|In-house Restaurant,
11098,16752,Parking Facility|Dining Area,
11099,7029,Parking Facility,
11100,49054,Parking Facility,
11101,37652,Parking Facility|Conference Room|Swimming Pool|In-house Restaurant|Dining Area,
11102,3946,Parking Facility,
11103,54426,Parking Facility,
11104,17227,Parking Facility,
11105,49487,Parking Facility|Conference Room|In-house Restaurant|Dining Area,Restaurant
11106,16929,Parking Facility|Dining Area,Dining
11107,5839,Parking Facility,
11108,35160,Parking Facility,
11109,45161,Parking Facility,
11110,15717,Conference Room|Parking Facility,
11111,78214,Swimming Pool|Gym,Pool
11112,10612,Conference Room|In-house Restaurant,Restaurant
11113,95728,Swimming Pool|Parking Facility,
11114,4014,Conference Room|In-house Restaurant|Dining Area|Parking Facility,Restaurant
11115,60411,Conference Room|Dining Area|Parking Facility,
11116,5558,In-house Restaurant|Dining Area,Restaurant
11117,104410,In-house Restaurant|Bar|Parking Facility,Restaurant
11118,101125,In-house Restaurant|Parking Facility|Bar,
11119,38459,In-house Restaurant|Parking Facility|Dining Area,Restaurant
11120,50961,In-house Restaurant|Parking Facility,Restaurant
11121,91073,Parking Facility,
11122,50567,Parking Facility,
11123,83181,Parking Facility,
11124,91087,Parking Facility,
11125,91402,Parking Facility,
11126,90066,Parking Facility,
11127,81353,Parking Facility,
11128,60748,Parking Facility,
11129,14361,Parking Facility,
11130,40982,Parking Facility,
11131,87203,Parking Facility,
11132,50837,Parking Facility,
11133,58363,Parking Facility,
11134,73748,Dining Area,
11135,74946,Dining Area,
11136,81364,Dining Area,
11137,104520,Dining Area,
11138,619,Parking Facility,
11139,86919,Parking Facility,
11140,104101,Parking Facility,
11141,14195,Parking Facility,
11142,75970,Parking Facility,
11143,88826,Parking Facility,
11144,48466,Parking Facility,
11145,15551,Parking Facility,
11146,13028,Parking Facility,
11147,42020,Parking Facility,
11148,42914,Parking Facility,
11149,19733,Parking Facility,
11150,95860,Parking Facility,
11151,97823,Parking Facility,
11152,14272,Spa,
11153,59869,Board Games|Parking Facility|Dining Area|Conference Room|In-house Restaurant,Restaurant
11154,91009,Garden/Backyard|Dining Area|Swimming Pool|In-house Restaurant|Parking Facility,Lawn|Pool|Restaurant
11155,17276,Parking Facility,
11156,11594,Parking Facility|Gym|In-house Restaurant,Restaurant
11157,9541,Bar|Dining Area|Conference Room|Swimming Pool|Parking Facility|In-house Restaurant,Restaurant
11158,85775,Parking Facility|Gym,
11159,104608,Parking Facility|Conference Room|Garden/Backyard|In-house Restaurant,Restaurant
11160,102245,Parking Facility,
11161,55571,Parking Facility|Gym|Dining Area,
11162,47356,Parking Facility|In-house Restaurant,
11163,7409,Parking Facility|Dining Area|In-house Restaurant,Restaurant
11164,98758,Parking Facility,
11165,88751,Parking Facility,
11166,12224,Parking Facility|Swimming Pool,Pool
11167,98634,Parking Facility,
11168,417,Parking Facility|Conference Room,
11169,99357,Parking Facility,
11170,101905,Parking Facility,
11171,90877,Bar,Restaurant
11172,12227,Parking Facility|Bar,
11173,718,Parking Facility,
11174,96401,Parking Facility,
11175,96713,Parking Facility|Garden/Backyard|Dining Area|In-house Restaurant,
11176,97593,Parking Facility|Swimming Pool,
11177,95636,Parking Facility,
11178,97627,Bar|Dining Area|Parking Facility,Restaurant|Parking
11179,5654,Dining Area|In-house Restaurant|Parking Facility,Restaurant
11180,8000,Dining Area|Parking Facility|In-house Restaurant,Restaurant
11181,80226,Conference Room|Parking Facility,
11182,85935,Swimming Pool,Pool
11183,48427,Swimming Pool|Dining Area|Gym|Bar,Pool|Restaurant
11184,62895,Swimming Pool,Pool
11185,46461,In-house Restaurant|Dining Area|Parking Facility,Dining
11186,13417,Parking Facility,
11187,76491,Garden/Backyard,
11188,49305,Dining Area|Gym|In-house Restaurant,Restaurant
11189,6802,Dining Area|Parking Facility|In-house Restaurant,Restaurant
11190,40192,Dining Area|In-house Restaurant,Restaurant
11191,60060,Dining Area|Parking Facility|Swimming Pool|In-house Restaurant,Pool|Restaurant
11192,58727,Dining Area|In-house Restaurant,Restaurant
11193,1700,Dining Area|Parking Facility,
11194,14421,Dining Area|Bar|Conference Room|Parking Facility|In-house Restaurant,
11195,20111,Dining Area|Parking Facility,
11196,55591,Dining Area|Parking Facility|Conference Room|In-house Restaurant,Restaurant
11197,46577,Dining Area|Gym|Swimming Pool,
11198,62718,Dining Area,
11199,77827,Gym|Dining Area|Swimming Pool,Pool
11200,20105,Dining Area|In-house Restaurant|Parking Facility,Restaurant
11201,88315,Dining Area,
11202,13833,Dining Area|Parking Facility|In-house Restaurant,
11203,99984,Dining Area|In-house Restaurant|Parking Facility,
11204,2752,Dining Area,
11205,8447,Dining Area|In-house Restaurant,Restaurant
11206,36879,Dining Area|In-house Restaurant,Restaurant
11207,19101,Dining Area|Parking Facility|In-house Restaurant,Restaurant
11208,48579,Gym|Dining Area|Swimming Pool,Dining|Pool
11209,78575,Dining Area|In-house Restaurant|Swimming Pool,Pool
11210,82161,Dining Area,
11211,13524,Conference Room|Dining Area|Parking Facility|In-house Restaurant,Restaurant
11212,57363,Swimming Pool|Conference Room|Parking Facility,Pool
11213,97557,In-house Restaurant|Parking Facility,
