,hotel_id,no_of_ratings
5761,17175,35
5762,90723,0
5763,50197,181
5764,55597,337
5765,104170,0
5766,43149,152
5767,17009,60
5768,79062,0
5769,86847,23
5770,74742,167
5771,52315,5
5772,85517,288
5773,93133,19
5774,78165,401
5775,41228,308
5776,17912,278
5777,37501,4
5778,81124,296
5779,89401,54
5780,79355,2
5781,41537,314
5782,93749,0
5783,91516,6
5784,88625,19
5785,81340,77
5786,61872,90
5787,86878,34
5788,104490,34
5789,95237,1
5790,54368,9
5791,76078,44
5792,17338,431
5793,104344,6
5794,57521,205
5795,82218,2
5796,57375,118
5797,57209,162
5798,5503,4
5799,13707,0
5800,74278,0
5801,46451,86
5802,101222,0
5803,101956,0
5804,94500,0
5805,50954,0
5806,94798,1
5807,80719,198
5808,8639,41
5809,79667,336
5810,78905,93
5811,83132,27
5812,84628,107
5813,80702,131
5814,86389,55
5815,90003,3
5816,76722,63
5817,44541,96
5818,20159,302
5819,100322,0
5820,78924,195
5821,89564,0
5822,84305,31
5823,100598,0
5824,14627,223
5825,88062,114
5826,98224,0
5827,88355,31
5828,59757,54
5829,56815,253
5830,81911,1
5831,35240,0
5832,47995,8
5833,53637,161
5834,82811,204
5835,96981,8
5836,78916,4
5837,101076,1
5838,59442,0
5839,54669,72
5840,104184,24
5841,81917,328
5842,47230,43
5843,102713,0
5844,5489,106
5845,84904,126
5846,100499,7
5847,44665,199
5848,99585,0
5849,88791,31
5850,95386,0
5851,41543,35
5852,100899,0
5853,85326,31
5854,53049,439
5855,79529,42
5856,89699,0
5857,87297,7
5858,93136,0
5859,49162,455
5860,98685,0
5861,82474,80
5862,83568,14
5863,104783,0
5864,45236,10
5865,62007,60
5866,15516,0
5867,81779,51
5868,56331,17
5869,102533,0
5870,80263,9
5871,92562,4
5872,93167,0
5873,82555,38
5874,86566,1
5875,97048,0
5876,56939,293
5877,44524,29
5878,43045,308
5879,80536,13
5880,103610,0
5881,92832,26
5882,36458,106
5883,11913,67
5884,98798,3
5885,49002,0
5886,82690,0
5887,81925,17
5888,56472,116
5889,61093,0
5890,94008,3
5891,94773,0
5892,85241,0
5893,91325,0
5894,97214,0
5895,14270,478
5896,86991,211
5897,90762,0
5898,92233,0
5899,76489,18
5900,42851,269
5901,97310,0
5902,91654,18
5903,88349,104
5904,78334,314
5905,74579,169
5906,100606,0
5907,50487,235
5908,89266,13
5909,45568,100
5910,95552,0
5911,91648,50
5912,97313,0
5913,16258,54
5914,8951,51
5915,54683,3
5916,100432,0
5917,93128,11
5918,49145,43
5919,95099,1
5920,87902,0
5921,47688,224
5922,88636,122
5923,100328,0
5924,59161,87
5925,19577,0
5926,53212,10
5927,52745,153
5928,59650,29
5929,98944,0
5930,95521,0
5931,93277,1
5932,85351,111
5933,47978,495
5934,82240,193
5935,57251,170
5936,59810,87
5937,100471,0
5938,77552,55
5939,73668,50
5940,57524,73
5941,38688,368
5942,49941,6
5943,96140,0
5944,4164,192
5945,74416,272
5946,92247,0
5947,78806,219
5948,48290,128
5949,81495,68
5950,27334,102
5951,96705,0
5952,101934,0
5953,94337,0
5954,93462,0
5955,103019,0
5956,81596,126
5957,95676,0
5958,90442,7
5959,76354,212
5960,102997,0
5961,60044,19
5962,91668,2
5963,4429,369
5964,100485,0
5965,47517,23
5966,85025,14
5967,103416,0
5968,51263,0
5969,87303,128
5970,86690,24
5971,8330,5
5972,97940,4
5973,84611,17
5974,37366,377
5975,99872,0
5976,98055,0
5977,85354,380
5978,99245,0
5979,12990,340
5980,73969,18
5981,74444,429
5982,85340,41
5983,61447,100
5984,43014,159
5985,99684,2
5986,86881,21
5987,102246,0
5988,74129,336
5989,50653,45
5990,78320,0
5991,98033,0
5992,76539,45
5993,86870,16
5994,49587,306
5995,88827,148
5996,75167,4
5997,91769,3
5998,95850,0
5999,52762,26
6000,41073,45
6001,44842,23
6002,51834,158
6003,39265,17
6004,15921,76
6005,84763,5
6006,86428,52
6007,38556,216
6008,40601,469
6009,100924,5
6010,89398,10
6011,97625,2
6012,58716,445
6013,95375,0
6014,56795,55
6015,73980,85
6016,35445,48
6017,39616,251
6018,92565,20
6019,79040,69
6020,93859,0
6021,47809,27
6022,104198,1
6023,79065,8
6024,95507,1
6025,97898,0
6026,82963,396
6027,95358,0
6028,58151,52
6029,103855,0
6030,82924,66
6031,93142,0
6032,86262,8
6033,96137,0
6034,101658,0
6035,87697,3
6036,6839,362
6037,19262,196
6038,40044,77
6039,12051,380
6040,85542,1
6041,50827,204
6042,100049,0
6043,75369,64
6044,60381,348
6045,99099,0
6046,92714,0
6047,96452,3
6048,82969,58
6049,95383,0
6050,101672,2
6051,87148,1
6052,101523,0
6053,86361,92
6054,81326,294
6055,99262,0
6056,42758,333
6057,88948,0
6058,82806,0
6059,55476,12
6060,96272,0
6061,97937,0
6062,101385,0
6063,61270,386
6064,37968,59
6065,61861,167
6066,58871,264
6067,93887,0
6068,99113,0
6069,82370,0
6070,84026,188
6071,88476,145
6072,78182,246
6073,49460,380
6074,55153,68
6075,85078,1
6076,89376,0
6077,56185,51
6078,92821,0
6079,101197,0
6080,53485,245
6081,59034,132
6082,104628,0
6083,75656,21
6084,95946,0
6085,40781,438
6086,95248,5
6087,91041,0
6088,47967,299
6089,49449,43
6090,95389,15
6091,96725,0
6092,92073,2
6093,90740,0
6094,83534,41
6095,103464,4
6096,55738,450
6097,57546,286
6098,90152,0
6099,58452,174
6100,42896,146
6101,53035,187
6102,57372,246
6103,20280,125
6104,98514,24
6105,101048,0
6106,84943,1
6107,1442,0
6108,97321,0
6109,82786,9
6110,27309,344
6111,91364,88
6112,79366,74
6113,87916,0
6114,88504,89
6115,86386,20
6116,48875,0
6117,74469,8
6118,19248,8
6119,88048,80
6120,76746,43
6121,79092,22
6122,103780,0
6123,100965,0
6124,94403,1
6125,86154,15
6126,93365,2
6127,97646,0
6128,90806,39
6129,58948,127
6130,85729,237
6131,99131,0
6132,84213,107
6133,96448,0
6134,87338,74
6135,97362,0
6136,104247,39
6137,47549,167
6138,74195,80
6139,94648,0
6140,79989,39
6141,44720,13
6142,47991,103
6143,76442,32
6144,82728,65
6145,95714,0
6146,82093,95
6147,102914,0
6148,103786,5
6149,100802,1
6150,84804,144
6151,80127,8
6152,89321,0
6153,46846,85
6154,94521,0
6155,85144,38
6156,93149,0
6157,51602,86
6158,85378,1
6159,59401,0
6160,103814,0
6161,58788,482
6162,8064,96
6163,41868,291
6164,78819,173
6165,81381,476
6166,42613,0
6167,77927,180
6168,76133,350
6169,82008,101
6170,87664,0
6171,12401,35
6172,101710,22
6173,94400,1
6174,91717,83
6175,58307,103
6176,6888,380
6177,74035,256
6178,84351,122
6179,98892,0
6180,98706,0
6181,76456,46
6182,104534,0
6183,95548,0
6184,85541,0
6185,99336,5
6186,50241,19
6187,50401,148
6188,81083,169
6189,84663,37
6190,85279,205
6191,95427,9
6192,83482,22
6193,89135,1
6194,83794,14
6195,94828,1
6196,49532,107
6197,51906,99
6198,46798,260
6199,78940,42
6200,94496,0
6201,97632,0
6202,89279,37
6203,6424,252
6204,89287,27
6205,77483,138
6206,92600,0
6207,53976,51
6208,102478,0
6209,103966,9
6210,79457,316
6211,97185,0
6212,103237,0
6213,89574,56
6214,91976,0
6215,85558,1
6216,99899,0
6217,83440,226
6218,99322,3
6219,101232,0
6220,79727,118
6221,58608,83
6222,84357,42
6223,95303,11
6224,88131,0
6225,97694,0
6226,97649,0
6227,13489,0
6228,78231,5
6229,96434,1
6230,99651,0
6231,6132,338
6232,90792,135
6233,90516,43
6234,74943,284
6235,99885,2
6236,53959,14
6237,82869,2
6238,89459,5
6239,80467,76
6240,83457,299
6241,57559,375
6242,91059,1
6243,100090,0
6244,55357,0
6245,75216,40
6246,89602,12
6247,83170,1
6248,95728,0
6249,52474,53
6250,55039,20
6251,78214,36
6252,97826,0
6253,87383,31
6254,42180,355
6255,88092,18
6256,81364,39
6257,37652,95
6258,103527,1
6259,79294,455
6260,98723,0
6261,82585,1
6262,3946,0
6263,40560,204
6264,91087,3
6265,36192,246
6266,97508,8
6267,7915,437
6268,100799,0
6269,61629,58
6270,52378,461
6271,104393,0
6272,96195,0
6273,16752,402
6274,82132,60
6275,83181,166
6276,104520,0
6277,51042,424
6278,55652,292
6279,81353,185
6280,101558,1
6281,94679,0
6282,75970,303
6283,48761,15
6284,48466,6
6285,86742,5
6286,81370,470
6287,86750,33
6288,84056,143
6289,97798,0
6290,91073,0
6291,10612,358
6292,83766,6
6293,93174,0
6294,95424,0
6295,55635,446
6296,91402,6
6297,43378,0
6298,104410,0
6299,14195,183
6300,95286,3
6301,45476,176
6302,101125,0
6303,85563,1
6304,37829,476
6305,49054,0
6306,54288,188
6307,51875,15
6308,49487,404
6309,61637,350
6310,84042,75
6311,60748,141
6312,86919,95
6313,42020,26
6314,95860,2
6315,15717,243
6316,103659,25
6317,50961,354
6318,90049,0
6319,93655,15
6320,48438,323
6321,96352,0
6322,91388,13
6323,60425,29
6324,19733,206
6325,88989,3
6326,88826,30
6327,102759,0
6328,17227,335
6329,58349,0
6330,83443,142
6331,103088,0
6332,101409,0
6333,45161,26
6334,79896,114
6335,100037,0
6336,98836,0
6337,45448,71
6338,50837,30
6339,87203,86
6340,96763,0
6341,97823,0
6342,46202,149
6343,82076,203
6344,80630,54
6345,78957,471
6346,96898,0
6347,13602,373
6348,52623,14
6349,57435,172
6350,77958,392
6351,85839,51
6352,82714,71
6353,88241,68
6354,5839,10
6355,78203,395
6356,93765,0
6357,100360,0
6358,104101,0
6359,101865,0
6360,80442,99
6361,85527,70
6362,50699,158
6363,99159,0
6364,50868,21
6365,85859,26
6366,15703,481
6367,42003,494
6368,98574,0
6369,100377,3
6370,57286,1
6371,55787,74
6372,97199,0
6373,62565,285
6374,79412,17
6375,88227,35
6376,82377,191
6377,1491,473
6378,62984,46
6379,82568,2
6380,99966,0
6381,97092,0
6382,49543,56
6383,93776,1
6384,81651,253
6385,48176,17
6386,103687,0
6387,99151,0
6388,75520,1
6389,47431,34
6390,42669,13
6391,83454,23
6392,53554,73
6393,103057,0
6394,82880,39
6395,43541,455
6396,78394,228
6397,74921,56
6398,95151,0
6399,36057,117
6400,55610,63
6401,47867,34
6402,78543,26
6403,99910,36
6404,82228,229
6405,91222,0
6406,87937,3
6407,43091,4
6408,80315,2
6409,96175,17
6410,61052,492
6411,91543,6
6412,50376,320
6413,90494,4
6414,41584,11
6415,45493,260
6416,85698,28
6417,96181,0
6418,93177,0
6419,91104,71
6420,84669,140
6421,53250,141
6422,99449,0
6423,85707,14
6424,49805,4
6425,90935,225
6426,102323,0
6427,39604,143
6428,90764,10
6429,46804,104
6430,57300,30
6431,90218,0
6432,91242,0
6433,61471,178
6434,96597,10
6435,60875,0
6436,84208,293
6437,80332,35
6438,82090,443
6439,59716,171
6440,83780,43
6441,51017,192
6442,62402,17
6443,83043,54
6444,102444,0
6445,88224,7
6446,37255,363
6447,60394,39
6448,52640,164
6449,75230,161
6450,101589,1
6451,102734,0
6452,15385,411
6453,101139,2
6454,88882,28
6455,85679,43
6456,90300,0
6457,91675,32
6458,91827,1
6459,100987,0
6460,51478,296
6461,98439,1
6462,86472,9
6463,94378,3
6464,81806,0
6465,51776,86
6466,56833,456
6467,50390,111
6468,74350,127
6469,91394,9
6470,96954,2
6471,87774,66
6472,77472,103
6473,104587,3
6474,79148,198
6475,83946,205
6476,88106,14
6477,103524,23
6478,83893,14
6479,61935,289
6480,85268,123
6481,101100,0
6482,82284,77
6483,78490,30
6484,37227,236
6485,44568,242
6486,81803,495
6487,47442,53
6488,81193,203
6489,35891,398
6490,88834,0
6491,93025,0
6492,99173,0
6493,80484,43
6494,61747,401
6495,74915,94
6496,75396,1
6497,51734,39
6498,101401,11
6499,103035,0
6500,51318,191
6501,93492,14
6502,56248,167
6503,81679,25
6504,80152,264
6505,99148,0
6506,41457,200
6507,80616,13
6508,103943,3
6509,166,143
6510,100225,5
6511,94240,17
6512,104573,11
6513,99637,0
6514,79564,258
6515,98847,0
6516,103499,3
6517,52980,108
6518,88078,66
6519,78242,114
6520,62664,3
6521,40720,52
6522,42045,37
6523,41139,66
6524,49650,45
6525,93312,0
6526,35759,50
6527,45614,228
6528,97525,0
6529,97851,0
6530,76406,95
6531,94842,0
6532,57441,11
6533,84492,14
6534,82129,0
6535,98099,0
6536,36220,89
6537,40104,250
6538,91689,1
6539,48013,26
6540,14969,100
6541,49203,89
6542,93818,3
6543,82121,187
6544,85999,1
6545,73281,404
6546,46970,129
6547,45915,114
6548,77320,372
6549,96504,0
6550,79592,210
6551,79311,0
6552,101387,0
6553,76158,24
6554,90657,0
6555,93354,0
6556,46216,59
6557,85977,3
6558,2515,0
6559,79269,231
6560,83589,122
6561,79716,155
6562,3181,38
6563,48598,0
6564,42343,467
6565,75697,0
6566,98985,0
6567,98591,0
6568,80003,108
6569,100951,0
6570,62371,249
6571,82866,37
6572,89723,0
6573,92730,28
6574,16597,0
6575,75272,84
6576,100979,0
6577,76293,109
6578,96774,0
6579,89276,0
6580,85414,36
6581,80478,16
6582,84638,39
6583,86458,4
6584,90499,0
6585,43817,156
6586,100487,0
6587,104244,1
6588,45302,370
6589,80141,7
6590,74656,50
6591,95435,0
6592,8649,436
6593,79429,96
6594,90949,88
6595,73267,35
6596,99640,0
6597,58313,109
6598,94071,0
6599,97379,0
6600,90024,6
6601,53413,42
6602,48193,118
6603,80329,4
6604,43856,165
6605,82402,104
6606,80453,11
6607,93202,2
6608,84385,146
6609,54305,115
6610,90179,14
6611,98141,9
6612,82571,13
6613,78057,116
6614,92288,0
6615,47414,46
6616,94558,0
6617,94088,0
6618,82267,171
6619,14024,422
6620,98276,10
6621,58189,406
6622,98386,0
6623,97812,0
6624,100785,0
6625,99488,0
6626,95601,0
6627,104537,14
6628,59812,189
6629,103822,0
6630,103170,0
6631,73891,64
6632,78979,23
6633,80627,0
6634,86714,95
6635,101249,0
6636,46531,251
6637,85113,31
6638,61786,50
6639,82309,11
6640,91101,0
6641,55067,223
6642,57162,145
6643,53973,353
6644,54001,249
6645,48764,17
6646,76704,242
6647,97224,8
6648,58473,195
6649,79283,19
6650,48168,90
6651,47268,289
6652,40841,289
6653,88992,60
6654,74043,18
6655,58321,67
6656,62686,32
6657,43370,2
6658,51914,37
6659,47563,0
6660,94080,2
6661,47290,60
6662,47141,223
6663,58324,276
6664,81204,0
6665,79865,460
6666,27234,81
6667,42768,88
6668,16909,66
6669,89315,1
6670,96366,0
6671,96473,0
6672,59384,0
6673,82419,1
6674,81820,9
6675,57601,24
6676,91259,0
6677,58802,445
6678,88528,9
6679,61783,100
6680,87667,27
6681,18265,217
6682,103322,0
6683,89414,34
6684,97373,0
6685,94687,0
6686,6115,138
6687,53686,87
6688,74336,74
6689,104267,0
6690,97795,10
6691,57778,140
6692,98549,0
6693,104835,0
6694,100807,1
6695,61460,412
6696,89895,141
6697,48297,299
6698,94811,0
6699,91377,33
6700,27237,172
6701,79266,123
6702,94049,0
6703,87788,33
6704,94361,11
6705,92862,1
6706,96341,0
6707,84666,51
6708,37967,149
6709,96766,0
6710,100937,0
6711,91852,0
6712,91523,0
6713,104129,12
6714,85864,91
6715,84950,16
6716,96614,0
6717,78777,136
6718,79106,463
6719,98279,0
6720,90463,4
6721,84340,96
6722,48767,497
6723,95894,0
6724,46961,238
6725,94389,0
6726,93053,0
6727,16139,468
6728,89158,1
6729,92285,0
6730,88677,16
6731,89931,45
6732,101713,0
6733,99041,0
6734,40976,206
6735,44908,47
6736,45327,15
6737,56077,376
6738,85513,65
6739,89020,1
6740,87639,84
6741,102869,0
6742,49048,183
6743,93613,1
6744,60141,387
6745,100501,15
6746,10013,0
6747,56977,124
6748,100976,0
6749,82692,185
6750,104272,0
6751,93185,0
6752,76870,7
6753,84039,498
6754,99480,1
6755,92766,12
6756,79879,226
6757,92302,4
6758,87951,1
6759,48303,340
6760,96476,0
6761,84680,0
6762,6278,24
6763,58777,20
6764,83898,27
6765,83007,95
6766,93014,0
6767,94704,10
6768,75371,9
6769,86781,26
6770,56971,344
6771,51312,327
6772,100065,0
6773,82281,199
6774,89712,6
6775,5502,65
6776,86123,0
6777,103507,0
6778,91065,0
6779,104382,0
6780,73866,432
6781,75106,17
6782,87954,30
6783,83029,14
6784,15700,66
6785,90913,4
6786,35610,324
6787,90449,0
6788,47110,68
6789,37421,206
6790,47881,7
6791,75860,35
6792,97961,0
6793,92721,0
6794,97078,0
6795,97511,11
6796,87490,83
6797,89422,32
6798,2051,334
6799,87501,5
6800,56293,115
6801,95126,0
6802,55621,27
6803,97702,1
6804,95565,0
6805,92018,59
6806,94364,0
6807,39646,232
6808,76909,2
6809,96133,0
6810,89284,21
6811,76583,96
6812,97227,0
6813,89594,0
6814,39834,134
6815,94077,0
6816,95708,0
6817,95137,0
6818,86300,6
6819,87670,12
6820,99339,0
6821,81212,0
6822,104551,0
6823,38448,469
6824,82118,51
6825,100197,0
6826,76729,414
6827,101851,0
6828,96926,0
6829,104416,0
6830,76321,140
6831,49518,233
6832,77604,322
6833,17050,36
6834,43392,10
6835,94822,0
6836,93323,0
6837,78802,18
6838,82855,18
6839,98414,0
6840,104275,0
6841,85878,15
6842,50114,256
6843,93039,0
6844,90634,8
6845,83426,0
6846,60245,213
6847,44253,80
6848,91554,41
6849,55171,67
6850,76580,472
6851,94831,0
6852,95430,1
6853,97514,0
6854,85119,5
6855,84028,232
6856,54440,59
6857,87794,107
6858,90215,89
6859,92558,0
6860,46241,436
6861,19424,53
6862,46340,51
6863,99477,0
6864,94977,0
6865,89737,0
6866,77913,4
6867,97522,0
6868,60163,42
6869,59798,44
6870,79277,185
6871,12238,139
6872,93326,0
6873,83451,0
6874,91979,0
6875,91526,0
6876,79744,0
6877,81558,62
6878,85063,0
6879,41145,351
6880,62804,240
6881,101412,0
6882,99446,0
6883,14226,0
6884,9588,126
6885,84371,39
6886,95576,0
6887,90176,0
6888,88829,33
6889,90364,30
6890,87653,62
6891,102295,0
6892,44745,32
6893,55624,194
6894,51000,92
6895,87335,35
6896,4180,434
6897,90342,6
6898,103364,0
6899,77345,206
6900,92249,0
6901,102939,0
6902,94220,2
6903,48632,493
6904,48165,340
6905,98712,0
6906,42017,104
6907,90204,0
6908,97989,0
6909,97494,0
6910,92873,1
6911,81626,0
6912,55784,10
6913,48612,5
6914,42633,0
6915,43204,46
6916,97663,0
6917,47285,24
6918,86891,2
6919,91686,0
6920,90229,173
6921,76313,18
6922,97815,0
6923,42740,197
6924,41730,52
6925,52221,223
6926,79120,69
6927,48629,153
6928,87805,23
6929,84503,0
6930,79550,142
6931,95236,0
6932,95570,0
6933,104109,0
6934,89453,2
6935,94825,0
6936,3550,253
6937,101561,0
6938,79730,11
6939,19739,328
6940,85257,50
6941,74631,192
6942,93191,0
6943,100526,39
6944,82253,1
6945,92305,38
6946,57120,74
6947,84500,41
6948,49217,26
6949,96296,2
6950,61913,477
6951,57275,0
6952,101263,0
6953,12578,200
6954,77657,75
6955,73292,41
6956,92181,24
6957,57863,205
6958,45586,206
6959,82678,13
6960,91214,7
6961,100664,0
6962,4925,349
6963,98878,0
6964,36372,417
6965,88539,14
6966,84343,169
6967,87178,10
6968,60695,56
6969,90966,9
6970,58965,0
6971,40951,89
6972,81980,16
6973,103946,0
6974,83752,188
6975,86129,0
6976,5676,192
6977,89141,16
6978,103223,2
6979,93298,0
6980,94800,0
6981,78515,106
6982,97947,7
6983,58034,8
6984,55798,477
6985,99632,5
6986,92904,6
6987,80017,75
6988,47839,76
6989,85105,157
6990,84095,437
6991,95590,0
6992,36656,182
6993,95750,2
6994,81077,333
6995,49948,72
6996,90668,13
6997,99952,0
6998,16639,1
6999,84953,0
7000,47690,99
7001,42751,150
7002,41609,4
7003,81682,307
7004,84624,41
7005,98886,0
7006,99024,6
7007,93503,0
7008,79578,29
7009,80577,15
7010,89290,36
7011,79733,42
7012,79404,100
7013,93652,38
7014,61035,134
7015,87313,152
7016,92879,8
7017,36940,152
7018,45642,203
7019,5516,484
7020,104233,0
7021,19168,265
7022,81814,59
7023,75534,4
7024,57095,236
7025,56223,432
7026,40695,3
7027,48140,44
7028,99924,0
7029,80622,88
7030,80633,99
7031,2571,154
7032,89616,27
7033,97986,4
7034,101972,0
7035,44855,435
7036,74648,9
7037,103375,11
7038,17202,0
7039,50578,4
7040,49526,28
7041,80658,15
7042,35905,1
7043,98265,0
7044,82447,133
7045,47605,204
7046,85445,131
7047,35880,78
7048,83319,112
7049,93804,0
7050,62534,57
7051,57916,40
7052,87082,271
7053,39047,62
7054,94715,0
7055,42025,2
7056,86725,1
7057,82408,36
7058,79907,60
7059,89622,12
7060,86143,330
7061,99027,0
7062,100973,0
7063,13326,15
7064,2405,175
7065,99733,0
7066,74521,115
7067,97657,0
7068,78372,53
7069,55050,79
7070,91813,49
7071,8953,0
7072,74074,24
7073,82433,1
7074,47878,7
7075,90955,16
7076,102177,0
7077,86002,0
7078,104438,0
7079,61066,324
7080,76161,405
7081,49065,473
7082,99007,0
7083,47403,16
7084,88851,19
7085,55365,376
7086,84393,188
7087,83032,47
7088,103963,0
7089,78383,11
7090,16018,0
7091,102883,0
7092,79598,19
7093,92915,8
7094,62484,40
7095,93793,16
7096,51726,188
7097,54777,48
7098,101547,0
7099,47743,337
7100,50986,15
7101,98701,0
7102,89605,0
7103,86193,93
7104,14077,0
7105,42506,73
7106,102157,0
7107,97677,0
7108,101685,0
7109,87231,7
7110,91253,49
7111,11923,78
7112,7167,0
7113,17795,0
7114,100076,14
7115,87656,2
7116,35461,465
7117,89917,3
7118,90165,30
7119,86179,13
7120,50674,6
7121,82540,166
7122,86756,101
7123,78954,167
7124,43991,488
7125,95587,0
7126,80470,10
7127,49678,233
7128,50741,0
7129,99772,0
7130,89740,49
7131,96147,14
7132,92575,0
7133,54330,234
7134,91093,2
7135,98304,4
7136,98411,2
7137,97674,0
7138,84694,2
7139,74057,247
7140,76600,1
7141,56513,194
7142,85226,86
7143,83139,285
7144,87642,0
7145,45153,81
7146,83769,13
7147,45029,45
7148,80892,248
7149,89599,0
7150,43339,365
7151,90750,24
7152,79719,309
7153,90193,3
7154,61336,31
7155,81817,270
7156,81519,10
7157,83153,6
7158,101398,0
7159,102925,0
7160,60588,30
7161,76591,42
7162,51467,32
7163,88255,51
7164,40827,43
7165,61449,26
7166,40802,39
7167,61350,15
7168,16327,484
7169,92865,0
7170,99176,1
7171,91245,0
7172,80754,127
7173,39480,47
7174,85991,49
7175,88089,7
7176,102309,0
7177,44458,23
7178,97061,0
7179,92015,1
7180,101069,0
7181,87518,24
7182,89768,2
7183,49827,8
7184,90488,49
7185,77342,359
7186,81373,157
7187,96586,0
7188,36957,187
7189,86019,104
7190,53256,313
7191,101395,0
7192,101876,2
7193,85856,2
7194,81927,4
7195,50252,6
7196,88362,111
7197,89450,11
7198,59685,143
7199,93022,0
7200,94350,0
7201,91090,0
7202,95098,0
7203,92274,0
7204,52941,100
7205,104559,2
7206,77072,7
7207,57750,105
7208,78816,366
7209,9999,496
7210,100672,0
7211,59668,5
7212,96324,0
7213,97241,2
7214,103496,1
7215,38304,410
7216,103957,1
7217,90356,23
7218,55776,305
7219,75545,23
7220,50716,10
7221,100644,0
7222,90682,18
7223,94797,0
7224,96642,2
7225,75241,313
7226,60709,78
7227,100051,0
7228,97933,0
7229,79893,61
7230,100678,2
7231,103485,19
7232,89900,149
7233,104545,0
7234,88663,41
7235,84981,8
7236,78079,198
7237,82723,389
7238,36068,0
7239,103077,0
7240,84978,1
7241,99201,0
7242,81508,5
7243,88854,75
7244,566,5
7245,42931,170
7246,91700,3
7247,74333,237
7248,85538,62
7249,89301,34
7250,37098,29
7251,54479,333
7252,36341,211
7253,92156,3
7254,80020,59
7255,94850,0
7256,37258,316
7257,53427,231
7258,94063,2
7259,55967,221
7260,89155,23
7261,88109,14
7262,81665,22
7263,49490,26
7264,17975,211
7265,3876,3
7266,82872,40
7267,75205,385
7268,95736,0
7269,77022,58
7270,90786,0
7271,101564,1
7272,18113,39
7273,56105,37
7274,82295,356
7275,83150,1
7276,78051,1
7277,48455,39
7278,94544,0
7279,97660,0
7280,104683,0
7281,18839,136
7282,40664,302
7283,97216,0
7284,94985,0
7285,44756,188
7286,90381,6
7287,100236,0
7288,56999,86
7289,89000,22
7290,88550,19
7291,58490,209
7292,87816,0
7293,48331,181
7294,91079,22
7295,89442,18
7296,96189,0
7297,92603,0
7298,2447,207
7299,39643,172
7300,42450,60
7301,50584,153
7302,76119,276
7303,104261,0
7304,87515,217
7305,104115,1
7306,88719,1
7307,87369,22
7308,92319,6
7309,100101,0
7310,48289,8
7311,48792,101
7312,16299,397
7313,88387,6
7314,90052,3
7315,19435,392
7316,82413,127
7317,2734,420
7318,86016,124
7319,93666,0
7320,100931,0
7321,45625,124
7322,4644,351
7323,75849,401
7324,76895,18
7325,82987,58
7326,103502,15
7327,93770,0
7328,101097,0
7329,99325,0
7330,57587,61
7331,86576,39
7332,89630,151
7333,85229,0
7334,54111,445
7335,85251,199
7336,78093,7
7337,96611,0
7338,96791,1
7339,93461,6
7340,97393,0
7341,82256,134
7342,84233,171
7343,59249,392
7344,44405,3
7345,92291,5
7346,79581,63
7347,99626,1
7348,92710,4
7349,48646,13
7350,1179,0
7351,50848,98
7352,85701,10
7353,62093,275
7354,87476,21
7355,74344,96
7356,91236,83
7357,95739,9
7358,96327,0
7359,91391,1
7360,101842,0
7361,77486,108
7362,99615,0
7363,99609,0
7364,51765,489
7365,93042,1
7366,100622,0
7367,75722,149
7368,87217,19
7369,6686,497
7370,7667,0
7371,58026,0
7372,83465,1
7373,84658,157
7374,90041,129
7375,94535,1
7376,17680,26
7377,40689,411
7378,18535,0
7379,86151,18
7380,91250,13
7381,94527,2
7382,92876,1
7383,95604,0
7384,77635,345
7385,484,0
7386,41103,7
7387,104739,0
7388,96915,0
7389,73607,124
7390,88266,0
7391,94974,1
7392,14375,273
7393,91385,0
7394,4647,105
7395,84942,3
7396,75641,203
7397,92713,9
7398,81243,244
7399,47864,119
7400,83645,88
7401,103060,0
7402,83195,34
7403,62059,48
7404,48441,368
7405,84528,167
7406,158,481
7407,2540,333
7408,90502,3
7409,92589,0
7410,93900,0
7411,100073,5
7412,99570,0
7413,100363,0
7414,59806,20
7415,17947,101
7416,44132,7
7417,100200,0
7418,99587,0
7419,43800,371
7420,83493,491
7421,83606,5
7422,85994,1
7423,102458,0
7424,91380,6
7425,92724,0
7426,103021,0
7427,98560,1
7428,46694,81
7429,92592,0
7430,61921,66
7431,90187,19
7432,100959,0
7433,75393,1
7434,90643,103
7435,61654,58
7436,85814,0
7437,83808,139
7438,98850,0
7439,82278,27
7440,94814,1
7441,13354,319
7442,59553,181
7443,99038,0
7444,83614,460
7445,18110,398
7446,104399,0
7447,98588,0
7448,36954,0
7449,7617,337
7450,13312,458
7451,3291,345
7452,73270,43
7453,88075,11
7454,99750,21
7455,85254,172
7456,76594,2
7457,99902,0
7458,87484,4
7459,93925,0
7460,96816,0
7461,57573,233
7462,95300,0
7463,44292,68
7464,88404,1
7465,96749,0
7466,101440,0
7467,77455,325
7468,46691,15
7469,50106,79
7470,58763,161
7471,77033,322
7472,97950,0
7473,98861,0
7474,43834,352
7475,103642,0
7476,79407,109
7477,76552,351
7478,73433,15
7479,60259,1
7480,43381,45
7481,48491,220
7482,100658,0
7483,83291,51
7484,93936,7
7485,101117,0
7486,61598,0
7487,73278,28
7488,86888,0
7489,80169,49
7490,80765,313
7491,85867,32
7492,86030,0
7493,58054,0
7494,89428,1
7495,82993,16
7496,101083,1
7497,80042,1
7498,37584,3
7499,86618,400
7500,41865,95
7501,88061,0
7502,80166,89
7503,103046,0
7504,48770,0
7505,51014,52
7506,45167,121
7507,76867,156
7508,75655,14
