,hotel_id,no_of_ratings
10943,98256,0
10944,96906,1
10945,89397,71
10946,100748,0
10947,90429,36
10948,77002,116
10949,89819,69
10950,81758,1
10951,88204,13
10952,41975,32
10953,75663,50
10954,14035,0
10955,97930,0
10956,94029,0
10957,97182,0
10958,93720,5
10959,81620,33
10960,40945,37
10961,104843,0
10962,44697,434
10963,83994,9
10964,89664,0
10965,12693,49
10966,47861,272
10967,54873,494
10968,102827,0
10969,100042,0
10970,20000,70
10971,98220,0
10972,58588,33
10973,84022,0
10974,48570,0
10975,62450,229
10976,98526,0
10977,94451,0
10978,57067,265
10979,48131,164
10980,50058,72
10981,46773,100
10982,60526,130
10983,81159,0
10984,54364,194
10985,101063,1
10986,88193,89
10987,47684,118
10988,40214,309
10989,55278,0
10990,61896,450
10991,91363,42
10992,97629,0
10993,50966,45
10994,47816,202
10995,103890,0
10996,97044,1
10997,53194,8
10998,76400,283
10999,87169,39
11000,90882,1
11001,76493,19
11002,88511,2
11003,92817,0
11004,61567,1
11005,79196,215
11006,98341,0
11007,103029,0
11008,90744,17
11009,58265,201
11010,81963,326
11011,55607,5
11012,97016,0
11013,85819,137
11014,98175,1
11015,99879,1
11016,57078,242
11017,84894,0
11018,101027,0
11019,91014,5
11020,86534,201
11021,94943,0
11022,5358,99
11023,59303,69
11024,99556,1
11025,104213,0
11026,96420,0
11027,94465,2
11028,92845,6
11029,92969,1
11030,76541,154
11031,74246,0
11032,48106,234
11033,43769,438
11034,45884,1
11035,93745,2
11036,76974,11
11037,58428,278
11038,55717,337
11039,97635,4
11040,95078,0
11041,51436,162
11042,100762,0
11043,60397,380
11044,45147,212
11045,97033,0
11046,58102,68
11047,90117,183
11048,97030,0
11049,90910,77
11050,93281,0
11051,83983,155
11052,80132,209
11053,56026,105
11054,61854,40
11055,2186,288
11056,88497,66
11057,20290,427
11058,89231,39
11059,81142,0
11060,96591,0
11061,101831,0
11062,103111,3
11063,90311,5
11064,99111,0
11065,96853,1
11066,84188,3
11067,88806,5
11068,85223,3
11069,100793,0
11070,90460,0
11071,100900,0
11072,47819,434
11073,92246,0
11074,85206,73
11075,99722,2
11076,77463,300
11077,93883,0
11078,54721,9
11079,76389,7
11080,59342,163
11081,100045,0
11082,102987,0
11083,3094,383
11084,47504,70
11085,91453,154
11086,57691,230
11087,79997,74
11088,77891,102
11089,17930,171
11090,104177,15
11091,52305,278
11092,10272,47
11093,37348,0
11094,88933,18
11095,37365,450
11096,41401,355
11097,99415,0
11098,92260,0
11099,85653,427
11100,95812,0
11101,36738,27
11102,11163,0
11103,93585,2
11104,51231,51
11105,90907,1
11106,77123,56
11107,95680,0
11108,82520,113
11109,35888,0
11110,100439,4
11111,100495,0
11112,102292,0
11113,92384,0
11114,13104,238
11115,43457,61
11116,38102,336
11117,88947,2
11118,103156,0
11119,56788,479
11120,74912,16
11121,96892,0
11122,92966,0
11123,50654,14
11124,38290,329
11125,99134,0
11126,99542,0
11127,90620,0
11128,94493,3
11129,101662,0
11130,102565,0
11131,14901,1
11132,98037,0
11133,2357,270
11134,98504,4
11135,104486,0
11136,94181,0
11137,81333,31
11138,100771,0
11139,99114,4
11140,90575,20
11141,90336,10
11142,81176,10
11143,94198,0
11144,48109,226
11145,94876,0
11146,89532,0
11147,45130,117
11148,86269,164
11149,45566,203
11150,45282,49
11151,56954,27
11152,36296,0
11153,78161,3
11154,5786,32
11155,76077,0
11156,18380,0
11157,56057,277
11158,532,0
11159,51551,15
11160,90291,28
11161,84621,3
11162,87434,0
11163,85940,3
11164,61457,20
11165,91169,0
11166,49931,50
11167,52879,90
11168,87884,0
11169,97455,0
11170,94499,0
11171,61018,26
11172,85319,87
11173,101955,0
11174,47780,6
11175,56473,33
11176,103904,0
11177,82222,321
11178,77576,44
11179,103316,2
11180,48581,328
11181,98532,0
11182,54395,94
11183,60082,248
11184,77162,178
11185,90170,0
11186,57989,133
11187,95070,4
11188,102523,14
11189,47054,292
11190,85662,19
11191,80273,135
11192,85209,142
11193,82233,249
11194,43316,150
11195,101980,0
11196,48272,464
11197,81882,124
11198,87020,2
11199,98217,0
11200,92834,25
11201,102107,0
11202,42886,419
11203,54094,136
11204,101612,4
11205,77562,22
11206,83530,134
11207,76369,81
11208,52291,27
11209,16088,1
11210,75483,44
11211,84590,28
11212,96569,0
11213,97058,0
11214,95385,0
11215,99550,3
11216,83254,105
11217,80245,183
11218,98206,0
11219,98976,0
11220,88930,6
11221,92094,0
11222,37964,258
11223,80599,30
11224,75486,111
11225,88469,11
11226,96403,0
11227,82669,7
11228,84483,0
11229,93253,11
11230,62166,377
11231,92232,1
11232,82821,392
11233,16729,398
11234,88955,10
11235,77151,16
11236,104326,0
11237,94926,0
11238,39269,8
11239,37781,174
11240,19393,39
11241,47929,421
11242,86258,67
11243,73239,233
11244,76397,6
11245,19663,41
11246,47465,119
11247,12837,109
11248,101637,0
11249,101356,0
11250,55770,37
11251,79969,27
11252,88072,103
11253,20265,124
11254,92367,3
11255,62312,26
11256,39418,33
11257,38071,8
11258,43032,87
11259,101052,9
11260,97806,0
11261,60706,218
11262,85963,0
11263,48705,216
11264,96726,0
11265,78650,0
11266,41249,137
11267,62624,84
11268,15492,0
11269,44537,0
11270,97356,0
11271,102112,0
11272,4441,368
11273,102416,0
11274,58127,305
11275,88221,20
11276,78473,6
11277,93005,28
11278,101378,0
11279,79061,375
11280,83285,456
11281,79674,75
11282,103932,0
11283,79685,44
11284,95978,0
11285,42875,276
11286,86871,21
11287,95053,0
11288,46475,148
11289,89872,0
11290,1744,319
11291,104528,1
11292,95258,0
11293,60363,16
11294,11765,204
11295,103493,0
11296,101488,0
11297,101651,1
11298,85631,12
11299,85797,115
11300,97196,0
11301,53962,273
11302,98082,0
11303,42419,390
11304,58304,282
11305,95365,0
11306,95950,0
11307,49467,334
11308,95205,2
11309,94170,0
11310,78197,73
11311,92831,6
11312,100740,0
11313,101215,0
11314,50916,100
11315,85248,39
11316,87324,62
11317,51568,443
11318,85794,0
11319,83763,7
11320,82236,159
11321,86542,1
11322,78498,9
11323,48123,31
11324,10578,262
11325,55593,0
11326,91644,0
11327,35559,175
11328,50494,224
11329,91062,2
11330,87144,1
11331,90924,5
11332,86899,71
11333,87926,1
11334,684,18
11335,88044,132
11336,94060,0
11337,99882,0
11338,85234,31
11339,41409,420
11340,17590,347
11341,41685,14
11342,56333,138
11343,104067,0
11344,81170,14
11345,104610,4
11346,93897,0
11347,5637,488
11348,48874,19
11349,87445,123
11350,88505,11
11351,62782,102
11352,96113,1
11353,91520,0
11354,76538,42
11355,59331,101
11356,62945,183
11357,104641,0
11358,6056,13
11359,99876,2
11360,98040,0
11361,82098,105
11362,49774,24
11363,96445,0
11364,78158,164
11365,83738,52
11366,41218,35
11367,17019,4
11368,85639,9
11369,37489,3
11370,45257,52
11371,82807,1
11372,85071,94
11373,79677,17
11374,38985,67
11375,97162,0
11376,74122,227
11377,86998,13
11378,104790,0
11379,92409,15
11380,99578,3
11381,54502,481
11382,86264,192
11383,94507,0
11384,93748,3
11385,102703,0
11386,85383,32
11387,90567,0
11388,101927,0
11389,98189,0
11390,87749,94
11391,100301,0
11392,90142,20
11393,10992,422
11394,96608,0
11395,97916,0
11396,100453,0
11397,37058,356
11398,13568,178
11399,60388,134
11400,87130,17
11401,85167,39
11402,45735,2
11403,94057,0
11404,49031,71
11405,101381,0
11406,82813,0
11407,83831,60
11408,58425,355
11409,50052,256
11410,95534,0
11411,89262,37
11412,80709,186
11413,59314,6
11414,75790,249
11415,87771,8
11416,10258,496
11417,51692,464
11418,46756,492
11419,79362,343
11420,100138,0
11421,82360,36
11422,14302,227
11423,81868,3
11424,88536,49
11425,101055,0
11426,54119,264
11427,89698,0
11428,92519,0
11429,84596,26
11430,92707,0
11431,16417,341
11432,95081,0
11433,86528,1
11434,89411,1
11435,16122,0
11436,50516,0
11437,99421,11
11438,83392,0
11439,102076,0
11440,84742,352
11441,85971,88
11442,54066,344
11443,79958,196
11444,95410,0
11445,77095,20
11446,104503,1
11447,93441,1
11448,11028,235
11449,90457,4
11450,49920,43
11451,50696,446
11452,90280,36
11453,56791,311
11454,85634,225
11455,62613,260
11456,99241,0
11457,35717,491
11458,46638,103
11459,88356,2
11460,61266,73
11461,88030,0
11462,79390,44
11463,86272,23
11464,84883,39
11465,84312,1
11466,81910,81
11467,102084,0
11468,84604,49
11469,98408,0
11470,91740,38
11471,4287,0
11472,44995,257
11473,85195,88
11474,98656,0
11475,97463,2
11476,87290,66
11477,84928,22
11478,91028,0
11479,78912,212
11480,103142,0
11481,91920,13
11482,62354,0
11483,61865,197
11484,91765,0
11485,41370,19
11486,43010,33
11487,77601,177
11488,83572,70
11489,58903,26
11490,90868,0
11491,47358,312
11492,76988,25
11493,87577,148
11494,84025,36
11495,84773,68
11496,51242,164
11497,95382,0
11498,76071,14
11499,48148,25
11500,89540,3
11501,56071,23
11502,88210,19
11503,88798,0
11504,91301,14
11505,50778,16
11506,93582,0
11507,43195,120
11508,79817,248
11509,86078,2
11510,102132,0
11511,47982,30
11512,47681,488
11513,91948,8
11514,16375,168
11515,53517,14
11516,92676,0
11517,84933,25
11518,97764,0
11519,92654,1
11520,104070,6
11521,44399,68
11522,89684,26
11523,79522,0
11524,84919,0
11525,102554,0
11526,81896,137
11527,1567,0
11528,14600,0
11529,91942,8
11530,86995,36
11531,93278,1
11532,93447,0
11533,89419,84
11534,102256,0
11535,79525,60
11536,61429,92
11537,98813,0
11538,102098,0
11539,98827,0
11540,91349,26
11541,99716,0
11542,90021,0
11543,90769,31
11544,91821,1
11545,92955,5
11546,97306,0
11547,86584,3
11548,14575,391
11549,81443,69
11550,52316,86
11551,104475,0
11552,90010,34
11553,99249,1
11554,47065,19
11555,80394,37
11556,90446,0
11557,88767,167
11558,86393,3
11559,88016,1
11560,88657,58
11561,93284,19
11562,96991,0
11563,51574,115
11564,60104,254
11565,99992,0
11566,96715,0
11567,100315,0
11568,79097,254
11569,95390,0
11570,99730,0
11571,17728,149
11572,47397,53
11573,98968,0
11574,81747,497
11575,80270,6
11576,98684,0
11577,102849,0
11578,54246,245
11579,15219,0
11580,17168,335
11581,60855,33
11582,91194,108
11583,47521,102
11584,50997,80
11585,91191,0
11586,98833,0
11587,59137,6
11588,82824,360
11589,85358,31
11590,97480,3
11591,2360,0
11592,84745,106
11593,95092,0
11594,104354,0
11595,99854,0
11596,81325,95
11597,48418,94
11598,73236,67
11599,95191,0
11600,91481,0
11601,76681,121
11602,79986,74
11603,7870,265
11604,40180,399
11605,98954,1
11606,91346,0
11607,101640,0
11608,81460,0
11609,92122,0
11610,45541,260
11611,96237,17
11612,82208,21
11613,36611,146
11614,45853,107
11615,53627,205
11616,79235,217
11617,91619,0
11618,85032,2
11619,95697,0
11620,79820,455
11621,90705,0
11622,41044,56
11623,37823,479
11624,90755,56
11625,51121,0
11626,91807,4
11627,61876,306
11628,81457,163
11629,76361,456
11630,95511,33
11631,97469,1
11632,81291,211
11633,104500,22
11634,47231,58
11635,42011,409
11636,96293,0
11637,102689,2
11638,73959,344
11639,80422,0
11640,91332,112
11641,74738,189
11642,57652,38
11643,79370,164
11644,44396,217
11645,75320,28
11646,88348,0
11647,75008,10
11648,92395,0
11649,85181,57
11650,101477,3
11651,80107,0
11652,74296,0
11653,61004,190
11654,59438,73
11655,99283,2
11656,59483,347
11657,58293,64
11658,82818,123
11659,94631,0
11660,59609,119
11661,44357,77
11662,98982,3
11663,54409,226
11664,49743,39
11665,60512,4
11666,86531,11
11667,103412,0
11668,86708,17
11669,78341,7
11670,94018,0
11671,100461,0
11672,87892,20
11673,93894,0
11674,98962,0
11675,100765,0
11676,100906,0
11677,84157,12
11678,97303,0
11679,96839,0
11680,46480,386
11681,99263,0
11682,90319,0
11683,88334,82
11684,88789,53
11685,13540,403
11686,60678,462
11687,48556,2
11688,7437,293
11689,6385,235
11690,45125,5
11691,47068,452
11692,94971,0
11693,75022,305
11694,80613,0
11695,104022,1
11696,94347,2
11697,8522,463
11698,37486,132
11699,58594,1
11700,92066,2
11701,58864,131
11702,41519,217
11703,81772,17
11704,85822,12
11705,59044,193
11706,58906,186
11707,85974,6
11708,15042,413
11709,99142,0
11710,85054,5
11711,85535,9
11712,16541,94
11713,103274,0
11714,86736,269
11715,89734,96
11716,79497,276
11717,86084,0
11718,48424,25
11719,59466,2
11720,91633,0
11721,59463,50
11722,101353,0
11723,82045,11
11724,5510,8
11725,50671,419
11726,97466,0
11727,90741,25
11728,47532,18
11729,52890,0
11730,4256,54
11731,86517,20
11732,77559,107
11733,94327,0
11734,78459,56
11735,93540,6
11736,89571,9
11737,62599,88
11738,102562,0
11739,18195,258
11740,51855,114
11741,85687,183
11742,39899,105
11743,60079,29
11744,56631,60
11745,62169,221
11746,75514,45
11747,47673,22
11748,62188,20
11749,15680,167
11750,78034,12
11751,100056,0
11752,54201,326
11753,77258,4
11754,59927,183
11755,89099,0
11756,76825,29
11757,93126,199
11758,103907,0
11759,87473,1
11760,55742,11
11761,97331,0
11762,99435,0
11763,49279,172
11764,3080,14
11765,99851,0
11766,88058,50
11767,104652,0
11768,18330,294
11769,82368,11
11770,59204,220
11771,91495,5
11772,104666,6
11773,74147,404
11774,97874,0
11775,86832,343
11776,57365,80
11777,76687,0
11778,101229,0
11779,101207,0
11780,56777,242
11781,96417,0
11782,100903,17
11783,89259,185
11784,50820,116
11785,84168,246
11786,96884,0
11787,85507,40
11788,18529,187
11789,83845,4
11790,57846,192
11791,92513,0
11792,41671,153
11793,85805,122
11794,16116,25
11795,87268,10
11796,99255,11
11797,94752,1
11798,41986,480
11799,58591,134
11800,59480,125
11801,92069,0
11802,83547,203
11803,96746,11
11804,50477,146
11805,91506,0
11806,93635,0
11807,43333,123
11808,16105,434
11809,89830,48
11810,101350,0
11811,100290,0
11812,47344,29
11813,91197,152
11814,96718,0
11815,98377,0
11816,90598,7
11817,92083,7
11818,41193,276
11819,81013,355
11820,85656,13
11821,103012,0
11822,88055,3
11823,44360,0
11824,14454,71
11825,91970,27
11826,79972,56
11827,40194,115
11828,51366,257
11829,96732,0
11830,95840,0
11831,81800,0
11832,15970,271
11833,75309,219
11834,104818,0
11835,94805,0
11836,99106,0
11837,92820,0
11838,88370,119
11839,80149,6
11840,50370,469
11841,80571,10
11842,98394,0
11843,59477,23
11844,103125,0
11845,101845,19
11846,89968,9
11847,89234,34
11848,83997,35
11849,93621,1
11850,74611,203
11851,79373,26
11852,15801,106
11853,95683,4
11854,85957,16
11855,60993,0
11856,104638,22
11857,103150,3
11858,60568,236
11859,89245,21
11860,57953,188
11861,103901,7
11862,54232,12
11863,78937,265
11864,102990,0
11865,94355,0
11866,76383,240
11867,101474,0
11868,103153,1
11869,57117,84
11870,95818,19
11871,102700,0
11872,94645,1
11873,85220,16
11874,39120,268
11875,59795,47
11876,52589,40
11877,86081,0
11878,87732,17
11879,76532,197
11880,81305,13
11881,86545,0
11882,97483,0
11883,42281,64
11884,49459,496
11885,92243,119
11886,36338,59
11887,35832,75
11888,98054,0
11889,46455,14
11890,78363,39
11891,42599,80
11892,95843,1
11893,86112,1
11894,92257,0
11895,81347,124
11896,91180,2
11897,104680,0
11898,92381,0
11899,80546,15
11900,59218,15
11901,87470,6
11902,81648,165
11903,100152,0
11904,91183,14
11905,46635,105
11906,85074,240
11907,91329,40
11908,104624,7
11909,93320,10
11910,82250,24
11911,103752,0
11912,88508,55
11913,91602,23
11914,54704,55
11915,61125,1
11916,74111,420
11917,75348,368
11918,61702,83
11919,59955,339
11920,80259,285
11921,89554,14
11922,94670,0
11923,54102,443
11924,36158,13
11925,98979,2
11926,104042,2
11927,99606,0
11928,83448,4
11929,53028,169
11930,79826,271
11931,93734,2
11932,53374,212
11933,75334,107
11934,73728,0
11935,79075,187
11936,95545,0
11937,75351,35
11938,92699,0
11939,99120,0
11940,46500,147
11941,41657,225
11942,81018,337
11943,78636,358
11944,76659,41
11945,94940,0
11946,80118,184
11947,100169,5
11948,93101,0
11949,98805,3
11950,47560,460
11951,94175,0
11952,86390,20
11953,18656,410
11954,97643,2
11955,101218,0
11956,61918,35
11957,103763,0
11958,98971,0
11959,54527,296
11960,59491,46
11961,15807,126
11962,100304,8
11963,62779,81
11964,87864,26
11965,81468,481
11966,100031,0
11967,79083,138
11968,40962,230
11969,104461,4
11970,101657,0
11971,96541,0
11972,49158,437
11973,101820,0
11974,74285,383
11975,84936,53
11976,95517,0
11977,56667,156
11978,88660,0
11979,104205,0
11980,59944,293
11981,51253,361
11982,94890,1
11983,100127,0
11984,88331,1
11985,88699,147
11986,104762,0
11987,86244,17
11988,100478,0
11989,81156,0
11990,59519,50
11991,79944,44
11992,98678,2
11993,101668,2
11994,95666,0
11995,100183,0
11996,75596,79
11997,90733,7
11998,93419,0
11999,76712,248
12000,35126,57
12001,94738,1
12002,89667,0
12003,16091,52
12004,57801,64
12005,55739,406
12006,101499,0
12007,101077,8
12008,84326,47
12009,93596,10
12010,81744,47
12011,40515,387
12012,62889,271
12013,99100,0
12014,18799,277
12015,79519,19
12016,82225,10
12017,44818,153
12018,52443,415
12019,99975,0
12020,5471,22
12021,20307,55
12022,91928,146
12023,83873,7
12024,100920,0
12025,103614,0
12026,104053,0
12027,103915,5
12028,97604,0
12029,58754,139
12030,1761,132
12031,397,128
12032,46472,51
12033,9822,155
12034,89405,117
12035,61575,36
12036,9543,424
12037,78321,1
12038,97019,0
12039,100177,0
12040,57098,72
12041,103426,0
12042,45254,433
12043,62914,31
12044,93309,1
12045,79227,184
12046,84618,26
12047,35416,413
12048,62343,137
12049,76237,1
12050,100917,0
12051,91790,59
12052,101502,0
12053,84593,130
12054,18642,376
12055,88969,169
12056,59182,0
12057,93472,0
12058,76220,361
12059,49647,125
12060,88919,10
12061,96583,0
12062,97328,6
12063,91793,0
12064,55438,280
12065,61418,51
12066,17334,420
12067,99567,0
12068,58867,401
12069,95371,2
12070,87462,201
12071,12845,479
12072,92235,9
12073,81429,123
12074,101941,0
12075,47943,127
12076,92555,0
12077,90761,0
12078,47234,237
12079,80284,228
12080,91956,6
12081,82512,31
12082,95379,7
12083,82633,33
12084,43758,498
12085,73990,154
12086,56780,15
12087,90581,33
12088,52896,190
12089,45597,177
12090,96580,0
12091,97072,0
12092,90184,0
12093,100779,0
12094,93306,6
12095,89107,12
12096,80557,247
12097,99117,0
12098,54682,453
12099,75171,286
12100,48857,0
12101,81021,0
12102,95528,7
12103,49746,63
12104,75064,94
12105,91616,5
12106,75227,175
12107,48854,133
12108,39744,223
12109,101969,0
12110,90294,0
12111,47836,32
12112,104787,0
12113,52921,33
12114,89557,120
12115,89996,2
12116,37784,34
12117,78332,20
12118,78062,22
12119,61308,83
12120,83558,39
12121,99744,0
12122,84036,109
12123,99156,0
12124,94043,0
12125,79089,14
12126,1730,230
12127,82945,288
12128,41263,498
12129,99404,0
12130,88359,0
12131,95095,17
12132,58619,133
12133,82371,118
12134,98521,0
12135,83569,236
12136,54679,0
12137,92505,9
12138,80872,79
12139,54997,484
12140,47833,77
12141,95846,0
12142,89529,1
12143,57708,304
12144,41426,5
12145,89844,6
12146,62177,460
12147,62152,12
12148,42121,70
12149,78023,8
12150,89678,2
12151,76842,12
12152,56043,156
12153,95244,6
12154,46663,155
12155,102391,0
12156,42582,0
12157,17008,374
12158,86854,15
12159,42883,65
12160,85825,1
12161,62669,11
12162,46497,78
12163,97342,0
12164,58729,12
12165,74586,90
12166,81311,369
12167,99252,0
12168,51689,0
12169,57818,207
12170,49265,237
12171,94004,0
12172,96538,0
12173,89068,72
12174,62042,479
12175,15489,428
12176,46019,17
12177,60802,178
12178,98993,0
12179,78338,37
12180,100768,0
12181,45980,104
12182,96594,0
12183,98830,0
12184,100633,0
12185,57539,0
12186,101792,0
12187,94620,0
12188,90435,10
12189,60937,134
12190,87448,11
12191,93756,0
12192,76085,26
12193,45732,464
12194,101325,0
12195,92229,50
12196,56645,0
12197,43074,65
12198,95109,0
12199,82031,45
12200,84160,256
12201,89076,0
12202,95542,0
12203,95219,0
12204,79511,126
12205,74302,127
12206,53970,294
12207,101983,0
12208,92080,0
12209,100346,0
12210,78307,242
12211,88795,12
12212,85673,122
12213,98380,1
12214,2321,1
12215,102253,0
12216,89816,3
12217,95368,0
12218,89518,3
12219,91782,0
12220,91754,2
12221,80698,44
12222,53346,0
12223,81778,171
12224,103617,0
12225,88646,184
12226,58566,99
12227,57503,340
12228,45575,98
12229,79947,77
12230,90609,26
12231,90606,0
12232,99727,0
12233,77877,205
12234,98529,0
12235,9377,393
12236,96285,0
12237,97626,0
12238,94791,0
12239,55745,150
12240,81730,0
12241,77261,287
12242,85361,0
12243,48244,423
12244,59640,327
12245,91630,0
12246,101311,25
12247,101364,0
12248,16784,0
12249,78131,170
12250,35499,14
12251,61101,0
12252,75729,136
12253,87846,0
12254,61526,244
12255,92337,0
12256,59566,103
12257,101453,0
12258,92939,1
12259,89342,58
12260,98792,0
12261,56151,201
12262,62581,388
12263,83793,1
12264,99827,0
12265,91004,0
12266,58556,418
12267,93803,0
12268,46842,93
12269,103261,0
12270,81880,47
12271,73758,234
12272,101630,0
12273,103824,1
12274,36365,14
12275,99211,0
12276,92627,2
12277,87584,0
12278,48518,40
12279,61515,204
12280,49241,240
12281,75420,126
12282,87545,72
12283,55392,120
12284,75881,164
12285,51626,106
12286,82001,100
12287,58542,99
12288,77974,359
12289,46991,21
12290,92931,0
12291,92340,18
12292,74385,1
12293,97428,0
12294,41658,39
12295,79059,1
12296,103225,9
12297,86946,0
12298,47922,101
12299,101028,0
12300,101450,0
12301,103838,2
12302,100426,0
12303,81692,43
12304,99228,0
12305,75580,93
12306,86819,24
12307,99529,0
12308,55417,0
12309,53344,63
12310,55974,11
12311,75867,23
12312,101000,0
12313,20263,207
12314,89047,0
12315,78902,0
12316,55395,0
12317,47497,154
12318,79473,0
12319,18320,486
12320,92520,110
12321,92945,0
12322,103281,0
12323,48490,31
12324,103987,0
12325,80083,140
12326,88740,27
12327,89803,23
12328,94154,2
12329,95181,10
12330,102524,0
12331,92042,0
12332,48948,82
12333,84434,33
12334,16922,356
12335,104299,3
12336,97223,0
12337,96382,0
12338,82893,163
12339,98154,1
12340,100139,0
12341,87418,14
12342,97116,0
12343,93718,5
12344,42671,274
12345,1231,484
12346,48833,0
12347,97389,0
12348,95203,0
12349,84516,0
12350,87986,8
12351,1135,335
12352,77074,16
12353,73794,159
12354,73032,68
12355,104302,0
12356,79335,107
12357,46701,129
12358,4069,133
12359,94888,1
12360,75774,1
12361,81830,18
12362,100522,14
12363,84994,7
12364,95749,1
12365,10678,35
12366,92287,0
12367,101754,0
12368,93246,0
12369,62575,165
12370,50453,0
12371,100536,0
12372,44901,254
12373,39833,17
12374,39841,1
12375,84572,28
12376,48830,21
12377,52852,48
12378,82606,1
12379,51831,91
12380,7213,182
12381,90118,20
12382,103658,0
12383,84240,3
12384,85002,36
12385,85933,53
12386,36092,18
12387,96561,0
12388,81607,31
12389,103705,0
12390,78285,439
12391,76643,0
12392,82200,232
12393,18482,15
12394,97908,0
12395,101795,0
12396,53954,93
12397,45854,51
12398,88028,125
12399,103286,0
12400,97759,0
12401,88759,0
12402,95802,0
12403,44760,282
12404,55737,59
12405,41773,418
12406,91330,0
12407,54362,371
12408,97773,0
12409,61385,21
12410,48703,168
12411,47212,439
12412,91594,8
12413,88014,431
12414,46861,140
12415,83685,64
12416,96668,0
12417,55405,8
12418,41191,480
12419,81908,2
12420,55999,12
12421,95973,0
12422,52573,32
12423,15045,476
12424,38091,405
12425,45511,318
12426,74893,265
12427,16969,48
12428,94471,12
12429,76834,0
12430,87001,0
12431,85913,8
12432,80108,181
12433,101351,0
12434,57329,338
12435,59329,112
12436,79064,39
12437,77557,185
12438,101660,0
12439,93889,1
12440,49285,2
12441,89347,19
12442,87128,0
12443,93116,0
12444,81587,33
12445,36989,203
12446,95633,0
12447,51383,195
12448,100721,0
12449,48115,452
12450,102110,0
12451,80662,275
12452,41500,151
12453,77512,46
12454,41705,8
12455,39593,393
12456,51850,32
12457,90115,12
12458,35965,0
12459,89085,38
12460,47519,30
12461,93836,0
12462,75000,192
12463,54086,102
12464,97599,0
12465,98330,0
12466,79329,70
12467,39686,329
12468,38676,353
12469,89198,74
12470,85336,249
12471,98375,0
12472,99523,0
12473,98184,0
12474,88351,0
12475,78302,103
12476,54092,253
12477,75425,239
12478,101196,0
12479,101958,2
12480,73937,142
12481,88801,0
12482,41953,117
12483,17273,497
12484,54235,104
12485,98482,0
12486,91636,10
12487,86830,60
12488,10686,249
12489,104363,13
12490,56131,304
12491,84301,38
12492,93096,0
12493,59129,40
12494,76651,77
12495,86664,40
12496,75467,31
12497,99711,6
12498,97720,0
12499,85772,2
12500,97737,0
12501,104208,0
12502,92514,26
12503,98018,0
12504,92089,13
12505,85665,68
12506,40752,112
12507,75307,19
12508,88337,0
12509,96972,0
12510,100122,10
12511,38055,147
12512,96415,0
12513,87550,15
12514,38640,306
12515,82749,42
12516,81714,2
12517,15625,402
12518,35515,2
12519,35231,0
12520,98365,0
12521,9683,0
12522,88156,0
12523,92968,0
12524,82362,14
12525,76782,299
12526,85211,138
12527,92223,27
12528,91143,112
12529,83220,33
12530,82643,177
12531,82649,0
12532,89081,12
12533,1423,343
12534,62463,0
12535,104640,7
12536,59156,62
12537,47034,468
12538,86859,143
12539,100888,0
12540,48243,356
12541,92051,31
12542,77555,279
12543,98666,1
12544,89683,348
12545,99988,0
12546,37173,261
12547,100143,0
12548,74889,347
12549,101470,2
12550,98014,0
12551,86508,30
12552,83386,36
12553,85169,67
12554,81009,250
12555,75913,385
12556,52428,488
12557,15913,311
12558,88783,1
12559,14619,11
12560,81158,0
12561,83394,352
12562,94892,0
12563,4390,388
12564,62286,62
12565,85906,4
12566,101794,0
12567,82508,453
12568,85360,5
12569,52414,9
12570,74720,269
12571,47315,216
12572,56768,138
12573,99386,0
12574,52296,376
12575,88614,24
12576,41203,450
12577,98627,2
12578,93283,0
12579,101192,0
12580,39395,133
12581,35862,129
12582,17550,282
12583,47782,0
12584,88929,137
12585,98790,0
12586,92380,118
12587,88769,30
12588,80106,0
12589,98180,0
12590,46311,47
12591,47633,12
12592,91728,0
12593,76526,4
12594,79361,380
12595,77246,19
12596,93879,17
12597,96253,12
12598,47039,27
12599,94765,14
12600,80421,61
12601,87543,2
12602,97139,9
12603,84744,165
12604,102986,0
12605,97007,1
12606,83982,302
12607,60326,79
12608,81293,199
12609,91168,42
12610,58838,92
12611,75311,62
12612,100137,0
12613,104612,7
12614,37949,288
12615,54684,263
12616,103878,0
12617,89393,34
12618,89365,0
12619,53041,164
12620,81622,351
12621,95969,0
12622,100452,0
12623,53154,360
12624,40168,15
12625,37637,67
12626,84758,336
12627,75187,162
12628,56155,196
12629,77274,69
12630,41198,117
12631,37198,63
12632,87840,9
12633,95324,3
12634,80668,217
12635,55687,65
12636,41942,45
12637,101433,0
12638,55254,0
12639,86507,2
12640,89902,107
12641,62848,91
12642,84856,0
12643,91755,1
12644,84094,20
12645,78280,165
12646,55977,149
12647,103725,0
12648,93538,33
12649,94745,0
12650,61948,310
12651,85292,46
12652,79636,99
12653,76309,0
12654,77549,36
12655,85601,7
12656,94140,0
12657,75887,77
12658,3945,403
12659,35510,324
12660,955,0
12661,74424,445
12662,91727,8
12663,94908,0
12664,88431,5
12665,95175,0
12666,76618,416
12667,82879,162
12668,100989,0
12669,46417,128
12670,50020,374
12671,15617,241
12672,93361,4
12673,88729,11
12674,41487,359
12675,60151,105
12676,1529,3
12677,3084,282
12678,100685,0
12679,77355,163
12680,82904,319
12681,3028,59
12682,93949,1
12683,103236,9
12684,102049,0
12685,81447,457
12686,43309,136
12687,90239,5
12688,93544,0
12689,52827,79
12690,90664,0
