,hotel_id,mrc_images_score,actual_room_categories,images_available_for_categories
3623,37970,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X)
3624,97332,10.0,Indonesia Standard Double,Indonesia Standard Double
3625,90022,8.333333333333334,Superior Double|Double Suite|Classic (2X)|Superior Twin|Superior Triple Room (1 Double bed + 1 Single bed)|Superior Triple Room (3 Single beds),Superior Double|Double Suite|Superior Twin|Superior Triple Room (1 Double bed + 1 Single bed)|Superior Triple Room (3 Single beds)
3626,35419,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3627,91195,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3628,82974,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3629,95560,7.5,Vietnam Superior Double|Vietnam Suite Double|Vietnam Deluxe Double|Classic (2X),Vietnam Superior Double|Vietnam Suite Double|Vietnam Deluxe Double|
3630,78783,6.666666666666666,Monthly standard single Room |Classic (2X)|Monthly Deluxe single Room ,Monthly standard single Room |Monthly Deluxe single Room 
3631,100788,0.0,NON AC Saver|Classic (2X),
3632,58029,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3633,94179,10.0,Bed in Female dorm room|Spot on Twin|Spot on Single|Bed in Mixed dorm room,Bed in Female dorm room|Spot on Twin|Spot on Single|Bed in Mixed dorm room
3634,100797,0.0,Deluxe (3X)|Suite (4X)|Classic (2X)|Classic (2X),
3635,52314,0.0,Classic (2X),
3636,46346,10.0,Saver Double (X),Saver Double (X)
3637,62366,0.0,Classic (2X),
3638,6287,10.0,Classic (2X)|Classic (2X)|Saver Double (X)|Deluxe (3X),Classic (2X)|Classic (2X)|Saver Double (X)|Deluxe (3X)
3639,37520,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3640,46321,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3641,19728,0.0,Classic (2X)|Classic (2X),
3642,12680,0.0,Classic (2X)|Classic (2X),
3643,92109,10.0,Saver Double (X),Saver Double (X)
3644,3289,0.0,Classic (2X)|Classic (2X),
3645,83311,0.0,Classic (2X),
3646,55442,0.0,Classic (2X),
3647,52508,10.0,Saver Double (X)|Saver Double (X)|Classic (2X),Saver Double (X)|Saver Double (X)|Classic (2X)
3648,101677,10.0,Deluxe With View|Standard Suite|Comfort Suite With View|Standard Suite With View,Deluxe With View|Standard Suite|Comfort Suite With View|Standard Suite With View
3649,44858,5.0,Presidential (7X)|Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3650,15490,0.0,Deluxe (3X)|Classic (2X),
3651,53068,0.0,Classic (2X),
3652,75540,0.0,Classic (2X),
3653,260,0.0,Classic (2X),
3654,6996,0.0,Classic (2X)|Classic (2X),
3655,101818,0.0,Deluxe (3X),
3656,75813,0.0,Classic (2X),
3657,79534,6.666666666666666,Classic (2X)|Saver Double (X)|Deluxe (3X),Saver Double (X)|Deluxe (3X)
3658,99568,10.0,SPOT ON|SPOT ON|SPOT ON Deluxe|SPOT ON NON-AC,SPOT ON|SPOT ON|SPOT ON Deluxe|SPOT ON NON-AC
3659,36803,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3660,45910,10.0,Classic (2X),Classic (2X)
3661,17141,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3662,40794,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3663,86706,10.0,Classic (2X),Classic (2X)
3664,14958,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3665,98367,10.0,Classic (2X)|Suite (4X),Classic (2X)|Suite (4X)
3666,73251,10.0,Classic (2X),Classic (2X)
3667,87800,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3668,10472,0.0,Classic (2X)|Classic (2X),
3669,42164,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3670,89296,10.0,Standard Two Beds|Standard Two Beds|Superior|Superior,Standard Two Beds|Standard Two Beds|Superior|Superior
3671,76426,10.0,King Bed Smoking|Premium King Bed|King Bed|King Bed|2 Queen Bed|2 Queen Bed|King Bed Accessible,King Bed Smoking|Premium King Bed|King Bed|King Bed|2 Queen Bed|2 Queen Bed|King Bed Accessible
3672,94097,10.0,Deluxe (3X),Deluxe (3X)
3673,61745,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3674,98389,10.0,Classic with View,Classic with View
3675,91656,10.0,Deluxe (3X),Deluxe (3X)
3676,82524,10.0,Deluxe (3X),Deluxe (3X)
3677,89434,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON
3678,78516,5.0,Saver Single|Saver Single|Indonesia Standard Double,Saver Single|Saver Single|
3679,47955,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
3680,101553,4.0,Superior Twin|Private Double room with shared washroom	|6 Bed Family room|Private Twin room with shared washroom	|Superior Double,Superior Twin|Superior Double
3681,13881,10.0,Classic (2X)|Classic (2X)|Saver Double (X)|Saver Single (X),Classic (2X)|Classic (2X)|Saver Double (X)|Saver Single (X)
3682,59064,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3683,43497,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3684,43958,10.0,Classic (2X),Classic (2X)
3685,75194,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3686,62068,10.0,Classic (2X),Classic (2X)
3687,79697,10.0,Classic (2X),Classic (2X)
3688,62186,10.0,Classic (2X),Classic (2X)
3689,7322,0.0,Classic (2X)|Classic (2X),
3690,3233,0.0,Classic (2X)|Classic (2X),
3691,60378,6.666666666666666,Classic (2X)|Saver Double (X)|Saver Double (X)|Saver Single (X)|Saver Single (X),Saver Double (X)|Saver Double (X)|Saver Single (X)|Saver Single (X)
3692,50953,10.0,Classic (2X)|Classic (2X)|Saver Single (X),Classic (2X)|Classic (2X)|Saver Single (X)
3693,103781,10.0,Philippines Standard Double ,Philippines Standard Double 
3694,40496,6.666666666666666,Classic (2X)|Saver Double (X)|Saver Single (X),Saver Double (X)|Saver Single (X)
3695,104377,0.0,Classic (2X)|Classic (2X),
3696,95270,0.0,Classic (2X),
3697,103604,0.0,Deluxe (3X)|Classic (2X),
3698,10298,0.0,Classic (2X)|Classic (2X),
3699,88967,0.0,Classic (2X),
3700,89597,0.0,Classic (2X),
3701,39748,0.0,Classic (2X),
3702,102296,0.0,SPOT ON,
3703,55917,10.0,Saver Double (X)|Classic (2X)|Deluxe (3X),Saver Double (X)|Classic (2X)|Deluxe (3X)
3704,103601,0.0,Deluxe (3X)|Suite (4X),
3705,8239,0.0,Classic (2X),
3706,78198,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3707,268,0.0,Classic (2X)|Classic (2X),
3708,51296,0.0,Classic (2X),
3709,2960,0.0,Classic (2X)|Classic (2X),
3710,91653,0.0,Classic (2X),
3711,49932,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3712,75951,0.0,Classic (2X),
3713,36038,0.0,Classic (2X),
3714,870,10.0,Classic (2X),Classic (2X)
3715,1604,10.0,Saver Double (X)|Classic (2X)|Classic (2X)|Saver Single (X),Saver Double (X)|Classic (2X)|Classic (2X)|Saver Single (X)
3716,52756,0.0,Classic (2X),
3717,18069,0.0,Classic (2X),
3718,79126,10.0,Classic (2X),Classic (2X)
3719,35436,10.0,Classic (2X),Classic (2X)
3720,35560,10.0,Classic (2X),Classic (2X)
3721,44422,10.0,Classic (2X),Classic (2X)
3722,55633,10.0,Classic (2X),Classic (2X)
3723,46771,10.0,Classic (2X),Classic (2X)
3724,62802,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3725,98420,10.0,Classic (2X),Classic (2X)
3726,61278,10.0,Classic (2X),Classic (2X)
3727,38395,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3728,12219,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3729,54443,10.0,Classic (2X),Classic (2X)
3730,82439,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3731,17771,10.0,Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3732,88807,10.0,Deluxe (3X),Deluxe (3X)
3733,59492,10.0,Deluxe (3X),Deluxe (3X)
3734,48613,10.0,Deluxe (3X),Deluxe (3X)
3735,86160,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3736,73574,10.0,SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3737,96139,10.0,Deluxe (3X),Deluxe (3X)
3738,44245,10.0,Deluxe (3X),Deluxe (3X)
3739,93796,8.571428571428571,Standard Twin|Deluxe Twin|Suite|Classic (2X)|Deluxe Double|Superior Double|Superior Twin,Standard Twin|Deluxe Twin|Suite|Deluxe Double|Superior Double|Superior Twin
3740,45007,10.0,Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)|Classic (2X)
3741,85384,10.0,Indonesia Deluxe Double|Suite Twin Indonesia|Indonesia Suite Double,Indonesia Deluxe Double|Suite Twin Indonesia|Indonesia Suite Double
3742,84335,10.0,Quadruple Room|Standard Triple|Standard Double - Twin|Standard Double - Twin|Standard Double - King,Quadruple Room|Standard Triple|Standard Double - Twin|Standard Double - Twin|Standard Double - King
3743,80777,4.285714285714286,Indonesia Suite Family|Indonesia Deluxe Double|Indonesia Standard Double|Indonesia Standard Twin|Classic (2X)|Indonesia Standard Single|Indonesia Suite Double,Indonesia Suite Family|Indonesia Deluxe Double|Indonesia Suite Double
3744,84020,10.0,SPOT ON SAVER|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER,SPOT ON SAVER|SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON NON-AC SAVER
3745,97686,10.0,Indonesia Standard Single|Indonesia Standard Single|Indonesia Standard Twin,Indonesia Standard Single|Indonesia Standard Single|Indonesia Standard Twin
3746,47100,10.0,Indonesia Deluxe Double|Indonesia Standard Double,Indonesia Deluxe Double|Indonesia Standard Double
3747,95709,7.777777777777778,Vietnam Standard Twin|Vietnam Studio Apartment|Vietnam Superior Double|Vietnam Standard Double|Vietnam 1 Bedroom Apartment|Family 10 Pax|Classic (2X)|Vietnam Deluxe Twin|Vietnam Deluxe Double,Vietnam Standard Twin|Vietnam Studio Apartment|Vietnam Superior Double|Vietnam Standard Double|Vietnam 1 Bedroom Apartment|Vietnam Deluxe Twin|Vietnam Deluxe Double
3748,60094,10.0,Suite Family|Deluxe Twin|Deluxe Double|Malaysia Deluxe Triple|Suite Triple,Suite Family|Deluxe Twin|Deluxe Double|Malaysia Deluxe Triple|Suite Triple
3749,92410,6.666666666666666,Vietnam Superior Double|Classic (2X)|Vietnam Standard Double,Vietnam Superior Double|Vietnam Standard Double
3750,48267,8.0,Standard Double Sri Lanka|Standard Family Sri Lanka|Standard Triple Sri Lanka|Standard Twin Sri Lanka|Classic (2X),Standard Double Sri Lanka|Standard Family Sri Lanka|Standard Triple Sri Lanka|Standard Twin Sri Lanka|
3751,96783,10.0,Superior|Deluxe double|Junior Suite|Standard Two Beds,Superior|Deluxe double|Junior Suite|Standard Two Beds
3752,54896,10.0,Indonesia Standard Double|Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Deluxe Twin,Indonesia Standard Double|Indonesia Standard Twin|Indonesia Deluxe Double|Indonesia Deluxe Twin
3753,43941,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Classic (2X)|Suite (4X)
3754,98063,10.0,Superior Two beds|Superior,Superior Two beds|Superior
3755,48596,0.0,Deluxe (3X)|Classic (2X),
3756,12078,0.0,Classic (2X),
3757,75495,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3758,56530,5.0,Classic (2X)|SPOT ON NON-AC,SPOT ON NON-AC
3759,35152,0.0,Classic (2X),
3760,16294,10.0,Classic (2X),Classic (2X)
3761,86880,10.0,Classic (2X),Classic (2X)
3762,41421,10.0,Classic (2X),Classic (2X)
3763,59945,8.88888888888889,Deluxe Room Queen|Deluxe Room King|Suite|Suite|Deluxe Room Twin|Standard Room Queen|Standard Room Queen|Standard Room Twin|Classic|Standard Room King|Classic (2X),Deluxe Room Queen|Deluxe Room King|Suite|Suite|Deluxe Room Twin|Standard Room Queen|Standard Room Queen|Standard Room Twin|Classic|Standard Room King|
3764,44993,10.0,Classic (2X)|Saver Single (X),Classic (2X)|Saver Single (X)
3765,75523,8.0,Double room with jacuzzi and private parking|Double Room|Double room with swimming pool and private parking|Double room with private parking|Twin Room,Double room with jacuzzi and private parking|Double Room|Double room with swimming pool and private parking|Twin Room
3766,92258,10.0,Suite (4X)|Deluxe (3X)|Classic (2X),Suite (4X)|Deluxe (3X)|Classic (2X)
3767,74134,10.0,Standard Two Beds|Standard Triple|Family Room|Standard|Standard Two Single Beds|Standard Quadruple|Superior,Standard Two Beds|Standard Triple|Family Room|Standard|Standard Two Single Beds|Standard Quadruple|Superior
3768,80774,10.0,Indonesia Suite Family|Indonesia Deluxe Double|Indonesia Suite Double|Indonesia Deluxe Twin|Indonesia Standard Double,Indonesia Suite Family|Indonesia Deluxe Double|Indonesia Suite Double|Indonesia Deluxe Twin|Indonesia Standard Double
3769,61590,10.0,Standard Single - Malaysia|Deluxe Twin|Deluxe Twin|Deluxe Queen|Standard Queen|Suite Family|Deluxe King|Suite Triple,Standard Single - Malaysia|Deluxe Twin|Deluxe Twin|Deluxe Queen|Standard Queen|Suite Family|Deluxe King|Suite Triple
3770,103944,10.0,Standard Two Beds|Standard,Standard Two Beds|Standard
3771,87780,6.666666666666666,1 Bedroom Suite|Superior Double|Classic (2X),1 Bedroom Suite|Superior Double|
3772,99607,10.0,Indonesia Standard Single,Indonesia Standard Single
3773,92297,10.0,Deluxe Twin|Deluxe Queen|Deluxe Single|Suite Triple,Deluxe Twin|Deluxe Queen|Deluxe Single|Suite Triple
3774,99618,10.0,Deluxe Double,Deluxe Double
3775,80558,10.0,Deluxe Triple Sri Lanka|Deluxe Family|Suite Double Sri Lanka|1 Bedroom Apartment Sri Lanka|Deluxe double garden View|Deluxe Double Sri Lanka,Deluxe Triple Sri Lanka|Deluxe Family|Suite Double Sri Lanka|1 Bedroom Apartment Sri Lanka|Deluxe double garden View|Deluxe Double Sri Lanka
3776,86439,10.0,Indonesia Deluxe Double|Indonesia Standard Double|Indonesia Standard Twin,Indonesia Deluxe Double|Indonesia Standard Double|Indonesia Standard Twin
3777,92584,10.0,Deluxe (3X),Deluxe (3X)
3778,90292,0.0,Spot on Superior Family|Classic (2X)|Spot on Standard Double	|Spot on Superior Triple,
3779,93003,10.0,Saver Double (X)|Classic (2X)|Suite (4X)|Deluxe (3X),Saver Double (X)|Classic (2X)|Suite (4X)|Deluxe (3X)
3780,83761,5.0,Saver Double (X)|Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3781,10149,0.0,Classic (2X)|Classic (2X),
3782,59804,0.0,Classic (2X),
3783,35602,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3784,94508,0.0,Monthly standard single Room |Monthly standard Double Room ,
3785,51122,0.0,Classic (2X),
3786,102743,0.0,Classic (2X),
3787,82386,0.0,Classic (2X),
3788,41849,10.0,Saver Double (X)|Classic (2X)|Deluxe (3X),Saver Double (X)|Classic (2X)|Deluxe (3X)
3789,98682,0.0,SPOT ON NON-AC SAVER|Saver Double (X)|SPOT ON NON-AC|Deluxe (3X)|Saver Single (X)|Classic (2X),
3790,101238,10.0,Triple Room (1 Double bed + 1 Single bed)|Quadruple Room (1 Double bed + 2 Single beds)|Double Room,Triple Room (1 Double bed + 1 Single bed)|Quadruple Room (1 Double bed + 2 Single beds)|Double Room
3791,19253,0.0,Classic (2X),
3792,76249,0.0,Classic (2X),
3793,104498,10.0,Saver Double|Indonesia Standard Twin|Indonesia Standard Double,Saver Double|Indonesia Standard Twin|Indonesia Standard Double
3794,46034,6.666666666666666,Saver Single (X)|Classic (2X)|Classic (2X)|Deluxe (3X),Classic (2X)|Classic (2X)|Deluxe (3X)
3795,90787,10.0,Indonesia Standard Twin|Indonesia Standard Double,Indonesia Standard Twin|Indonesia Standard Double
3796,90033,0.0,Classic (2X),
3797,36949,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3798,18091,5.0,Deluxe (3X)|Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3799,76553,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3800,50835,10.0,Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X)
3801,46304,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3802,55889,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
3803,83896,10.0,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON NON-AC|SPOT ON
3804,99717,10.0,Standard|Standard Two Beds,Standard|Standard Two Beds
3805,73422,10.0,Indonesia Standard Double,Indonesia Standard Double
3806,101981,10.0,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Twin,Indonesia Standard Double|Indonesia Deluxe Double|Indonesia Deluxe Twin
3807,61126,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3808,92570,10.0,Deluxe (3X),Deluxe (3X)
3809,50680,10.0,Deluxe (3X),Deluxe (3X)
3810,90005,10.0,Deluxe (3X),Deluxe (3X)
3811,58291,10.0,Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X),Deluxe (3X)|Classic (2X)|Classic (2X)|Saver Double (X)
3812,47873,10.0,Deluxe (3X)|Classic (2X)|Suite (4X),Deluxe (3X)|Classic (2X)|Suite (4X)
3813,44667,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3814,97042,7.5,Classic (2X)|Standard Twin|Standard Triple|Standard Triple|Standard Double|Standard Double,Standard Twin|Standard Triple|Standard Triple|Standard Double|Standard Double
3815,57242,10.0,Premium Queen Bed|Queen Bed|Queen Bed|2 Queen Bed|2 Queen Bed,Premium Queen Bed|Queen Bed|Queen Bed|2 Queen Bed|2 Queen Bed
3816,53529,10.0,Saver Double (X)|Classic (2X)|Classic (2X),Saver Double (X)|Classic (2X)|Classic (2X)
3817,89707,5.0,SPOT ON Deluxe|SPOT ON NON-AC|SPOT ON NON-AC,SPOT ON NON-AC|SPOT ON NON-AC
3818,58032,0.0,Saver Double (X)|SPOT ON NON-AC|Classic (2X)|SPOT ON,
3819,96882,10.0,Saver Double (X),Saver Double (X)
3820,56533,10.0,Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)|Deluxe (3X),Saver Double (X)|Saver Double (X)|Classic (2X)|Classic (2X)|Deluxe (3X)
3821,95571,0.0,Deluxe (3X)|Saver Single (X)|Classic (2X)|Classic (2X),
3822,5660,0.0,Classic (2X),
3823,58904,0.0,Classic (2X),
3824,18488,0.0,Classic (2X)|Classic (2X),
3825,3413,0.0,Classic (2X),
3826,77911,0.0,Classic (2X),
3827,48444,0.0,Classic (2X),
3828,48295,10.0,Saver Double (X)|Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X),Saver Double (X)|Saver Double (X)|Saver Single (X)|Classic (2X)|Classic (2X)
3829,94232,0.0,Deluxe (3X),
3830,6698,0.0,Classic (2X),
3831,78035,0.0,Classic (2X),
3832,9533,0.0,Classic (2X)|Classic (2X),
3833,61877,7.5,SPOT ON NON-AC SAVER|SPOT ON|Classic (2X)|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON|SPOT ON NON-AC
3834,39450,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3835,84194,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3836,103438,0.0,Saver Double (X)|Deluxe (3X),
3837,18952,0.0,Classic (2X),
3838,49502,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3839,57118,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3840,35889,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3841,82223,10.0,SPOT ON NON-AC SAVER|SPOT ON NON-AC,SPOT ON NON-AC SAVER|SPOT ON NON-AC
3842,7027,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3843,57405,0.0,Indonesia Deluxe Double|Indonesia Deluxe Double|Indonesia Suite Family|Indonesia Suite Family,
3844,4470,0.0,Classic (2X)|Classic (2X),
3845,44414,10.0,Classic (2X)|Suite (4X)|Deluxe (3X),Classic (2X)|Suite (4X)|Deluxe (3X)
3846,18041,10.0,Classic (2X),Classic (2X)
3847,61902,10.0,Superior King Room|Standard Queen|Standard Queen|Premium Suite room|Suite Family|Standard Twin|Deluxe Double|Malaysia Deluxe Triple|Standard Single - Malaysia|Suite Triple,Superior King Room|Standard Queen|Standard Queen|Premium Suite room|Suite Family|Standard Twin|Deluxe Double|Malaysia Deluxe Triple|Standard Single - Malaysia|Suite Triple
3848,7283,10.0,Classic (2X),Classic (2X)
3849,91816,10.0,Classic (2X),Classic (2X)
3850,87910,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3851,97782,10.0,2 Queen Bed|2 Queen Bed|King Bed Accessible|King Bed,2 Queen Bed|2 Queen Bed|King Bed Accessible|King Bed
3852,61303,10.0,Classic (2X),Classic (2X)
3853,14674,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3854,20004,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3855,60243,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3856,92846,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3857,4934,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3858,53248,10.0,Suite (4X)|Deluxe (3X),Suite (4X)|Deluxe (3X)
3859,100766,10.0,Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Standard Single,Indonesia Deluxe Double|Indonesia Deluxe Twin|Indonesia Standard Single
3860,61930,10.0,Deluxe (3X)|Deluxe (3X)|Classic (2X),Deluxe (3X)|Deluxe (3X)|Classic (2X)
3861,89544,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
3862,79275,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3863,88832,10.0,Saver Single (X)|Classic (2X)|Classic (2X),Saver Single (X)|Classic (2X)|Classic (2X)
3864,75658,10.0,SPOT ON NON-AC|SPOT ON,SPOT ON NON-AC|SPOT ON
3865,60864,10.0,Saver Single (X)|Classic (2X),Saver Single (X)|Classic (2X)
3866,46796,10.0,Deluxe (3X)|Classic (2X)|Classic (2X),Deluxe (3X)|Classic (2X)|Classic (2X)
3867,93484,10.0,SPOT ON NON-AC,SPOT ON NON-AC
3868,103767,10.0,Indonesia Standard Double,Indonesia Standard Double
3869,2808,10.0,Deluxe (3X)|Classic (2X),Deluxe (3X)|Classic (2X)
3870,50087,10.0,Classic (2X)|Classic (2X)|Saver Double (X),Classic (2X)|Classic (2X)|Saver Double (X)
3871,38260,10.0,Classic (2X),Classic (2X)
3872,57852,10.0,Classic (2X),Classic (2X)
3873,62940,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3874,74930,10.0,Classic (2X),Classic (2X)
3875,78631,10.0,Classic (2X),Classic (2X)
3876,19742,10.0,Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3877,7612,10.0,Classic (2X),Classic (2X)
3878,19891,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3879,59821,10.0,Classic (2X)|Deluxe (3X),Classic (2X)|Deluxe (3X)
3880,56508,10.0,Classic (2X)|Saver Double (X),Classic (2X)|Saver Double (X)
3881,37537,5.0,NON AC Saver|Classic (2X)|Classic (2X),Classic (2X)|Classic (2X)
3882,52944,0.0,Classic (2X),
3883,47111,0.0,Classic (2X),
3884,13909,0.0,Classic (2X),
3885,53079,0.0,Classic (2X)|Classic (2X),
3886,5086,0.0,Classic (2X)|Classic (2X),
3887,92711,10.0,Saver Double (X)|Classic (2X),Saver Double (X)|Classic (2X)
3888,99171,0.0,Deluxe (3X)|Deluxe (3X)|Classic (2X)|Classic (2X),
3889,3708,0.0,Classic (2X)|Classic (2X),
3890,100521,0.0,NON AC Saver|Deluxe (3X)|Classic (2X),
3891,37506,10.0,Classic (2X),Classic (2X)
