,hotel_id,no_of_comments
13470,74203,17
13471,102767,0
13472,94737,0
13473,53995,31
13474,99440,0
13475,35477,48
13476,83664,69
13477,43552,64
13478,76398,0
13479,35740,0
13480,16173,54
13481,44844,45
13482,16716,13
13483,89876,2
13484,79824,86
13485,51285,35
13486,50981,11
13487,80274,0
13488,104546,0
13489,14770,0
13490,16305,56
13491,95748,1
13492,86433,4
13493,78184,23
13494,80153,0
13495,47522,63
13496,61565,24
13497,54446,35
13498,57101,49
13499,85370,0
13500,5033,18
13501,92598,1
13502,55588,0
13503,92567,0
13504,3863,73
13505,50672,32
13506,97343,1
13507,11960,24
13508,97658,0
13509,57419,7
13510,54280,11
13511,82425,0
13512,86163,0
13513,86869,0
13514,99888,0
13515,94519,0
13516,48323,10
13517,56679,24
13518,15543,17
13519,80437,0
13520,46208,17
13521,11822,46
13522,87488,13
13523,78499,35
13524,101683,0
13525,83134,23
13526,14795,44
13527,78482,0
13528,92896,0
13529,12407,0
13530,103933,1
13531,38097,74
13532,39039,72
13533,56505,47
13534,102577,0
13535,58738,72
13536,55751,38
13537,83705,13
13538,99590,0
13539,99593,0
13540,89094,1
13541,104515,2
13542,15391,34
13543,61615,96
13544,15256,34
13545,18055,36
13546,20302,0
13547,90039,10
13548,50545,0
13549,97467,0
13550,82220,0
13551,99438,0
13552,85260,3
13553,39191,8
13554,61016,86
13555,89856,0
13556,92716,0
13557,92095,0
13558,59967,40
13559,83775,1
13560,83269,25
13561,48132,20
13562,87181,1
13563,92531,0
13564,41399,15
13565,57129,72
13566,78488,42
13567,42628,59
13568,97959,0
13569,85505,4
13570,14359,91
13571,79987,21
13572,1303,22
13573,13020,60
13574,95529,0
13575,62231,18
13576,39582,57
13577,100451,0
13578,103938,0
13579,75203,3
13580,88194,4
13581,87960,0
13582,90773,0
13583,49485,83
13584,76994,0
13585,82822,27
13586,91372,0
13587,6093,25
13588,82850,34
13589,90880,0
13590,1064,69
13591,80583,41
13592,60988,66
13593,99604,0
13594,74637,34
13595,51721,64
13596,81486,50
13597,85525,0
13598,43986,69
13599,82684,4
13600,42912,16
13601,86858,0
13602,40977,40
13603,79278,29
13604,92851,0
13605,47994,2
13606,76986,6
13607,94657,0
13608,15093,24
13609,94381,0
13610,84909,0
13611,98980,0
13612,94353,0
13613,81489,0
13614,73864,21
13615,95582,0
13616,56080,44
13617,84664,13
13618,82251,0
13619,4012,42
13620,57993,33
13621,83910,0
13622,37540,87
13623,73701,50
13624,85876,11
13625,1039,35
13626,52646,25
13627,35864,2
13628,81947,4
13629,81621,0
13630,79427,30
13631,94958,0
13632,76567,2
13633,46962,29
13634,95982,0
13635,49032,0
13636,94511,0
13637,88810,12
13638,48337,12
13639,95678,1
13640,58114,84
13641,15228,83
13642,74165,0
13643,88357,2
13644,89859,0
13645,57444,98
13646,46785,18
13647,80271,3
13648,51558,10
13649,96595,0
13650,54553,32
13651,75841,25
13652,52497,65
13653,55796,7
13654,58021,12
13655,49035,10
13656,94041,0
13657,93566,0
13658,94083,0
13659,101393,0
13660,13428,9
13661,54404,80
13662,100018,0
13663,87142,0
13664,93183,1
13665,93127,0
13666,98406,0
13667,90171,0
13668,81351,10
13669,50393,44
13670,48312,7
13671,79562,52
13672,45716,35
13673,75211,4
13674,53110,5
13675,77613,12
13676,46343,13
13677,45294,2
13678,37076,24
13679,53844,3
13680,41101,5
13681,42141,40
13682,99469,0
13683,79233,18
13684,103317,0
13685,14629,14
13686,93746,0
13687,57855,30
13688,90430,0
13689,100206,0
13690,77638,20
13691,87769,5
13692,96468,0
13693,90196,0
13694,75518,10
13695,78938,33
13696,15855,33
13697,41531,89
13698,76266,74
13699,86695,15
13700,83750,1
13701,89445,0
13702,100189,0
13703,88385,12
13704,95214,0
13705,97492,0
13706,55928,15
13707,90011,54
13708,38274,33
13709,16564,98
13710,79680,0
13711,86748,5
13712,82344,3
13713,91057,0
13714,78496,72
13715,98676,0
13716,84917,0
13717,60085,28
13718,91538,0
13719,15234,16
13720,74016,16
13721,79728,26
13722,7772,18
13723,99168,0
13724,59644,52
13725,49493,3
13726,57149,3
13727,97925,0
13728,96752,1
13729,50984,3
13730,97067,0
13731,91518,1
13732,94201,0
13733,101106,0
13734,98977,0
13735,79590,9
13736,46211,94
13737,45885,20
13738,8804,35
13739,46951,27
13740,41885,41
13741,46506,59
13742,50818,26
13743,93304,1
13744,103491,0
13745,93597,0
13746,94789,0
13747,87783,2
13748,27325,83
13749,99441,0
13750,95546,0
13751,53850,32
13752,46467,43
13753,15079,0
13754,18536,43
13755,90129,21
13756,61289,30
13757,75357,18
13758,73695,29
13759,78353,28
13760,88711,0
13761,94210,7
13762,101832,0
13763,91546,0
13764,78960,0
13765,51420,20
13766,98994,0
13767,98853,0
13768,99022,0
13769,75824,18
13770,97180,0
13771,11071,89
13772,73439,57
13773,5834,67
13774,11468,58
13775,103024,0
13776,44532,32
13777,50815,30
13778,91352,4
13779,92216,0
13780,47941,22
13781,46360,36
13782,45786,89
13783,47243,92
13784,53681,31
13785,60963,21
13786,103314,0
13787,55495,70
13788,81064,13
13789,92874,3
13790,62043,40
13791,89991,9
13792,104231,1
13793,45761,2
13794,85232,7
13795,88382,0
13796,89125,0
13797,55605,0
13798,7606,0
13799,39298,43
13800,17166,11
13801,91181,2
13802,97368,0
13803,93141,0
13804,61413,60
13805,448,48
13806,54747,8
13807,95734,0
13808,89572,2
13809,92131,0
13810,54415,3
13811,20018,84
13812,74902,24
13813,49316,23
13814,86866,13
13815,86588,0
13816,100040,0
13817,88981,0
13818,80004,0
13819,45741,3
13820,79874,93
13821,92559,0
13822,85395,11
13823,101227,0
13824,97177,0
13825,56108,49
13826,57079,39
13827,19433,19
13828,82701,1
13829,93881,0
13830,80133,35
13831,81649,2
13832,83584,24
13833,99905,0
13834,61441,6
13835,82695,16
13836,5370,0
13837,87007,17
13838,18370,18
13839,104121,0
13840,53217,33
13841,75037,0
13842,90596,1
13843,55743,3
13844,98679,0
13845,87336,3
13846,42324,12
13847,92719,0
13848,89690,2
13849,40538,22
13850,40673,6
13851,36300,30
13852,62060,3
13853,84175,3
13854,93934,0
13855,78223,4
13856,38589,23
13857,57551,58
13858,49344,0
13859,62054,60
13860,55020,2
13861,98690,1
13862,104093,2
13863,75512,20
13864,1171,5
13865,47983,99
13866,91046,0
13867,83460,49
13868,49192,62
13869,84329,1
13870,91496,0
13871,90936,0
13872,91189,2
13873,88070,4
13874,45879,65
13875,79576,0
13876,15076,90
13877,82861,16
13878,80423,4
13879,55937,4
13880,82549,9
13881,92266,0
13882,99146,1
13883,98983,0
13884,87049,2
13885,83595,6
13886,85508,0
13887,96918,0
13888,40198,68
13889,43351,11
13890,90767,2
13891,80282,21
13892,11777,43
13893,97197,0
13894,85367,0
13895,78634,56
13896,86875,8
13897,45921,70
13898,76252,15
13899,97152,1
13900,91631,0
13901,57259,37
13902,81331,64
13903,104228,3
13904,53687,61
13905,90604,6
13906,90348,0
13907,48759,93
13908,62510,1
13909,19593,76
13910,75231,21
13911,89299,18
13912,86560,0
13913,60133,46
13914,97337,0
13915,47693,47
13916,59694,43
13917,81801,0
13918,62161,81
13919,93307,0
13920,94359,0
13921,95695,0
13922,93445,0
13923,57869,85
13924,99140,0
13925,46942,0
13926,62490,57
13927,100383,0
13928,99005,0
13929,74322,0
13930,52480,72
13931,53822,0
13932,86430,0
13933,104383,0
13934,50095,4
13935,7131,17
13936,61030,35
13937,47221,67
13938,88230,19
13939,58316,26
13940,100175,0
13941,103913,1
13942,93920,1
13943,100288,0
13944,88641,2
13945,49648,16
13946,49060,2
13947,51431,55
13948,102594,0
13949,85983,7
13950,46537,0
13951,87325,2
13952,99714,0
13953,74722,63
13954,91943,1
13955,103505,0
13956,97205,1
13957,42636,57
13958,77014,19
13959,74190,74
13960,59025,31
13961,100780,1
13962,53816,57
13963,75948,27
13964,89265,0
13965,103629,0
13966,89406,0
13967,586,47
13968,45176,99
13969,89724,31
13970,54854,29
13971,100670,0
13972,96454,0
13973,1199,59
13974,79852,50
13975,88835,4
13976,93580,1
13977,54567,89
13978,99137,0
13979,43182,22
13980,96758,0
13981,101967,0
13982,52345,42
13983,97942,0
13984,81975,13
13985,83905,31
13986,90624,5
13987,93470,0
13988,60119,29
13989,43401,70
13990,97807,0
13991,73580,1
13992,84920,0
13993,95391,0
13994,82673,16
13995,92230,1
13996,5671,9
13997,93161,0
13998,99157,0
13999,52643,57
14000,53355,10
14001,78946,45
14002,79843,13
14003,38083,73
14004,102597,0
14005,86107,0
14006,100358,0
14007,92435,1
14008,36584,65
14009,102279,0
14010,101531,0
14011,84310,25
14012,17948,1
14013,35138,20
14014,19734,0
14015,75076,14
14016,93760,0
14017,84360,8
14018,50084,43
14019,93771,1
14020,85204,28
14021,55931,4
14022,85398,0
14023,75799,0
14024,99317,0
14025,49167,90
14026,4487,1
14027,61621,74
14028,82560,10
14029,100968,0
14030,46059,23
14031,40212,55
14032,102622,0
14033,84501,5
14034,95847,0
14035,75360,31
14036,84796,1
14037,91206,2
14038,85696,15
14039,91805,0
14040,87170,2
14041,78367,39
14042,103519,0
14043,76238,8
14044,89575,43
14045,93310,0
14046,86259,1
14047,89831,48
14048,17762,4
14049,103775,0
14050,46498,14
14051,50838,30
14052,45446,19
14053,85837,4
14054,17208,75
14055,44217,3
14056,47246,46
14057,97194,0
14058,104512,0
14059,95447,0
14060,84948,3
14061,99275,0
14062,88222,2
14063,89122,1
14064,76699,24
14065,53650,20
14066,78358,4
14067,80707,63
14068,81646,4
14069,76128,6
14070,102020,0
14071,38586,40
14072,78322,9
14073,83559,0
14074,48886,10
14075,75636,27
14076,82276,1
14077,8506,0
14078,79686,2
14079,103424,0
14080,87634,16
14081,100057,0
14082,83899,8
14083,53273,32
14084,99880,0
14085,93346,0
14086,39936,81
14087,99002,0
14088,12570,20
14089,95267,0
14090,60552,24
14091,103927,0
14092,11915,22
14093,79385,0
14094,76716,55
14095,77458,73
14096,88205,3
14097,62352,71
14098,75653,11
14099,98696,0
14100,76139,43
14101,93729,0
14102,60130,33
14103,94640,1
14104,48281,23
14105,103668,0
14106,92255,3
14107,100656,5
14108,102006,0
14109,6411,61
14110,100603,0
14111,76103,36
14112,99756,0
14113,56966,64
14114,88045,2
14115,94221,0
14116,88970,0
14117,92418,0
14118,83598,1
14119,103657,0
14120,92449,0
14121,91074,0
14122,14497,8
14123,4594,0
14124,76561,0
14125,83885,99
14126,18086,86
14127,90483,21
14128,54145,73
14129,88506,7
14130,86897,20
14131,81213,0
14132,96730,0
14133,85972,0
14134,98814,0
14135,101233,0
14136,95979,0
14137,51555,56
14138,100369,0
14139,82847,28
14140,80293,20
14141,74778,59
14142,4169,0
14143,51392,54
14144,56044,1
14145,86138,0
14146,56629,52
14147,97222,0
14148,46931,92
14149,81770,7
14150,56806,1
14151,42743,58
14152,59095,14
14153,75959,1
14154,55765,35
14155,78797,37
14156,90444,0
14157,57827,29
14158,99579,0
14159,98516,0
14160,76702,76
14161,98392,0
14162,99877,0
14163,80639,42
14164,86602,46
14165,3120,30
14166,98803,0
14167,15242,92
14168,92078,0
14169,73245,13
14170,58471,99
14171,80594,36
14172,82709,8
14173,84006,10
14174,101230,0
14175,91507,0
14176,53802,44
14177,82262,24
14178,84639,22
14179,102853,0
14180,97053,0
14181,59191,76
14182,91237,1
14183,51873,25
14184,84509,0
14185,77602,3
14186,57256,19
14187,97956,0
14188,45730,0
14189,62189,5
14190,75068,12
14191,62029,3
14192,81514,72
14193,82245,39
14194,48447,24
14195,88540,0
14196,94668,0
14197,89552,2
14198,94058,0
14199,90497,4
14200,79098,3
14201,9108,22
14202,102003,1
14203,38136,89
14204,93591,0
14205,83708,10
14206,53535,27
14207,87609,10
14208,76724,2
14209,95090,0
14210,79866,89
14211,45148,65
14212,100029,0
14213,49195,0
14214,13445,85
14215,81618,20
14216,88410,11
14217,100026,0
14218,54868,46
14219,4903,43
14220,75349,47
14221,85359,3
14222,83736,22
14223,88095,8
14224,90317,0
14225,98732,0
14226,97652,0
14227,76235,32
14228,49322,20
14229,45162,3
14230,93647,0
14231,101539,0
14232,83438,7
14233,80884,81
14234,103030,0
14235,81773,3
14236,86011,1
14237,80749,15
14238,91355,1
14239,62780,30
14240,91510,3
14241,98105,0
14242,103789,0
14243,49319,73
14244,93293,0
14245,55211,57
14246,102999,0
14247,90610,0
14248,102861,1
14249,93439,5
14250,101666,0
14251,38578,98
14252,103764,0
14253,60676,84
14254,73881,20
14255,80150,68
14256,98856,0
14257,80763,14
14258,15408,57
14259,86841,12
14260,78364,5
14261,79672,0
14262,97059,0
14263,94204,0
14264,79821,26
14265,39914,8
14266,52919,8
14267,97655,0
14268,100001,0
14269,87744,0
14270,93715,2
14271,98668,0
14272,98254,0
14273,4760,17
14274,92269,0
14275,76114,45
14276,62915,20
14277,50829,95
14278,87145,0
14279,97953,0
14280,97031,0
14281,86568,7
14282,78637,80
14283,44251,24
14284,76260,9
14285,88804,0
14286,91344,0
14287,91915,1
14288,81348,0
14289,75217,6
14290,98867,0
14291,27378,96
14292,87949,3
14293,54542,72
14294,89867,0
14295,84009,51
14296,8512,15
14297,49755,0
14298,96865,0
14299,88101,3
14300,81635,13
14301,104661,0
14302,81022,4
14303,95568,0
14304,97340,0
14305,13895,65
14306,93020,0
14307,100178,0
14308,78524,14
14309,103916,1
14310,38249,90
14311,58766,40
14312,17017,21
14313,84644,14
14314,81804,0
14315,18803,28
14316,80445,10
14317,74626,1
14318,84051,17
14319,79559,0
14320,75838,3
14321,93155,1
14322,10734,97
14323,59984,35
14324,78676,1
14325,94812,0
14326,102867,0
14327,97818,1
14328,99253,0
14329,96578,0
14330,50230,89
14331,60108,34
14332,96589,0
14333,82082,9
14334,53358,83
14335,43809,34
14336,94651,0
14337,103353,0
14338,7595,60
14339,80611,43
14340,55149,2
14341,87938,0
14342,61140,61
14343,61728,1
14344,76243,2
14345,79396,48
14346,55782,13
14347,5480,0
14348,88087,4
14349,3871,1
14350,18707,97
14351,53245,10
14352,47671,26
14353,90742,0
14354,47820,9
14355,54570,15
14356,86731,19
14357,75470,34
14358,94955,0
14359,104374,0
14360,97346,0
14361,82808,0
14362,60856,0
14363,37979,78
14364,79548,31
14365,86610,56
14366,87496,0
14367,96727,0
14368,97793,0
14369,85381,0
14370,13892,37
14371,86267,0
14372,91043,0
14373,87443,5
14374,76429,44
14375,14469,7
14376,93785,0
14377,62358,32
14378,78645,42
14379,97084,0
14380,104391,0
14381,16156,80
14382,99863,0
14383,1486,34
14384,16145,18
14385,98693,0
14386,104259,0
14387,54716,43
14388,98364,0
14389,91504,0
14390,89243,1
14391,92106,0
14392,52905,0
14393,2687,84
14394,94806,0
14395,99323,0
14396,85997,18
14397,5075,99
14398,104664,0
14399,87907,9
14400,50534,14
14401,87471,22
14402,101247,0
14403,79860,4
14404,85699,32
14405,74460,28
14406,81511,24
14407,47837,4
14408,75332,33
14409,94941,5
14410,96876,0
14411,98651,0
14412,104529,0
14413,85522,0
14414,95703,0
14415,11237,25
14416,42186,10
14417,77433,1
14418,86993,2
14419,38696,93
14420,100344,0
14421,53383,2
14422,89313,2
14423,46838,12
14424,46619,61
14425,61320,53
14426,91791,0
14427,49946,47
14428,101705,0
14429,90770,0
14430,98080,0
14431,41534,9
14432,56685,26
14433,17194,49
14434,93892,0
14435,101368,1
14436,77160,3
14437,101812,0
14438,101815,0
14439,55332,17
14440,89566,0
14441,103033,0
14442,103463,2
14443,36035,21
14444,87350,2
14445,103792,0
14446,85834,5
14447,77003,63
14448,73276,3
14449,50722,35
14450,57430,3
14451,94654,0
14452,80310,1
14453,78932,21
14454,90781,0
14455,83567,9
14456,90593,0
14457,87648,1
14458,98282,6
14459,81638,44
14460,98111,0
14461,98541,0
14462,6740,80
14463,48022,5
14464,73549,28
14465,79084,10
14466,35858,13
14467,78651,4
14468,96457,0
14469,83289,24
14470,79863,4
14471,62217,7
14472,76685,13
14473,43348,30
14474,52314,11
14475,85111,0
14476,36038,3
14477,73414,71
14478,57394,34
14479,94097,0
14480,44245,8
14481,89108,0
14482,87797,3
14483,58195,78
14484,95560,0
14485,56229,27
14486,47955,23
14487,79126,17
14488,50967,20
14489,85809,2
14490,89296,1
14491,104377,1
14492,94179,1
14493,86706,23
14494,38395,61
14495,90632,0
14496,78783,0
14497,90022,26
14498,62625,5
14499,73574,0
14500,96440,0
14501,79534,8
14502,88807,0
14503,95093,0
14504,92123,0
14505,77461,57
14506,50953,71
14507,100797,0
14508,37970,8
14509,77025,5
14510,61278,0
14511,35436,4
14512,54443,8
14513,86160,0
14514,53993,60
14515,61745,70
14516,100788,0
14517,98817,0
14518,59669,21
14519,94505,0
14520,75093,9
14521,4895,27
14522,98420,0
14523,102296,0
14524,48613,0
14525,73265,45
14526,97669,0
14527,76426,61
14528,101525,0
14529,89260,0
14530,87800,15
14531,75031,46
14532,42164,37
14533,98389,0
14534,37520,46
14535,82110,20
14536,10298,12
14537,62186,34
14538,43497,2
14539,92109,0
14540,89434,11
14541,96139,0
14542,100929,0
14543,86740,9
14544,97332,0
14545,42594,84
14546,94536,1
14547,82524,48
14548,101553,0
14549,82439,12
14550,49932,7
14551,15571,68
14552,99568,2
14553,82974,19
14554,17771,78
14555,46771,21
14556,59953,77
14557,12680,0
14558,52508,98
14559,96603,0
14560,92379,1
14561,35419,86
14562,60378,16
14563,58029,12
14564,86886,2
14565,76997,12
14566,49049,1
14567,93006,0
14568,94342,0
14569,51296,22
14570,78215,1
14571,78198,25
14572,61888,3
14573,103781,0
14574,91195,6
14575,37827,1
14576,55470,68
14577,75526,38
14578,62802,76
14579,103300,0
14580,55917,0
14581,80012,54
14582,1604,3
14583,77478,19
14584,101680,0
14585,86287,5
14586,101677,0
14587,91656,0
14588,46768,31
14589,79697,13
14590,89597,0
14591,55774,21
14592,89381,0
14593,15490,0
14594,75194,1
14595,86855,1
14596,57866,14
14597,78516,2
14598,95720,2
14599,100614,0
14600,103601,0
14601,53521,16
14602,92705,0
14603,96896,0
14604,87662,4
14605,40794,28
14606,59064,63
14607,98367,0
14608,101818,0
14609,103604,0
14610,19728,26
14611,82979,1
14612,18069,0
14613,95270,0
14614,39748,22
14615,83145,15
14616,79984,5
14617,41877,24
14618,37821,7
14619,93152,0
14620,97191,0
14621,90278,1
14622,101216,0
14623,45474,56
14624,45432,58
14625,96620,0
14626,87758,0
14627,77309,67
14628,54252,42
14629,97495,0
14630,101854,0
14631,2057,78
14632,46658,6
14633,76688,28
14634,85249,4
14635,99894,0
14636,87915,26
14637,49057,6
14638,99289,0
14639,49482,6
14640,93616,0
14641,91659,0
14642,89395,16
14643,101992,0
14644,43812,13
14645,47232,40
14646,98527,0
14647,97202,0
14648,100032,0
14649,89420,0
14650,98721,0
14651,100327,0
14652,101857,0
14653,53971,7
14654,82698,5
14655,15844,22
14656,57416,3
14657,50978,58
14658,44127,28
14659,55456,19
14660,103955,0
14661,91234,0
14662,55740,80
14663,96612,0
14664,7755,96
14665,60572,39
14666,99447,0
14667,102566,0
14668,88818,0
14669,87946,5
14670,18066,0
14671,2369,97
14672,89580,49
14673,53369,49
14674,14941,20
14675,44085,66
14676,96142,2
14677,89274,0
14678,75788,34
14679,100639,2
14680,100482,0
14681,88396,0
14682,100341,0
14683,80738,0
14684,57678,42
14685,37211,32
14686,45159,61
14687,95104,0
14688,91676,0
14689,84774,3
14690,76682,0
14691,90894,3
14692,89715,11
14693,90455,10
14694,78077,4
14695,75509,3
14696,17906,4
14697,50970,17
14698,4740,0
14699,76291,0
14700,85390,12
14701,4754,66
14702,79424,34
14703,88666,3
14704,87752,6
14705,47395,60
14706,17655,13
14707,53203,59
14708,99019,0
14709,80288,52
14710,93414,0
14711,35726,21
14712,39883,94
14713,54123,64
14714,92581,0
14715,100794,0
14716,97247,0
14717,95132,0
14718,96460,0
14719,43798,47
14720,96851,0
14721,100518,1
14722,47682,61
14723,102591,0
14724,103303,0
14725,58578,76
14726,104543,0
14727,88478,10
14728,89130,2
14729,17006,90
14730,89561,3
14731,40032,78
14732,12832,15
14733,80625,9
14734,60980,88
14735,60271,37
14736,83404,4
14737,104082,0
14738,93948,0
14739,36612,41
14740,90441,0
14741,62681,12
14742,102276,0
14743,91833,5
14744,89288,0
14745,87010,0
14746,74629,40
14747,56353,8
14748,57582,3
14749,82836,15
14750,101255,1
14751,84186,69
14752,45311,39
14753,93577,1
14754,53386,10
14755,85823,2
14756,97481,0
14757,16426,4
14758,78952,43
14759,45339,58
14760,61345,3
14761,27347,90
14762,94632,0
14763,61317,48
14764,47679,24
14765,42923,26
14766,37388,31
14767,49918,43
14768,95121,0
14769,46793,6
14770,98991,0
14771,52773,30
14772,49201,30
14773,57295,77
14774,91361,1
14775,2496,59
14776,84633,0
14777,82043,3
14778,79087,26
14779,100631,0
14780,95723,0
14781,95515,0
14782,86574,15
14783,43494,3
14784,47122,36
14785,81784,23
14786,83744,38
14787,43199,87
14788,93481,0
14789,85710,17
14790,97315,0
14791,103334,0
14792,97360,0
14793,80015,41
14794,43168,52
14795,50357,56
14796,86883,11
14797,94069,0
14798,46813,17
14799,75023,83
14800,97796,0
14801,100628,0
14802,41396,41
14803,41722,28
14804,76564,21
14805,41860,29
14806,78091,68
14807,103154,0
14808,61722,42
14809,86585,14
14810,74775,12
14811,53968,47
14812,49741,42
14813,92120,0
14814,7882,84
14815,83452,15
14816,53231,61
14817,78485,43
14818,91802,0
14819,75183,17
14820,48894,1
14821,60558,41
14822,57745,17
14823,48458,19
14824,97967,1
14825,85075,8
14826,90916,1
14827,104076,2
14828,89884,0
14829,96302,0
14830,14356,50
14831,79846,29
14832,91968,0
14833,85086,16
14834,61438,8
14835,104096,0
14836,95585,0
14837,94522,0
14838,78825,6
14839,104366,0
14840,103806,0
14841,97523,0
14842,50669,0
14843,98828,0
14844,79289,81
14845,82521,1
14846,96606,0
14847,48571,6
14848,1919,43
14849,104405,1
14850,36457,26
14851,74300,44
14852,97219,0
14853,48720,20
14854,50056,25
14855,79973,6
14856,76522,54
14857,54581,51
14858,97371,0
14859,91929,1
14860,61593,13
14861,86110,13
14862,103176,0
14863,100043,0
14864,45570,22
14865,103643,0
14866,78173,27
14867,95096,0
14868,92860,0
14869,82237,0
14870,91490,0
14871,15816,61
14872,99416,0
14873,98707,0
14874,18668,99
14875,60285,9
14876,97039,0
14877,100684,0
14878,96617,0
14879,88073,0
14880,47564,0
14881,45106,25
14882,76536,30
14883,84239,14
14884,46920,4
14885,139,73
14886,35616,61
14887,83421,39
14888,90486,16
14889,1784,61
14890,95852,0
14891,50385,1
14892,73560,18
14893,79374,6
14894,83556,0
14895,44566,7
14896,75501,5
14897,82057,4
14898,75374,21
14899,56342,27
14900,78769,45
14901,81967,18
14902,35304,91
14903,92092,0
14904,87322,10
14905,95816,0
14906,62943,47
14907,48599,0
14908,47108,29
14909,94646,0
14910,92573,5
14911,86281,9
14912,54137,36
14913,97624,3
14914,95242,0
14915,80001,16
14916,93743,0
14917,95239,0
14918,100338,0
14919,11819,42
14920,103339,2
14921,102273,0
14922,101067,0
14923,102127,0
14924,56094,1
14925,54744,24
14926,62614,7
14927,45443,9
14928,80597,7
14929,89600,7
14930,36328,7
14931,82096,12
14932,82369,1
14933,94187,0
14934,88793,5
14935,77000,48
14936,37048,66
14937,97630,0
14938,89417,2
14939,98997,1
14940,12067,16
14941,62929,13
14942,60392,0
14943,61264,1
14944,48557,49
14945,75225,27
14946,74272,0
14947,39472,91
14948,20057,68
14949,83604,0
14950,74438,61
14951,86723,12
14952,82659,36
14953,100490,0
14954,74910,5
14955,49178,82
14956,98831,0
14957,46194,45
14958,89251,5
14959,103179,0
14960,100493,0
14961,104394,0
14962,58046,18
14963,77475,5
14964,81480,27
14965,4771,10
14966,50551,75
14967,89431,0
14968,88644,0
14969,14491,90
14970,102428,0
14971,97917,0
14972,56792,96
14973,101995,0
14974,99748,0
14975,100195,2
14976,95352,0
14977,97970,0
14978,79101,10
14979,84931,4
14980,52916,2
14981,79689,48
14982,93622,0
14983,82074,1
14984,5972,15
14985,81809,15
14986,79694,2
14987,4459,83
14988,79388,57
14989,80459,11
14990,103930,0
14991,101379,0
14992,75703,6
14993,99132,0
14994,83286,2
14995,53054,82
14996,47370,4
14997,61165,45
14998,1351,53
14999,99160,0
15000,60994,31
15001,14016,54
15002,99118,0
15003,102113,0
15004,42884,16
15005,48011,11
15006,90295,8
15007,59793,23
15008,37205,61
15009,44121,4
15010,62968,32
15011,77464,0
15012,99452,2
15013,91811,0
15014,74204,43
15015,43058,60
15016,50227,0
15017,87195,0
15018,62338,81
15019,99008,0
15020,90472,1
15021,87775,15
15022,86571,0
15023,14221,17
15024,76823,22
15025,48436,0
15026,94817,0
15027,58932,6
15028,100167,0
15029,40662,71
15030,94983,0
15031,80476,19
15032,100203,0
15033,18828,92
15034,54432,0
15035,44071,65
15036,60279,36
15037,84934,15
15038,81494,4
15039,90922,1
15040,99610,0
15041,87637,0
15042,288,0
15043,79835,4
15044,20195,36
15045,59464,0
15046,42774,52
15047,40074,31
15048,47544,19
15049,97945,0
15050,85682,47
15051,82864,30
15052,102768,0
15053,91971,1
15054,92311,1
15055,59832,5
15056,83581,13
15057,101053,0
15058,59244,24
15059,84768,6
15060,45325,31
15061,85041,19
15062,104214,1
15063,14933,90
15064,41697,7
15065,38575,42
15066,74488,0
15067,94930,0
15068,93931,0
15069,90334,5
15070,91667,12
15071,91082,1
15072,51583,25
15073,92587,4
15074,83283,11
15075,81047,49
15076,77588,16
15077,103739,0
15078,104504,0
15079,42746,45
15080,92432,0
15081,14348,0
15082,95667,0
15083,81950,1
15084,104675,2
15085,89285,32
15086,104051,0
15087,90323,1
15088,50832,72
15089,4133,72
15090,42580,76
15091,102130,0
15092,16255,11
15093,45435,14
15094,49659,24
15095,100220,0
15096,89718,1
15097,55608,99
15098,62816,61
15099,86911,5
15100,90646,0
15101,75377,0
15102,90618,0
15103,85986,5
15104,74899,96
15105,79537,62
15106,44875,34
15107,75045,38
15108,98097,0
15109,44436,10
15110,44400,31
15111,50067,1
15112,92556,0
15113,40499,35
15114,79393,2
15115,104211,0
15116,80139,5
15117,88523,2
15118,17810,51
15119,104360,0
15120,97233,0
15121,44397,0
15122,81528,6
15123,77503,23
15124,58749,3
15125,97045,0
15126,103477,1
15127,79073,10
15128,5505,71
15129,99911,1
15130,62057,0
15131,87595,0
15132,14660,93
15133,83587,23
15134,99576,0
15135,101213,0
15136,93290,0
15137,80431,1
15138,37945,84
15139,101075,0
15140,82971,11
15141,90025,0
15142,94660,1
15143,96747,0
15144,91957,6
15145,39731,98
15146,84895,16
15147,104554,0
15148,104369,0
15149,77121,9
15150,97810,0
15151,80760,23
15152,78811,1
15153,43770,6
15154,88821,2
15155,55006,12
15156,48762,10
15157,79711,2
15158,43663,7
15159,51718,96
15160,93782,0
15161,52320,96
15162,78530,83
15163,80454,0
15164,15504,4
15165,20330,0
15166,43207,1
15167,39897,63
15168,75515,2
15169,46374,1
15170,96167,0
15171,20313,93
15172,16907,79
15173,42296,22
15174,88959,2
15175,47378,5
15176,88534,16
15177,44256,18
15178,101528,0
15179,49181,70
15180,100940,0
15181,97017,0
15182,54272,88
15183,76387,34
15184,88239,4
15185,46622,4
15186,85218,6
15187,58648,28
15188,83722,14
15189,54269,14
15190,54840,32
15191,36162,84
15192,76575,9
15193,74297,21
15194,91521,9
15195,78620,30
15196,38139,37
15197,13296,66
15198,95841,0
15199,88655,3
15200,62324,1
15201,100777,0
15202,86582,5
15203,96564,0
15204,56668,59
15205,83165,30
15206,99430,0
15207,75208,10
15208,96280,0
15209,74452,51
15210,80915,7
15211,79115,22
15212,40676,30
15213,84031,13
15214,60555,28
15215,58634,15
15216,80468,26
15217,86554,3
