,hotel_id,no_of_comments
8016,99621,0
8017,99011,0
8018,36845,79
8019,49552,89
8020,84667,27
8021,85443,3
8022,44141,11
8023,83491,8
8024,93487,0
8025,92005,1
8026,76294,37
8027,102065,0
8028,97554,0
8029,90503,7
8030,5868,43
8031,43379,11
8032,84833,36
8033,53251,19
8034,97689,0
8035,93214,0
8036,91251,5
8037,101587,0
8038,52348,87
8039,95276,0
8040,95613,0
8041,56224,1
8042,101407,0
8043,103072,0
8044,101562,0
8045,16342,46
8046,99067,0
8047,90078,1
8048,79323,23
8049,88143,0
8050,81677,43
8051,13324,10
8052,55366,68
8053,58038,0
8054,96339,0
8055,4341,1
8056,91271,0
8057,98848,0
8058,97388,0
8059,74348,96
8060,96657,0
8061,40715,22
8062,99624,0
8063,90818,1
8064,92899,4
8065,96665,0
8066,45353,62
8067,52517,32
8068,101888,0
8069,82020,13
8070,44006,72
8071,95765,0
8072,47274,40
8073,100400,0
8074,79596,11
8075,40839,0
8076,27274,75
8077,7378,1
8078,89139,1
8079,61362,71
8080,91403,0
8081,101421,0
8082,95740,5
8083,80060,11
8084,57942,28
8085,58974,38
8086,85882,33
8087,91113,0
8088,57318,85
8089,54668,5
8090,97537,0
8091,96491,0
8092,82718,1
8093,43390,73
8094,75096,21
8095,92314,0
8096,102147,0
8097,47288,73
8098,74933,26
8099,87668,32
8100,43989,0
8101,100226,0
8102,95602,0
8103,102763,0
8104,96761,0
8105,91726,1
8106,79295,30
8107,46231,11
8108,74317,34
8109,58229,48
8110,91091,5
8111,44931,48
8112,59905,39
8113,91580,0
8114,19312,28
8115,36235,61
8116,43365,20
8117,19000,46
8118,57928,9
8119,61348,5
8120,40130,17
8121,20074,36
8122,94241,0
8123,45806,58
8124,45480,12
8125,12756,14
8126,61025,75
8127,43258,76
8128,82254,1
8129,51288,74
8130,89192,50
8131,98007,0
8132,103525,2
8133,103663,0
8134,82740,3
8135,4822,0
8136,75127,32
8137,94525,0
8138,92016,0
8139,91555,0
8140,100091,0
8141,98448,0
8142,39354,14
8143,79430,23
8144,37273,63
8145,91906,0
8146,91701,0
8147,73290,10
8148,49102,0
8149,98572,0
8150,76474,15
8151,43230,0
8152,44909,56
8153,97976,0
8154,94857,0
8155,51338,16
8156,53262,0
8157,74536,74
8158,36069,40
8159,75118,3
8160,93799,0
8161,81534,12
8162,85266,11
8163,98440,0
8164,5688,35
8165,76626,0
8166,99492,1
8167,80943,6
8168,44920,27
8169,84217,3
8170,15262,69
8171,78547,24
8172,95627,0
8173,39942,37
8174,85263,0
8175,37543,15
8176,88444,0
8177,76305,3
8178,17186,57
8179,59112,6
8180,41472,45
8181,78246,0
8182,85283,11
8183,77205,38
8184,61773,10
8185,78544,3
8186,62971,9
8187,91836,4
8188,82605,2
8189,53169,55
8190,80499,21
8191,83809,1
8192,93228,0
8193,91569,0
8194,49679,39
8195,86903,8
8196,90191,3
8197,77481,1
8198,84968,44
8199,84203,2
8200,60274,4
8201,62850,48
8202,16643,56
8203,79146,28
8204,59441,1
8205,6914,22
8206,89471,0
8207,1382,50
8208,82307,1
8209,95141,0
8210,81570,62
8211,82155,0
8212,77191,3
8213,7508,24
8214,101736,0
8215,74997,1
8216,83654,79
8217,50005,18
8218,94412,0
8219,104284,0
8220,90070,1
8221,78083,11
8222,98561,0
8223,85252,0
8224,61798,37
8225,100088,0
8226,100867,0
8227,87232,1
8228,94854,0
8229,78381,16
8230,99351,0
8231,102788,0
8232,77945,0
8233,89898,1
8234,75276,48
8235,83331,43
8236,79748,32
8237,47277,15
8238,98578,0
8239,74550,7
8240,101154,0
8241,16626,0
8242,76443,44
8243,95574,0
8244,104422,0
8245,40147,2
8246,46082,42
8247,79756,0
8248,79441,39
8249,97962,0
8250,101615,0
8251,94075,0
8252,56741,76
8253,94688,0
8254,86484,2
8255,104436,0
8256,79624,75
8257,84999,45
8258,92176,0
8259,59838,40
8260,55388,88
8261,97239,0
8262,41455,34
8263,99773,0
8264,99334,0
8265,99950,0
8266,89426,2
8267,91102,19
8268,76595,61
8269,93048,0
8270,76606,27
8271,76418,27
8272,62822,4
8273,45938,66
8274,42954,19
8275,92182,0
8276,57000,0
8277,99953,0
8278,79877,1
8279,74989,22
8280,51341,0
8281,88250,2
8282,51518,4
8283,38018,87
8284,79292,50
8285,81539,16
8286,81871,18
8287,11364,0
8288,92905,0
8289,74983,7
8290,80181,1
8291,77045,16
8292,80670,94
8293,94986,0
8294,59711,9
8295,86290,10
8296,74646,73
8297,89195,1
8298,101913,0
8299,80369,70
8300,85291,2
8301,88275,1
8302,102926,0
8303,45058,78
8304,100240,0
8305,47018,0
8306,100985,0
8307,85305,3
8308,95914,0
8309,91276,0
8310,54002,42
8311,78122,15
8312,96342,3
8313,4830,68
8314,91704,0
8315,103182,0
8316,55225,0
8317,104588,0
8318,99925,0
8319,100836,0
8320,54204,50
8321,94716,0
8322,95467,0
8323,95779,0
8324,99663,0
8325,88554,0
8326,47446,86
8327,52514,0
8328,41596,65
8329,48301,29
8330,61812,16
8331,47429,12
8332,39689,16
8333,94252,1
8334,94255,0
8335,77360,1
8336,76440,5
8337,17523,17
8338,47128,4
8339,47738,39
8340,61053,51
8341,75546,5
8342,59250,59
8343,60490,10
8344,58966,0
8345,79621,20
8346,2251,22
8347,104273,0
8348,51929,4
8349,86630,0
8350,59261,42
8351,45916,2
8352,84993,13
8353,86166,5
8354,44563,31
8355,87842,5
8356,101598,0
8357,96184,0
8358,61075,84
8359,104270,0
8360,53144,53
8361,103069,0
8362,98316,0
8363,104681,0
8364,89156,0
8365,80656,0
8366,86340,1
8367,76603,28
8368,58803,2
8369,74522,32
8370,84689,2
8371,48644,33
8372,104571,0
8373,91133,2
8374,83944,4
8375,16609,0
8376,76021,4
8377,9004,44
8378,102026,0
8379,88402,9
8380,89341,0
8381,59877,4
8382,77818,72
8383,103823,0
8384,49952,32
8385,79725,21
8386,49198,31
8387,81863,1
8388,74384,15
8389,80645,1
8390,96378,0
8391,49094,1
8392,17115,93
8393,3486,33
8394,61925,15
8395,89018,11
8396,100833,0
8397,46858,13
8398,38429,23
8399,101148,0
8400,37132,0
8401,100850,0
8402,47007,54
8403,77059,54
8404,92643,0
8405,95287,0
8406,98749,1
8407,100676,0
8408,103975,1
8409,88714,0
8410,96786,0
8411,46596,87
8412,96609,3
8413,93543,0
8414,100113,0
8415,101463,1
8416,95110,0
8417,57624,86
8418,95304,0
8419,103986,0
8420,104419,1
8421,86453,43
8422,86956,44
8423,77070,2
8424,95588,0
8425,60001,0
8426,77183,3
8427,88126,0
8428,44616,77
8429,89620,0
8430,99368,0
8431,56845,53
8432,41731,59
8433,37121,72
8434,93965,0
8435,37281,53
8436,94570,0
8437,60915,64
8438,60617,2
8439,76336,13
8440,99320,0
8441,55968,14
8442,98313,0
8443,47021,62
8444,83466,6
8445,91127,0
8446,92781,0
8447,44445,12
8448,41922,61
8449,53268,2
8450,94362,0
8451,89631,0
8452,90981,0
8453,92303,0
8454,96800,0
8455,84394,51
8456,96648,0
8457,104099,0
8458,90790,0
8459,85564,5
8460,74972,12
8461,97565,1
8462,88253,1
8463,73729,0
8464,86928,2
8465,88770,40
8466,95315,0
8467,59424,17
8468,92615,0
8469,60746,35
8470,80904,0
8471,96162,0
8472,39492,23
8473,97382,0
8474,45792,7
8475,15602,50
8476,88551,1
8477,101753,0
8478,82304,14
8479,97526,0
8480,98597,0
8481,83182,52
8482,76727,3
8483,103989,0
8484,61680,48
8485,101413,0
8486,99039,1
8487,56089,6
8488,59866,8
8489,93324,0
8490,103362,0
8491,41784,91
8492,90368,12
8493,49226,75
8494,94972,0
8495,80631,3
8496,51369,9
8497,100999,0
8498,97835,1
8499,89153,6
8500,90475,0
8501,60018,12
8502,95262,0
8503,73484,69
8504,94702,0
8505,97984,0
8506,79281,0
8507,51043,20
8508,88455,0
8509,4518,56
8510,86152,0
8511,83033,14
8512,1095,14
8513,76755,0
8514,17852,67
8515,48931,26
8516,74086,30
8517,14986,24
8518,38609,9
8519,74502,3
8520,86464,1
8521,58063,87
8522,102633,0
8523,55639,46
8524,56564,49
8525,60898,16
8526,85269,6
8527,87820,0
8528,7935,17
8529,80206,16
8530,62397,97
8531,77371,48
8532,92317,0
8533,102490,0
8534,85100,0
8535,79869,3
8536,87091,10
8537,46093,20
8538,51808,60
8539,57436,42
8540,41565,0
8541,81261,4
8542,90995,0
8543,55352,73
8544,91999,1
8545,46540,11
8546,100417,1
8547,46363,9
8548,92151,0
8549,91240,3
8550,89752,10
8551,99928,0
8552,61804,1
8553,93774,0
8554,60161,10
8555,55062,34
8556,49867,8
8557,51217,21
8558,57599,33
8559,45218,14
8560,45336,6
8561,89358,0
8562,92154,1
8563,101258,1
8564,103415,0
8565,90514,0
8566,103345,0
8567,81989,24
8568,103699,0
8569,79880,6
8570,91549,0
8571,76882,48
8572,98929,0
8573,99784,0
8574,4954,0
8575,82895,2
8576,10326,79
8577,85727,14
8578,60327,57
8579,1123,33
8580,20088,79
8581,35495,98
8582,101002,0
8583,75270,1
8584,75284,91
8585,100223,0
8586,100198,0
8587,50008,18
8588,14407,18
8589,49825,25
8590,93692,0
8591,103086,0
8592,82867,21
8593,62985,7
8594,77644,63
8595,96828,0
8596,41635,41
8597,82102,17
8598,61511,32
8599,54615,30
8600,7502,93
8601,93830,0
8602,48472,14
8603,97855,0
8604,77219,12
8605,89735,8
8606,97990,0
8607,100060,0
8608,99191,0
8609,61677,7
8610,90188,8
8611,89634,0
8612,93841,0
8613,82141,2
8614,38170,11
8615,53757,31
8616,88146,3
8617,90677,0
8618,77973,0
8619,76322,27
8620,90638,0
8621,92770,0
8622,91130,3
8623,88298,1
8624,92612,0
8625,302,27
8626,48031,5
8627,103224,0
8628,81120,30
8629,91729,0
8630,75695,39
8631,85744,1
8632,83508,12
8633,53577,16
8634,60459,0
8635,46993,0
8636,52531,4
8637,48357,20
8638,85989,0
8639,93076,0
8640,51468,0
8641,51192,13
8642,36260,6
8643,14995,3
8644,97852,0
8645,98423,0
8646,49212,54
8647,62861,0
8648,43269,39
8649,79919,4
8650,94713,0
8651,60763,1
8652,97987,0
8653,49538,30
8654,89482,10
8655,50717,91
8656,36536,65
8657,46200,39
8658,59509,79
8659,96980,0
8660,98153,0
8661,58814,22
8662,96505,0
8663,35498,52
8664,58024,54
8665,88132,0
8666,88745,2
8667,97413,0
8668,44304,21
8669,55065,7
8670,52365,45
8671,50745,28
8672,86169,5
8673,46526,63
8674,10680,51
8675,85581,64
8676,101272,0
8677,43716,11
8678,83792,0
8679,104279,0
8680,97717,0
8681,104723,0
8682,53276,28
8683,103114,0
8684,93515,0
8685,58105,59
8686,59275,26
8687,92179,0
8688,47159,13
8689,59824,68
8690,99652,2
8691,74044,4
8692,88855,0
8693,94879,0
8694,91552,1
8695,102313,0
8696,98710,0
8697,50593,39
8698,55959,64
8699,61390,56
8700,86155,14
8701,47747,13
8702,100687,0
8703,88112,25
8704,75228,19
8705,97827,0
8706,35048,33
8707,93079,0
8708,86616,1
8709,95006,0
8710,80659,10
8711,60752,95
8712,36232,1
8713,15315,33
8714,44881,10
8715,54491,18
8716,103964,0
8717,88869,3
8718,103947,0
8719,84518,1
8720,96516,0
8721,102948,0
8722,92891,0
8723,93976,0
8724,81410,28
8725,11279,48
8726,53442,16
8727,97562,0
8728,86332,0
8729,50863,0
8730,29,12
8731,88742,0
8732,48205,64
8733,19475,33
8734,94677,0
8735,38634,12
8736,51352,13
8737,79033,53
8738,81562,74
8739,97700,0
8740,87831,2
8741,89755,0
8742,18713,30
8743,14415,44
8744,97824,0
8745,87229,44
8746,40282,11
8747,4203,86
8748,46377,7
8749,90337,1
8750,104591,0
8751,2873,2
8752,84681,55
8753,41174,0
8754,83224,0
8755,100372,0
8756,103713,0
8757,35456,73
8758,58938,72
8759,96212,0
8760,96333,0
8761,84526,8
8762,87679,48
8763,83916,16
8764,90061,6
8765,101123,0
8766,90064,0
8767,84355,21
8768,78288,0
8769,99770,0
8770,61826,29
8771,96485,0
8772,80794,38
8773,82746,72
8774,104003,1
8775,56592,72
8776,99047,0
8777,45941,36
8778,94564,0
8779,104560,0
8780,96336,0
8781,100392,0
8782,92933,0
8783,62875,65
8784,6014,44
8785,87300,0
8786,80120,61
8787,93434,0
8788,53648,11
8789,94762,0
8790,88037,7
8791,93147,0
8792,89823,0
8793,90914,0
8794,93845,0
8795,49055,1
8796,62325,46
8797,5621,35
8798,92962,4
8799,75631,72
8800,87176,0
8801,20300,21
8802,92264,0
8803,55150,2
8804,56019,0
8805,61709,48
8806,95822,0
8807,104485,1
8808,91814,1
8809,86091,51
8810,104620,0
8811,42114,36
8812,46338,37
8813,38719,11
8814,36129,11
8815,42125,2
8816,44074,24
8817,82980,0
8818,40381,19
8819,82488,44
8820,97923,0
8821,47503,39
8822,49151,50
8823,81588,25
8824,102586,0
8825,93727,0
8826,95400,0
8827,79051,20
8828,713,53
8829,79405,23
8830,104662,0
8831,85638,6
8832,78913,8
8833,94160,0
8834,95960,0
8835,48400,4
8836,87123,6
8837,92427,3
8838,18500,19
8839,103455,0
8840,81163,1
8841,89061,0
8842,41681,75
8843,92239,5
8844,86563,12
8845,81152,0
8846,79380,19
8847,55912,14
8848,98663,1
8849,84780,11
8850,94365,0
8851,97448,0
8852,94050,0
8853,75766,14
8854,61869,47
8855,99588,0
8856,86431,1
8857,73544,0
8858,74019,14
8859,98851,0
8860,102682,0
8861,46310,21
8862,35229,35
8863,17915,93
8864,60986,0
8865,91339,2
8866,91935,3
8867,94489,0
8868,101661,0
8869,100584,0
8870,90132,0
8871,95839,0
8872,17763,70
8873,35856,34
8874,83576,24
8875,51741,67
8876,54399,46
8877,95085,0
8878,80277,39
8879,103430,0
8880,39436,45
8881,97749,0
8882,78930,5
8883,5323,14
8884,47061,12
8885,88785,5
8886,87615,21
8887,84656,17
8888,79695,84
8889,98812,1
8890,90439,0
8891,62904,16
8892,80851,5
8893,95243,0
8894,98975,0
8895,15811,1
8896,17001,30
8897,38092,33
8898,100027,0
8899,88192,1
8900,85528,8
8901,90453,0
8902,80606,0
8903,103143,0
8904,101945,0
8905,50377,28
8906,93713,7
8907,102257,0
8908,91491,4
8909,52624,43
8910,99270,0
8911,101973,0
8912,79363,2
8913,104074,0
8914,47351,40
8915,6704,0
8916,100314,0
8917,62606,72
8918,78646,4
8919,97487,0
8920,89997,0
8921,62941,6
8922,95538,0
8923,90602,2
8924,49466,39
8925,97926,0
8926,85663,5
8927,96421,0
8928,13986,53
8929,88656,0
8930,82831,22
8931,54416,44
8932,53032,7
8933,98342,0
8934,27306,72
8935,4167,1
8936,92728,0
8937,10113,21
8938,92222,1
8939,60511,3
8940,80418,5
8941,103171,0
8942,80553,24
8943,97788,0
8944,5613,98
8945,56047,12
8946,40615,72
8947,49041,1
8948,49584,61
8949,89241,0
8950,14163,0
8951,100280,0
8952,49013,46
8953,14779,73
8954,58283,39
8955,93001,11
8956,74115,3
8957,58162,15
8958,99450,0
8959,61242,57
8960,100156,0
8961,57085,56
8962,84015,0
8963,48251,1
8964,49477,0
8965,86712,3
8966,57853,56
8967,51266,35
8968,78058,12
8969,73839,46
8970,79504,8
8971,45880,73
8972,62879,7
8973,86400,0
8974,60398,7
8975,16385,0
8976,15237,41
8977,84004,3
8978,101655,0
8979,93268,0
8980,2066,75
8981,88923,7
8982,89685,15
8983,103160,0
8984,103765,0
8985,89522,7
8986,91297,44
8987,36461,41
8988,83883,30
8989,53038,49
8990,102122,0
8991,84468,4
8992,89086,2
8993,43174,43
8994,59470,1
8995,13271,68
8996,88678,1
8997,36742,73
8998,78,0
8999,62176,18
9000,61380,32
9001,52295,52
9002,83973,16
9003,54675,16
9004,89412,6
9005,18632,12
9006,89840,0
9007,49778,1
9008,79068,47
9009,2193,2
9010,47362,0
9011,104659,0
9012,94942,1
9013,15634,20
9014,100325,0
9015,95549,0
9016,58106,0
9017,83866,1
9018,49761,76
9019,53378,24
9020,87601,0
9021,42426,90
9022,55299,55
9023,46614,47
9024,6350,5
9025,98227,0
9026,77276,10
9027,101965,0
9028,9660,63
9029,86414,7
9030,87629,14
9031,87761,1
9032,82651,1
9033,103922,0
9034,87612,0
9035,52734,80
9036,15198,97
9037,99560,0
9038,62322,42
9039,62024,40
9040,81290,1
9041,100719,0
9042,97178,0
9043,102575,0
9044,84752,45
9045,81616,8
9046,58559,46
9047,1464,91
9048,96750,0
9049,61574,58
9050,75794,25
9051,48889,17
9052,49919,3
9053,51100,17
9054,92824,0
9055,96562,0
9056,83250,24
9057,14450,47
9058,103593,0
9059,75496,39
9060,94011,0
9061,62173,57
9062,49626,38
9063,46625,44
9064,76421,28
9065,3399,45
9066,103635,0
9067,59512,94
9068,35831,69
9069,50664,45
9070,46333,0
9071,79037,23
9072,86971,0
9073,88799,0
9074,102370,0
9075,61011,63
9076,50785,11
9077,101526,0
9078,86684,2
9079,103759,0
9080,47528,59
9081,87573,1
9082,101827,0
9083,59771,93
9084,37316,58
9085,101219,0
9086,76652,18
9087,61433,13
9088,84915,10
9089,85050,8
9090,101678,0
9091,48138,3
9092,100173,0
9093,79993,3
9094,61135,20
9095,18089,8
9096,41990,2
9097,77414,44
9098,80446,7
9099,40038,15
9100,98047,0
9101,79664,3
9102,81790,0
9103,76829,4
9104,77594,4
9105,51862,36
9106,39743,70
9107,18674,81
9108,79830,25
9109,51395,1
9110,41239,6
9111,76832,20
9112,60696,61
9113,88526,22
9114,92810,4
9115,81928,20
9116,41377,32
9117,13153,76
9118,50239,59
9119,93274,1
9120,93015,1
9121,89851,8
9122,53333,50
9123,83548,2
9124,52301,57
9125,62184,17
9126,104206,0
9127,421,0
9128,99695,0
9129,104195,2
9130,99706,1
9131,92059,0
9132,91353,2
9133,102080,0
9134,103621,0
9135,97034,0
9136,96719,0
9137,78345,80
9138,49148,44
9139,86532,10
9140,104499,0
9141,88175,7
9142,82201,4
9143,84465,0
9144,96396,0
9145,93873,0
9146,104057,0
9147,100142,0
9148,82190,0
9149,78483,8
9150,97650,0
9151,73997,67
9152,102274,0
9153,45874,86
9154,19372,50
9155,80159,19
9156,98829,0
9157,104181,1
9158,82800,8
9159,16371,55
9160,18660,8
9161,86718,3
9162,87888,5
9163,49176,20
9164,102862,0
9165,55572,77
9166,97200,0
9167,91063,0
9168,89210,3
9169,100474,0
9170,73204,64
9171,81613,69
9172,86577,1
9173,15662,60
9174,89688,0
9175,101970,0
9176,78955,7
9177,97920,0
9178,62949,36
9179,62046,39
9180,41976,52
9181,57223,47
9182,87013,8
9183,93097,0
9184,83402,0
9185,57389,65
9186,62797,9
9187,19684,10
9188,15971,12
9189,100021,1
9190,78317,29
9191,39740,34
9192,49896,72
9193,83005,5
9194,100938,0
9195,91336,0
9196,93898,0
9197,97476,0
9198,53488,67
9199,54540,29
9200,46341,6
9201,4150,35
9202,100910,2
9203,77434,12
9204,93558,0
9205,40182,79
9206,80730,3
9207,47390,17
9208,14011,0
9209,78179,28
9210,53069,16
9211,101824,0
9212,85964,5
9213,84575,4
9214,99720,0
9215,47531,10
9216,50501,13
9217,99149,0
9218,84746,15
9219,95209,0
9220,102094,0
9221,54852,74
9222,94022,0
9223,92371,0
9224,56500,23
9225,76351,78
9226,14039,0
9227,89983,0
9228,91173,4
9229,80128,4
9230,57971,0
9231,46639,3
9232,85961,0
9233,55271,21
9234,80443,1
9235,88777,0
9236,83869,19
9237,104507,2
9238,88647,3
9239,52886,9
9240,82676,28
9241,84586,22
9242,56514,42
9243,76390,14
9244,42437,33
9245,99408,0
9246,20165,62
9247,60997,21
9248,83835,90
9249,101813,0
9250,91530,5
9251,81945,23
9252,56489,0
9253,98072,0
9254,88805,3
9255,90276,4
9256,91969,0
9257,44659,76
9258,95496,0
9259,97622,0
9260,49463,0
9261,94787,0
9262,98384,0
9263,86988,0
9264,92984,1
9265,58407,70
9266,90124,0
9267,40463,9
9268,12636,60
9269,93583,0
9270,9103,98
9271,89730,0
9272,84316,18
9273,80415,6
9274,87927,1
9275,6679,18
9276,89862,1
9277,40640,40
9278,85511,6
9279,76396,0
9280,82640,0
9281,12540,0
9282,56652,44
9283,81025,0
9284,93111,3
9285,53209,33
9286,96112,0
9287,83101,9
9288,47677,4
9289,97802,0
9290,88377,0
9291,75797,4
9292,95077,0
9293,47694,41
9294,102249,0
9295,6229,41
9296,15659,51
9297,76556,0
9298,75018,49
9299,53184,39
9300,59636,0
9301,82198,0
9302,92678,0
9303,88650,12
9304,51246,34
9305,93271,0
9306,60263,11
9307,60072,2
9308,42167,23
9309,35569,57
9310,83129,9
9311,37954,81
9312,96877,0
9313,45537,85
9314,11013,66
9315,96570,0
9316,55628,23
9317,83388,2
9318,59473,70
9319,95985,0
9320,80134,4
9321,100010,0
9322,87576,5
9323,60975,45
9324,104372,5
9325,45838,80
9326,104361,0
9327,103582,0
9328,88816,11
9329,88332,0
9330,48729,95
9331,88661,0
9332,8965,12
9333,75634,27
9334,99889,0
9335,54711,5
9336,79816,48
9337,85348,11
9338,94801,0
9339,81776,33
9340,96418,0
9341,42294,78
9342,74441,18
9343,98362,0
9344,98370,0
9345,87587,15
9346,89075,7
9347,85188,0
9348,90155,4
9349,95527,0
9350,94185,0
9351,56348,33
9352,90560,3
9353,103486,0
9354,91184,7
9355,84741,29
9356,37636,34
9357,52478,54
9358,97583,0
9359,17175,11
9360,90723,0
9361,50197,15
9362,55597,84
9363,104170,0
9364,43149,18
9365,40466,78
9366,17009,4
9367,79062,0
9368,86847,15
9369,74742,70
9370,52315,0
9371,85517,7
9372,93133,3
9373,78165,70
9374,41228,50
9375,17912,48
9376,37501,0
9377,81124,60
9378,89401,12
9379,79355,1
9380,41537,34
9381,93749,0
9382,91516,1
9383,88625,2
9384,75777,56
9385,81340,22
9386,61872,9
9387,86878,8
9388,104490,1
9389,95237,0
9390,54368,1
9391,76078,15
9392,104344,1
9393,57521,29
9394,82218,0
9395,57375,31
9396,57209,50
9397,5503,2
9398,13707,0
9399,74278,0
9400,46451,16
9401,101222,0
9402,101956,0
9403,94500,0
9404,50954,0
9405,56030,91
9406,94798,0
9407,80719,21
9408,8639,7
9409,75189,96
9410,79667,60
9411,78905,23
9412,53336,95
9413,83132,2
9414,17721,96
9415,84628,4
9416,80702,15
9417,86389,4
9418,90003,0
9419,76722,6
9420,36154,53
9421,44541,10
9422,20159,62
9423,100322,0
9424,78924,50
9425,89564,0
9426,84305,11
9427,100598,0
9428,14627,47
9429,88062,3
9430,98224,0
9431,88355,8
9432,59757,5
9433,56815,70
9434,81911,0
9435,35240,0
9436,47995,3
9437,53637,28
9438,82811,40
9439,96981,1
9440,78916,1
9441,101076,0
9442,59442,0
9443,54669,20
9444,82505,30
9445,85911,0
9446,94627,0
9447,89227,2
9448,60564,26
9449,98348,0
9450,94514,0
9451,76981,25
9452,99999,0
9453,89702,4
9454,92700,0
9455,85967,0
9456,83405,22
9457,90127,0
9458,96697,0
9459,58120,0
9460,44679,67
9461,98674,0
9462,88470,0
9463,82375,1
9464,75904,2
9465,84766,11
9466,75344,1
9467,79678,1
9468,96995,9
9469,56205,82
9470,55001,11
9471,98221,0
9472,39746,4
9473,37479,15
9474,92841,0
9475,102100,0
9476,86088,0
9477,40750,39
9478,9528,52
9479,83590,2
9480,16396,65
9481,73834,32
9482,59622,26
9483,44229,35
9484,93291,0
9485,74168,38
9486,91350,0
9487,88937,1
9488,78196,1
9489,103284,0
9490,84600,0
9491,38964,41
9492,98196,0
9493,97020,0
9494,7157,35
9495,94036,0
9496,91482,0
9497,101810,0
9498,47227,71
9499,80142,4
9500,52422,32
9501,101388,0
9502,48141,27
9503,81329,24
9504,85486,7
9505,100488,0
9506,35994,5
9507,45579,51
9508,73831,28
9509,80283,7
9510,90734,0
9511,90315,0
9512,86580,0
9513,97462,0
9514,90304,6
9515,75918,12
9516,96871,0
9517,101183,0
9518,73572,40
9519,59788,15
9520,101360,0
9521,91502,2
9522,91311,2
9523,97445,0
9524,84029,0
9525,45427,12
9526,59296,15
9527,82105,6
9528,42401,63
9529,58438,55
9530,83706,18
9531,51671,2
9532,95251,0
9533,76230,5
9534,54360,81
9535,40775,72
9536,91924,9
9537,54714,9
9538,85033,0
9539,49159,9
9540,83253,17
9541,79819,3
9542,62446,67
9543,85503,13
9544,98058,0
9545,51125,18
9546,101799,0
9547,82761,0
9548,47815,19
9549,62468,16
9550,89072,0
9551,7126,39
9552,48397,70
9553,77892,0
9554,54388,3
9555,45292,18
9556,35364,61
9557,55015,60
9558,97006,0
9559,85081,28
9560,7289,94
9561,6417,0
9562,85233,9
9563,76705,66
9564,98069,0
9565,60359,60
9566,76978,11
9567,90149,0
9568,79954,32
9569,104791,0
9570,75085,28
9571,57240,12
9572,85520,0
9573,16261,16
9574,97161,0
9575,87590,0
9576,3267,49
9577,101979,0
9578,100145,0
9579,100162,0
9580,103129,0
9581,96542,0
9582,104209,0
9583,96733,0
9584,100463,0
9585,78469,32
9586,97009,0
9587,77881,10
9588,75783,21
9589,97951,0
9590,74011,60
9591,99546,0
9592,39574,7
9593,103742,0
9594,49789,49
9595,94911,0
9596,76382,45
9597,87019,4
9598,88040,3
9599,86116,31
9600,82226,1
9601,101779,0
9602,90000,1
9603,91204,0
9604,87005,44
9605,94174,0
9606,88771,0
9607,97639,0
9608,94776,0
9609,89578,1
9610,99563,0
9611,87449,6
9612,74143,4
9613,101849,0
9614,14298,89
9615,61124,17
9616,97144,0
9617,42454,23
9618,76826,5
9619,42266,19
9620,97164,0
9621,36286,7
9622,90861,0
9623,88934,3
9624,99858,0
9625,43914,13
9626,73988,44
9627,86698,9
9628,83444,0
9629,76992,83
9630,58131,0
9631,55296,20
9632,85829,4
9633,41090,26
9634,55611,28
9635,47255,7
9636,56171,82
9637,95833,0
9638,61461,21
9639,99082,0
9640,100769,0
9641,98795,0
9642,57414,50
9643,60539,21
9644,91634,3
9645,47213,72
9646,98649,0
9647,39155,92
9648,100170,0
9649,96233,0
9650,1318,50
9651,37805,7
9652,99602,0
9653,94928,0
9654,82966,16
9655,104223,0
9656,100336,0
9657,94188,0
9658,81506,59
9659,89511,4
9660,92498,0
9661,74284,2
9662,83275,15
9663,39296,20
9664,36452,46
9665,45317,9
9666,89362,0
9667,82069,0
9668,86732,3
9669,42153,71
9670,100609,0
9671,91941,7
9672,82083,5
9673,78342,15
9674,95988,1
9675,96435,0
9676,102969,7
9677,95068,0
9678,86254,41
9679,78325,13
9680,47680,57
9681,55721,18
9682,98061,0
9683,53825,24
9684,98511,3
9685,79200,16
9686,96722,0
9687,62485,46
9688,98390,0
9689,57060,28
9690,98204,0
9691,88962,0
9692,93901,0
9693,57667,16
9694,96404,0
9695,57836,25
9696,4142,24
9697,46901,1
9698,41827,22
9699,55901,0
9700,49494,92
9701,97760,0
9702,95783,0
9703,85978,30
9704,81782,46
9705,76677,3
9706,84724,2
9707,44052,26
9708,14787,90
9709,39881,62
9710,1006,7
9711,88501,15
9712,88093,46
9713,77605,17
9714,90014,6
9715,99574,3
9716,90121,0
9717,56964,10
9718,57712,4
9719,45888,7
9720,39909,1
9721,58269,91
9722,96165,0
9723,91010,0
9724,103748,0
9725,82364,21
9726,97282,0
9727,104656,0
9728,104049,2
9729,98699,1
9730,99723,0
9731,96283,0
9732,76258,58
9733,41087,90
9734,80291,15
9735,48988,57
9736,82499,16
9737,35254,22
9738,96134,0
9739,76213,2
9740,15215,55
9741,84274,8
9742,39591,9
9743,86715,2
9744,81304,3
9745,81914,14
9746,101641,0
9747,1729,0
9748,90433,0
9749,97746,0
9750,89097,0
9751,59459,16
9752,104333,0
9753,93752,0
9754,79844,64
9755,92070,8
9756,93451,0
9757,98972,0
9758,83143,0
9759,50391,68
9760,92076,0
9761,91488,0
9762,2623,0
9763,80567,40
